chrysemys_picta_bellii ENSCPBG00000010337
chelonoidis_abingdonii ENSCABG00000008810
pelodiscus_sinensis ENSPSIG00000003972
anas_platyrhynchos_platyrhynchos ENSAPLG00000012935
gallus_gallus ENSGALG00000037015
parus_major ENSPMJG00000013685
lonchura_striata_domestica ENSLSDG00000001985
coturnix_japonica ENSCJPG00005019590
numida_meleagris ENSNMEG00000020967
anser_brachyrhynchus ENSABRG00000011009
junco_hyemalis ENSJHYG00000006123
lepidothrix_coronata ENSLCOG00000004925
meleagris_gallopavo ENSMGAG00000014956
melopsittacus_undulatus ENSMUNG00000002045
calidris_pygmaea ENSCPGG00000011110
apteryx_owenii ENSAOWG00000013120
apteryx_rowi ENSARWG00000006920
apteryx_haastii ENSAHAG00000014637
anolis_carolinensis ENSACAG00000000465
nothoprocta_perdicaria ENSNPEG00000001667
dromaius_novaehollandiae ENSDNVG00000016540
serinus_canaria ENSSCAG00000015087
zonotrichia_albicollis ENSZALG00000008467
manacus_vitellinus ENSMVIG00005009152
ficedula_albicollis ENSFALG00000001038
cyanistes_caeruleus ENSCCEG00000002788
calidris_pugnax ENSCPUG00000011013
crocodylus_porosus ENSCPRG00005018699
gopherus_agassizii ENSGAGG00000018378
pogona_vitticeps ENSPVIG00000017480
notechis_scutatus ENSNSUG00000010046
salvator_merianae ENSSMRG00000000007
phascolarctos_cinereus ENSPCIG00000006650
notamacropus_eugenii ENSMEUG00000003288
sarcophilus_harrisii ENSSHAG00000003702
monodelphis_domestica ENSMODG00000000173
prolemur_simus ENSPSMG00000008000
propithecus_coquereli ENSPCOG00000003095
otolemur_garnettii ENSOGAG00000013507
callithrix_jacchus ENSCJAG00000021093
cebus_capucinus_imitator ENSCCAG00000029596
saimiri_boliviensis_boliviensis ENSSBOG00000026037
pan_troglodytes ENSPTRG00000005924
homo_sapiens ENSG00000276644
gorilla_gorilla ENSGGOG00000004058
pongo_abelii ENSPPYG00000005409
nomascus_leucogenys ENSNLEG00000015987
piliocolobus_tephrosceles ENSPTEG00000016146
colobus_angolensis_palliatus ENSCANG00000035664
rhinopithecus_roxellana ENSRROG00000030652
macaca_mulatta ENSMMUG00000013234
macaca_nemestrina ENSMNEG00000038797
chlorocebus_sabaeus ENSCSAG00000017630
macaca_fascicularis ENSMFAG00000032114
cercocebus_atys ENSCATG00000030765
papio_anubis ENSPANG00000020947
theropithecus_gelada ENSTGEG00000006408
mandrillus_leucophaeus ENSMLEG00000031765
tupaia_belangeri ENSTBEG00000006636
ochotona_princeps ENSOPRG00000001712
aotus_nancymaae ENSANAG00000033149
rhinopithecus_bieti ENSRBIG00000039764
ictidomys_tridecemlineatus ENSSTOG00000027522
marmota_marmota_marmota ENSMMMG00000017121
sorex_araneus ENSSARG00000005371
erinaceus_europaeus ENSEEUG00000004535
canis_lupus_familiaris ENSCAFG00000004978
felis_catus ENSFCAG00000027420
microcebus_murinus ENSMICG00000031012
carlito_syrichta ENSTSYG00000007502
myotis_lucifugus ENSMLUG00000017376
spermophilus_dauricus ENSSDAG00000001474
castor_canadensis ENSCCNG00000004176
cricetulus_griseus_crigri_1.0 ENSCGRG00000001544
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015848
cricetulus_griseus_crigri-picr ENSCGRG00015002639
mesocricetus_auratus ENSMAUG00000000066
peromyscus_maniculatus_bairdii ENSPEMG00000019832
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020453
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000055639
mus_spicilegus ENSMSIG00000016810
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019557
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030574
rattus_norvegicus ENSRNOG00000008834
