tetraodon_nigroviridis ENSTNIG00000000083
monopterus_albus ENSMALG00000006978
astatotilapia_calliptera ENSACLG00000008178
maylandia_zebra ENSMZEG00005015967
pundamilia_nyererei ENSPNYG00000011310
haplochromis_burtoni ENSHBUG00000018514
neolamprologus_brichardi ENSNBRG00000014833
oreochromis_niloticus ENSONIG00000004407
amphilophus_citrinellus ENSACIG00000013676
amphiprion_ocellaris ENSAOCG00000022693
amphiprion_percula ENSAPEG00000024164
stegastes_partitus ENSSPAG00000003813
xiphophorus_maculatus ENSXMAG00000009847
xiphophorus_couchianus ENSXCOG00000020377
gambusia_affinis ENSGAFG00000016857
poecilia_latipinna ENSPLAG00000004682
poecilia_mexicana ENSPMEG00000015376
poecilia_reticulata ENSPREG00000017596
poecilia_formosa ENSPFOG00000018967
fundulus_heteroclitus ENSFHEG00000013402
seriola_lalandi_dorsalis ENSSLDG00000017821
seriola_dumerili ENSSDUG00000002368
scophthalmus_maximus ENSSMAG00000002115
labrus_bergylta ENSLBEG00000022561
gasterosteus_aculeatus ENSGACG00000003605
mola_mola ENSMMOG00000013796
anabas_testudineus ENSATEG00000004797
gadus_morhua ENSGMOG00000011340
esox_lucius ENSELUG00000020060
astyanax_mexicanus ENSAMXG00000004052
pygocentrus_nattereri ENSPNAG00000029270
ictalurus_punctatus ENSIPUG00000007422
paramormyrops_kingsleyae ENSPKIG00000010964
scleropages_formosus ENSSFOG00015020712
lepisosteus_oculatus ENSLOCG00000013317
loxodonta_africana ENSLAFG00000032415
procavia_capensis ENSPCAG00000003678
echinops_telfairi ENSETEG00000013962
choloepus_hoffmanni ENSCHOG00000013897
choloepus_hoffmanni ENSCHOG00000002622
dasypus_novemcinctus ENSDNOG00000003677
equus_asinus_asinus ENSEASG00005000319
equus_caballus ENSECAG00000007740
erinaceus_europaeus ENSEEUG00000003145
capra_hircus ENSCHIG00000023703
ovis_aries ENSOARG00000014637
bos_mutus ENSBMUG00000013128
bos_taurus ENSBTAG00000001439
bison_bison_bison ENSBBBG00000008946
