esox_lucius ENSELUG00000004056
seriola_dumerili ENSSDUG00000006209
lepisosteus_oculatus ENSLOCG00000001030
bos_taurus ENSBTAG00000000933
bos_mutus ENSBMUG00000001715
capra_hircus ENSCHIG00000020101
ovis_aries ENSOARG00000001665
vicugna_pacos ENSVPAG00000010090
ursus_maritimus ENSUMAG00000023193
ursus_americanus ENSUAMG00000001685
ailuropoda_melanoleuca ENSAMEG00000013189
neovison_vison ENSNVIG00000012873
canis_lupus_familiaris ENSCAFG00000019559
vulpes_vulpes ENSVVUG00000026063
felis_catus ENSFCAG00000018649
panthera_tigris_altaica ENSPTIG00000012988
chinchilla_lanigera ENSCLAG00000007439
octodon_degus ENSODEG00000015269
cavia_porcellus ENSCPOG00000022241
cavia_aperea ENSCAPG00000008803
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004241
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012985
fukomys_damarensis ENSFDAG00000008209
dipodomys_ordii ENSDORG00000007877
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013894
cricetulus_griseus_crigri_1.0 ENSCGRG00000007628
microtus_ochrogaster ENSMOCG00000016398
pan_paniscus ENSPPAG00000034695
pan_troglodytes ENSPTRG00000021573
homo_sapiens ENSG00000213213
gorilla_gorilla ENSGGOG00000014712
nomascus_leucogenys ENSNLEG00000008417
rhinopithecus_bieti ENSRBIG00000037153
rhinopithecus_roxellana ENSRROG00000016750
piliocolobus_tephrosceles ENSPTEG00000025271
macaca_fascicularis ENSMFAG00000007280
macaca_mulatta ENSMMUG00000005040
macaca_nemestrina ENSMNEG00000036029
papio_anubis ENSPANG00000026166
theropithecus_gelada ENSTGEG00000006011
cercocebus_atys ENSCATG00000018773
mandrillus_leucophaeus ENSMLEG00000043113
callithrix_jacchus ENSCJAG00000011036
cebus_capucinus_imitator ENSCCAG00000018823
notamacropus_eugenii ENSMEUG00000004748
monodelphis_domestica ENSMODG00000017353
sarcophilus_harrisii ENSSHAG00000004635
ornithorhynchus_anatinus ENSOANG00000028232
