anas_platyrhynchos_platyrhynchos ENSAPLG00000007230
anser_brachyrhynchus ENSABRG00000019262
gallus_gallus ENSGALG00000008865
meleagris_gallopavo ENSMGAG00000001855
coturnix_japonica ENSCJPG00005015978
numida_meleagris ENSNMEG00000001239
calidris_pugnax ENSCPUG00000019055
calidris_pygmaea ENSCPGG00000017065
melopsittacus_undulatus ENSMUNG00000001899
lepidothrix_coronata ENSLCOG00000014761
manacus_vitellinus ENSMVIG00005009174
zonotrichia_albicollis ENSZALG00000010603
lonchura_striata_domestica ENSLSDG00000014921
taeniopygia_guttata ENSTGUG00000002610
taeniopygia_guttata ENSTGUG00000015015
serinus_canaria ENSSCAG00000010293
junco_hyemalis ENSJHYG00000016586
ficedula_albicollis ENSFALG00000005401
parus_major ENSPMJG00000014507
cyanistes_caeruleus ENSCCEG00000002914
apteryx_haastii ENSAHAG00000015496
apteryx_owenii ENSAOWG00000009171
apteryx_rowi ENSARWG00000018698
dromaius_novaehollandiae ENSDNVG00000019175
nothoprocta_perdicaria ENSNPEG00000005137
crocodylus_porosus ENSCPRG00005011812
chrysemys_picta_bellii ENSCPBG00000019233
chelonoidis_abingdonii ENSCABG00000015726
pelodiscus_sinensis ENSPSIG00000010903
sphenodon_punctatus ENSSPUG00000015799
pogona_vitticeps ENSPVIG00000011890
anolis_carolinensis ENSACAG00000001838
notechis_scutatus ENSNSUG00000000263
salvator_merianae ENSSMRG00000000843
phascolarctos_cinereus ENSPCIG00000002313
notamacropus_eugenii ENSMEUG00000007975
sarcophilus_harrisii ENSSHAG00000017552
monodelphis_domestica ENSMODG00000004392
bos_taurus ENSBTAG00000000251
bos_mutus ENSBMUG00000023410
bison_bison_bison ENSBBBG00000010206
capra_hircus ENSCHIG00000020247
ovis_aries ENSOARG00000006271
sus_scrofa ENSSSCG00000032787
ursus_americanus ENSUAMG00000018218
ursus_maritimus ENSUMAG00000019392
ailuropoda_melanoleuca ENSAMEG00000013004
mustela_putorius_furo ENSMPUG00000007914
neovison_vison ENSNVIG00000009385
canis_lupus_familiaris ENSCAFG00000003246
canis_lupus_dingo ENSCAFG00020022779
vulpes_vulpes ENSVVUG00000003268
panthera_pardus ENSPPRG00000021845
panthera_tigris_altaica ENSPTIG00000015025
felis_catus ENSFCAG00000009244
castor_canadensis ENSCCNG00000021889
dipodomys_ordii ENSDORG00000003069
chinchilla_lanigera ENSCLAG00000011394
octodon_degus ENSODEG00000017972
cavia_aperea ENSCAPG00000010817
cavia_porcellus ENSCPOG00000007424
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013865
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006762
fukomys_damarensis ENSFDAG00000012461
peromyscus_maniculatus_bairdii ENSPEMG00000004310
microtus_ochrogaster ENSMOCG00000006654
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003047
cricetulus_griseus_crigri_1.0 ENSCGRG00000015216
cricetulus_griseus_crigri-picr ENSCGRG00015014582
mesocricetus_auratus ENSMAUG00000000641
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027047
mus_spicilegus ENSMSIG00000013186
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028393
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026083
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028418
rattus_norvegicus ENSRNOG00000015206
meriones_unguiculatus ENSMUGG00000012352
nannospalax_galili ENSNGAG00000020053
jaculus_jaculus ENSJJAG00000015422
urocitellus_parryii ENSUPAG00010015562
spermophilus_dauricus ENSSDAG00000009557
ictidomys_tridecemlineatus ENSSTOG00000000583
marmota_marmota_marmota ENSMMMG00000001247
oryctolagus_cuniculus ENSOCUG00000005846
theropithecus_gelada ENSTGEG00000028238
mandrillus_leucophaeus ENSMLEG00000039282
macaca_mulatta ENSMMUG00000031965
macaca_fascicularis ENSMFAG00000039612
macaca_nemestrina ENSMNEG00000036967
cercocebus_atys ENSCATG00000034504
papio_anubis ENSPANG00000025779
chlorocebus_sabaeus ENSCSAG00000012477
rhinopithecus_bieti ENSRBIG00000028695
rhinopithecus_roxellana ENSRROG00000035388
piliocolobus_tephrosceles ENSPTEG00000034329
pan_paniscus ENSPPAG00000041585
pan_troglodytes ENSPTRG00000021279
homo_sapiens ENSG00000148218
gorilla_gorilla ENSGGOG00000006979
pongo_abelii ENSPPYG00000019521
nomascus_leucogenys ENSNLEG00000016697
saimiri_boliviensis_boliviensis ENSSBOG00000032126
callithrix_jacchus ENSCJAG00000017894
cebus_capucinus_imitator ENSCCAG00000029239
aotus_nancymaae ENSANAG00000035043
carlito_syrichta ENSTSYG00000006183
propithecus_coquereli ENSPCOG00000013621
microcebus_murinus ENSMICG00000015095
prolemur_simus ENSPSMG00000017992
otolemur_garnettii ENSOGAG00000014864
equus_caballus ENSECAG00000015427
equus_asinus_asinus ENSEASG00005022670
dasypus_novemcinctus ENSDNOG00000002098
loxodonta_africana ENSLAFG00000007669
pteropus_vampyrus ENSPVAG00000004716
myotis_lucifugus ENSMLUG00000015338
tursiops_truncatus ENSTTRG00000001162
erinaceus_europaeus ENSEEUG00000010998
tupaia_belangeri ENSTBEG00000004335
ochotona_princeps ENSOPRG00000005390
procavia_capensis ENSPCAG00000010942
echinops_telfairi ENSETEG00000020206
ornithorhynchus_anatinus ENSOANG00000009713
xenopus_tropicalis ENSXETG00000023474
latimeria_chalumnae ENSLACG00000016716
poecilia_formosa ENSPFOG00000017708
poecilia_latipinna ENSPLAG00000013852
poecilia_mexicana ENSPMEG00000019164
xiphophorus_couchianus ENSXCOG00000005461
xiphophorus_maculatus ENSXMAG00000008655
gambusia_affinis ENSGAFG00000020387
cyprinodon_variegatus ENSCVAG00000010145
fundulus_heteroclitus ENSFHEG00000016807
kryptolebias_marmoratus ENSKMAG00000008830
oryzias_latipes_asm223467v1 ENSORLG00000013741
oryzias_latipes_asm223471v1 ENSORLG00020005483
oryzias_latipes_asm223469v1 ENSORLG00015019422
oryzias_melastigma ENSOMEG00000016563
amphiprion_percula ENSAPEG00000017944
amphiprion_ocellaris ENSAOCG00000003016
acanthochromis_polyacanthus ENSAPOG00000017987
stegastes_partitus ENSSPAG00000022035
maylandia_zebra ENSMZEG00005014875
astatotilapia_calliptera ENSACLG00000027476
pundamilia_nyererei ENSPNYG00000017460
haplochromis_burtoni ENSHBUG00000000318
neolamprologus_brichardi ENSNBRG00000022639
oreochromis_niloticus ENSONIG00000012868
amphilophus_citrinellus ENSACIG00000020342
gasterosteus_aculeatus ENSGACG00000018021
labrus_bergylta ENSLBEG00000018658
takifugu_rubripes ENSTRUG00000010590
tetraodon_nigroviridis ENSTNIG00000005207
mola_mola ENSMMOG00000011951
seriola_lalandi_dorsalis ENSSLDG00000014806
seriola_dumerili ENSSDUG00000003288
scophthalmus_maximus ENSSMAG00000014251
monopterus_albus ENSMALG00000019860
mastacembelus_armatus ENSMAMG00000001908
anabas_testudineus ENSATEG00000004070
