ailuropoda_melanoleuca ENSAMEG00000016990
pteropus_vampyrus ENSPVAG00000000219
bos_mutus ENSBMUG00000014592
bos_taurus ENSBTAG00000015315
bison_bison_bison ENSBBBG00000006725
ovis_aries ENSOARG00000005773
panthera_tigris_altaica ENSPTIG00000008961
dasypus_novemcinctus ENSDNOG00000035552
myotis_lucifugus ENSMLUG00000028530
castor_canadensis ENSCCNG00000019783
dasypus_novemcinctus ENSDNOG00000033430
sus_scrofa ENSSSCG00000039002
dasypus_novemcinctus ENSDNOG00000034905
ornithorhynchus_anatinus ENSOANG00000011637
sarcophilus_harrisii ENSSHAG00000002916
saimiri_boliviensis_boliviensis ENSSBOG00000028781
cebus_capucinus_imitator ENSCCAG00000030651
pan_paniscus ENSPPAG00000037898
pan_troglodytes ENSPTRG00000022371
nomascus_leucogenys ENSNLEG00000031584
rhinopithecus_roxellana ENSRROG00000042407
carlito_syrichta ENSTSYG00000028755
mandrillus_leucophaeus ENSMLEG00000033277
mandrillus_leucophaeus ENSMLEG00000042543
pan_paniscus ENSPPAG00000035137
pan_troglodytes ENSPTRG00000052656
nomascus_leucogenys ENSNLEG00000029090
colobus_angolensis_palliatus ENSCANG00000038222
cebus_capucinus_imitator ENSCCAG00000020632
otolemur_garnettii ENSOGAG00000029272
oryctolagus_cuniculus ENSOCUG00000024959
meriones_unguiculatus ENSMUGG00000011329
panthera_pardus ENSPPRG00000022253
felis_catus ENSFCAG00000038263
bison_bison_bison ENSBBBG00000017593
capra_hircus ENSCHIG00000019114
echinops_telfairi ENSETEG00000009246
monodelphis_domestica ENSMODG00000005735
phascolarctos_cinereus ENSPCIG00000024918
ornithorhynchus_anatinus ENSOANG00000000353
marmota_marmota_marmota ENSMMMG00000017594
marmota_marmota_marmota ENSMMMG00000006864
octodon_degus ENSODEG00000001242
cebus_capucinus_imitator ENSCCAG00000022442
cebus_capucinus_imitator ENSCCAG00000021993
sus_scrofa ENSSSCG00000035908
sus_scrofa ENSSSCG00000033490
tursiops_truncatus ENSTTRG00000000205
ovis_aries ENSOARG00000008762
ovis_aries ENSOARG00000020499
ovis_aries ENSOARG00000002938
capra_hircus ENSCHIG00000010548
bos_taurus ENSBTAG00000005150
bos_taurus ENSBTAG00000031711
bos_mutus ENSBMUG00000002906
vicugna_pacos ENSVPAG00000000096
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000206
fukomys_damarensis ENSFDAG00000005991
dipodomys_ordii ENSDORG00000010826
ictidomys_tridecemlineatus ENSSTOG00000012404
urocitellus_parryii ENSUPAG00010010013
spermophilus_dauricus ENSSDAG00000014018
carlito_syrichta ENSTSYG00000014321
carlito_syrichta ENSTSYG00000034603
propithecus_coquereli ENSPCOG00000026949
nomascus_leucogenys ENSNLEG00000035349
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019931
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020226
octodon_degus ENSODEG00000020339
microtus_ochrogaster ENSMOCG00000021649
callithrix_jacchus ENSCJAG00000014214
oryctolagus_cuniculus ENSOCUG00000005986
prolemur_simus ENSPSMG00000013417
prolemur_simus ENSPSMG00000003794
otolemur_garnettii ENSOGAG00000007401
otolemur_garnettii ENSOGAG00000031959
otolemur_garnettii ENSOGAG00000006589
otolemur_garnettii ENSOGAG00000001773
castor_canadensis ENSCCNG00000027844
castor_canadensis ENSCCNG00000009368
cebus_capucinus_imitator ENSCCAG00000031300
saimiri_boliviensis_boliviensis ENSSBOG00000030538
aotus_nancymaae ENSANAG00000019334
rhinopithecus_roxellana ENSRROG00000026874
rhinopithecus_bieti ENSRBIG00000018242
aotus_nancymaae ENSANAG00000031054
cebus_capucinus_imitator ENSCCAG00000020493
papio_anubis ENSPANG00000023341
macaca_mulatta ENSMMUG00000018606
theropithecus_gelada ENSTGEG00000008401
piliocolobus_tephrosceles ENSPTEG00000034000
piliocolobus_tephrosceles ENSPTEG00000000580
callithrix_jacchus ENSCJAG00000005187
saimiri_boliviensis_boliviensis ENSSBOG00000020743
aotus_nancymaae ENSANAG00000036390
homo_sapiens ENSG00000029993
gorilla_gorilla ENSGGOG00000027164
rhinopithecus_roxellana ENSRROG00000014511
rhinopithecus_roxellana ENSRROG00000033438
rhinopithecus_bieti ENSRBIG00000031171
piliocolobus_tephrosceles ENSPTEG00000010435
macaca_fascicularis ENSMFAG00000001891
theropithecus_gelada ENSTGEG00000007873
macaca_mulatta ENSMMUG00000004633
theropithecus_gelada ENSTGEG00000023581
macaca_nemestrina ENSMNEG00000040804
pan_paniscus ENSPPAG00000025298
pongo_abelii ENSPPYG00000020818
cercocebus_atys ENSCATG00000030979
papio_anubis ENSPANG00000003865
rhinopithecus_bieti ENSRBIG00000015668
rhinopithecus_bieti ENSRBIG00000034183
rhinopithecus_bieti ENSRBIG00000030435
gorilla_gorilla ENSGGOG00000037940
nomascus_leucogenys ENSNLEG00000028835
cercocebus_atys ENSCATG00000045113
macaca_nemestrina ENSMNEG00000031465
piliocolobus_tephrosceles ENSPTEG00000009492
aotus_nancymaae ENSANAG00000023748
macaca_fascicularis ENSMFAG00000030754
macaca_mulatta ENSMMUG00000002541
macaca_nemestrina ENSMNEG00000017961
papio_anubis ENSPANG00000032737
colobus_angolensis_palliatus ENSCANG00000038168
macaca_nemestrina ENSMNEG00000033462
macaca_fascicularis ENSMFAG00000041757
cercocebus_atys ENSCATG00000030870
papio_anubis ENSPANG00000025478
colobus_angolensis_palliatus ENSCANG00000027934
pan_troglodytes ENSPTRG00000051338
pan_paniscus ENSPPAG00000030033
gorilla_gorilla ENSGGOG00000026945
rhinopithecus_bieti ENSRBIG00000042351
rhinopithecus_roxellana ENSRROG00000036431
colobus_angolensis_palliatus ENSCANG00000002602
nomascus_leucogenys ENSNLEG00000031985
aotus_nancymaae ENSANAG00000037652
cebus_capucinus_imitator ENSCCAG00000029260
macaca_nemestrina ENSMNEG00000030615
macaca_nemestrina ENSMNEG00000032093
cebus_capucinus_imitator ENSCCAG00000002026
piliocolobus_tephrosceles ENSPTEG00000037271
colobus_angolensis_palliatus ENSCANG00000030274
rhinopithecus_roxellana ENSRROG00000028652
cebus_capucinus_imitator ENSCCAG00000027785
carlito_syrichta ENSTSYG00000031005
chlorocebus_sabaeus ENSCSAG00000013078
mandrillus_leucophaeus ENSMLEG00000034061
macaca_mulatta ENSMMUG00000012369
macaca_fascicularis ENSMFAG00000029912
mandrillus_leucophaeus ENSMLEG00000038783
chlorocebus_sabaeus ENSCSAG00000019553
colobus_angolensis_palliatus ENSCANG00000038279
aotus_nancymaae ENSANAG00000021045
cebus_capucinus_imitator ENSCCAG00000016024
macaca_mulatta ENSMMUG00000010106
chlorocebus_sabaeus ENSCSAG00000010707
piliocolobus_tephrosceles ENSPTEG00000022313
aotus_nancymaae ENSANAG00000021502
pan_troglodytes ENSPTRG00000051856
gorilla_gorilla ENSGGOG00000025769
macaca_fascicularis ENSMFAG00000003321
macaca_mulatta ENSMMUG00000007761
mandrillus_leucophaeus ENSMLEG00000034872
papio_anubis ENSPANG00000034115
rhinopithecus_roxellana ENSRROG00000043076
aotus_nancymaae ENSANAG00000028841
macaca_nemestrina ENSMNEG00000045177
cercocebus_atys ENSCATG00000012253
rhinopithecus_roxellana ENSRROG00000034808
pan_troglodytes ENSPTRG00000049392
pan_troglodytes ENSPTRG00000047411
pan_paniscus ENSPPAG00000033310
gorilla_gorilla ENSGGOG00000027139
chlorocebus_sabaeus ENSCSAG00000001500
jaculus_jaculus ENSJJAG00000017297
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021189
fukomys_damarensis ENSFDAG00000003533
chinchilla_lanigera ENSCLAG00000000571
jaculus_jaculus ENSJJAG00000022704
jaculus_jaculus ENSJJAG00000013028
marmota_marmota_marmota ENSMMMG00000011985
marmota_marmota_marmota ENSMMMG00000010648
spermophilus_dauricus ENSSDAG00000020494
spermophilus_dauricus ENSSDAG00000011713
spermophilus_dauricus ENSSDAG00000009398
marmota_marmota_marmota ENSMMMG00000000769
urocitellus_parryii ENSUPAG00010020309
ictidomys_tridecemlineatus ENSSTOG00000023908
chinchilla_lanigera ENSCLAG00000000887
cavia_porcellus ENSCPOG00000000601
microcebus_murinus ENSMICG00000045791
propithecus_coquereli ENSPCOG00000023929
microcebus_murinus ENSMICG00000031092
propithecus_coquereli ENSPCOG00000019467
microcebus_murinus ENSMICG00000027765
tupaia_belangeri ENSTBEG00000003068
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015455
cricetulus_griseus_crigri-picr ENSCGRG00015001621
cricetulus_griseus_crigri_1.0 ENSCGRG00000005712
mesocricetus_auratus ENSMAUG00000003762
microtus_ochrogaster ENSMOCG00000006697
nannospalax_galili ENSNGAG00000013814
octodon_degus ENSODEG00000018831
marmota_marmota_marmota ENSMMMG00000008765
octodon_degus ENSODEG00000019363
octodon_degus ENSODEG00000018911
cavia_aperea ENSCAPG00000010175
mus_spicilegus ENSMSIG00000028481
mus_spicilegus ENSMSIG00000000181
mus_spicilegus ENSMSIG00000022143
mus_spicilegus ENSMSIG00000008737
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000015217
rattus_norvegicus ENSRNOG00000050910
rattus_norvegicus ENSRNOG00000011096
jaculus_jaculus ENSJJAG00000021123
jaculus_jaculus ENSJJAG00000013966
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024235
microcebus_murinus ENSMICG00000033444
octodon_degus ENSODEG00000002739
oryctolagus_cuniculus ENSOCUG00000016030
saimiri_boliviensis_boliviensis ENSSBOG00000035116
macaca_mulatta ENSMMUG00000045342
felis_catus ENSFCAG00000033310
felis_catus ENSFCAG00000038749
canis_lupus_dingo ENSCAFG00020003174
bos_mutus ENSBMUG00000002331
carlito_syrichta ENSTSYG00000026686
chlorocebus_sabaeus ENSCSAG00000017502
bos_mutus ENSBMUG00000018844
bos_taurus ENSBTAG00000005098
capra_hircus ENSCHIG00000019840
castor_canadensis ENSCCNG00000005549
otolemur_garnettii ENSOGAG00000033658
cricetulus_griseus_crigri-picr ENSCGRG00015011867
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006641
cricetulus_griseus_crigri_1.0 ENSCGRG00000010826
peromyscus_maniculatus_bairdii ENSPEMG00000004477
echinops_telfairi ENSETEG00000015689
choloepus_hoffmanni ENSCHOG00000005005
ursus_maritimus ENSUMAG00000009751
canis_lupus_familiaris ENSCAFG00000028715
panthera_pardus ENSPPRG00000018198
felis_catus ENSFCAG00000039909
myotis_lucifugus ENSMLUG00000010926
equus_asinus_asinus ENSEASG00005016072
canis_lupus_dingo ENSCAFG00020023322
vulpes_vulpes ENSVVUG00000029039
ursus_americanus ENSUAMG00000002677
equus_caballus ENSECAG00000020596
dasypus_novemcinctus ENSDNOG00000049232
loxodonta_africana ENSLAFG00000025877
procavia_capensis ENSPCAG00000001945
mustela_putorius_furo ENSMPUG00000018359
mustela_putorius_furo ENSMPUG00000011606
neovison_vison ENSNVIG00000023096
mustela_putorius_furo ENSMPUG00000020113
neovison_vison ENSNVIG00000003666
pogona_vitticeps ENSPVIG00000021711
anolis_carolinensis ENSACAG00000013274
notechis_scutatus ENSNSUG00000010104
salvator_merianae ENSSMRG00000018665
sphenodon_punctatus ENSSPUG00000013819
anas_platyrhynchos_platyrhynchos ENSAPLG00000015880
anser_brachyrhynchus ENSABRG00000002448
coturnix_japonica ENSCJPG00005000075
gallus_gallus ENSGALG00000009071
meleagris_gallopavo ENSMGAG00000008055
numida_meleagris ENSNMEG00000002354
taeniopygia_guttata ENSTGUG00000004568
lonchura_striata_domestica ENSLSDG00000001423
serinus_canaria ENSSCAG00000016615
zonotrichia_albicollis ENSZALG00000001050
junco_hyemalis ENSJHYG00000012670
ficedula_albicollis ENSFALG00000012138
parus_major ENSPMJG00000011422
cyanistes_caeruleus ENSCCEG00000020017
lepidothrix_coronata ENSLCOG00000015448
manacus_vitellinus ENSMVIG00005005158
calidris_pugnax ENSCPUG00000001360
calidris_pygmaea ENSCPGG00000011064
melopsittacus_undulatus ENSMUNG00000015916
apteryx_haastii ENSAHAG00000012383
apteryx_rowi ENSARWG00000013424
apteryx_owenii ENSAOWG00000019097
dromaius_novaehollandiae ENSDNVG00000009643
nothoprocta_perdicaria ENSNPEG00000004477
crocodylus_porosus ENSCPRG00005006203
gopherus_agassizii ENSGAGG00000018592
chelonoidis_abingdonii ENSCABG00000014406
chrysemys_picta_bellii ENSCPBG00000020797
pelodiscus_sinensis ENSPSIG00000015958
xenopus_tropicalis ENSXETG00000007740
latimeria_chalumnae ENSLACG00000015121
pygocentrus_nattereri ENSPNAG00000018667
astyanax_mexicanus ENSAMXG00000011713
danio_rerio ENSDARG00000056725
esox_lucius ENSELUG00000010783
gadus_morhua ENSGMOG00000010503
scleropages_formosus ENSSFOG00015010523
paramormyrops_kingsleyae ENSPKIG00000000238
paramormyrops_kingsleyae ENSPKIG00000016060
scleropages_formosus ENSSFOG00015020174
ictalurus_punctatus ENSIPUG00000019277
pygocentrus_nattereri ENSPNAG00000014082
danio_rerio ENSDARG00000006408
esox_lucius ENSELUG00000004658
lepisosteus_oculatus ENSLOCG00000014505
erinaceus_europaeus ENSEEUG00000000665
erinaceus_europaeus ENSEEUG00000001159
erinaceus_europaeus ENSEEUG00000015230
erinaceus_europaeus ENSEEUG00000003461
erinaceus_europaeus ENSEEUG00000010053
neolamprologus_brichardi ENSNBRG00000019578
maylandia_zebra ENSMZEG00005027284
oreochromis_niloticus ENSONIG00000019935
amphilophus_citrinellus ENSACIG00000003568
amphiprion_percula ENSAPEG00000021278
stegastes_partitus ENSSPAG00000002332
astatotilapia_calliptera ENSACLG00000003664
astatotilapia_calliptera ENSACLG00000026098
pundamilia_nyererei ENSPNYG00000023701
amphiprion_ocellaris ENSAOCG00000003666
mola_mola ENSMMOG00000000626
gasterosteus_aculeatus ENSGACG00000001173
gambusia_affinis ENSGAFG00000008161
fundulus_heteroclitus ENSFHEG00000003395
acanthochromis_polyacanthus ENSAPOG00000023342
labrus_bergylta ENSLBEG00000017482
mastacembelus_armatus ENSMAMG00000011466
monopterus_albus ENSMALG00000001670
anabas_testudineus ENSATEG00000018902
scophthalmus_maximus ENSSMAG00000003255
cynoglossus_semilaevis ENSCSEG00000005818
seriola_lalandi_dorsalis ENSSLDG00000019794
seriola_dumerili ENSSDUG00000008752
cyprinodon_variegatus ENSCVAG00000022042
gambusia_affinis ENSGAFG00000011149
maylandia_zebra ENSMZEG00005028567
pundamilia_nyererei ENSPNYG00000023698
acanthochromis_polyacanthus ENSAPOG00000019044
labrus_bergylta ENSLBEG00000010181
mastacembelus_armatus ENSMAMG00000011390
poecilia_latipinna ENSPLAG00000014675
poecilia_formosa ENSPFOG00000004794
poecilia_mexicana ENSPMEG00000004423
xiphophorus_couchianus ENSXCOG00000013144
xiphophorus_maculatus ENSXMAG00000011106
