chelonoidis_abingdonii ENSCABG00000015784
gopherus_agassizii ENSGAGG00000003391
chrysemys_picta_bellii ENSCPBG00000012167
pelodiscus_sinensis ENSPSIG00000006856
crocodylus_porosus ENSCPRG00005003377
sphenodon_punctatus ENSSPUG00000002853
salvator_merianae ENSSMRG00000006144
ficedula_albicollis ENSFALG00000007907
cyanistes_caeruleus ENSCCEG00000001252
anser_brachyrhynchus ENSABRG00000022116
anas_platyrhynchos_platyrhynchos ENSAPLG00000026360
gallus_gallus ENSGALG00000048295
nothoprocta_perdicaria ENSNPEG00000010640
anolis_carolinensis ENSACAG00000029647
phascolarctos_cinereus ENSPCIG00000022974
sarcophilus_harrisii ENSSHAG00000011163
monodelphis_domestica ENSMODG00000013210
notamacropus_eugenii ENSMEUG00000015055
ursus_americanus ENSUAMG00000022917
ailuropoda_melanoleuca ENSAMEG00000016415
mustela_putorius_furo ENSMPUG00000003378
neovison_vison ENSNVIG00000017145
canis_lupus_dingo ENSCAFG00020003712
canis_lupus_familiaris ENSCAFG00000009430
vulpes_vulpes ENSVVUG00000019600
panthera_pardus ENSPPRG00000010817
panthera_tigris_altaica ENSPTIG00000020173
felis_catus ENSFCAG00000013031
tursiops_truncatus ENSTTRG00000001179
sus_scrofa ENSSSCG00000002830
capra_hircus ENSCHIG00000020999
ovis_aries ENSOARG00000018027
bos_taurus ENSBTAG00000016407
bos_mutus ENSBMUG00000010165
bison_bison_bison ENSBBBG00000009311
vicugna_pacos ENSVPAG00000011576
sorex_araneus ENSSARG00000009535
erinaceus_europaeus ENSEEUG00000006088
myotis_lucifugus ENSMLUG00000004452
myotis_lucifugus ENSMLUG00000029912
pteropus_vampyrus ENSPVAG00000001061
equus_asinus_asinus ENSEASG00005018300
equus_caballus ENSECAG00000023569
castor_canadensis ENSCCNG00000004367
dipodomys_ordii ENSDORG00000012265
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032491
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031738
mus_spicilegus ENSMSIG00000022060
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031372
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022971
rattus_norvegicus ENSRNOG00000011037
meriones_unguiculatus ENSMUGG00000008704
cricetulus_griseus_crigri_1.0 ENSCGRG00000008355
cricetulus_griseus_crigri-picr ENSCGRG00015027675
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005135
mesocricetus_auratus ENSMAUG00000009996
microtus_ochrogaster ENSMOCG00000000419
peromyscus_maniculatus_bairdii ENSPEMG00000022413
nannospalax_galili ENSNGAG00000016030
jaculus_jaculus ENSJJAG00000003082
chinchilla_lanigera ENSCLAG00000008231
octodon_degus ENSODEG00000004498
cavia_porcellus ENSCPOG00000013677
cavia_aperea ENSCAPG00000004335
