scophthalmus_maximus ENSSMAG00000009544
cynoglossus_semilaevis ENSCSEG00000010595
seriola_dumerili ENSSDUG00000007754
seriola_lalandi_dorsalis ENSSLDG00000020284
mastacembelus_armatus ENSMAMG00000001113
anabas_testudineus ENSATEG00000000154
amphiprion_percula ENSAPEG00000002627
amphiprion_ocellaris ENSAOCG00000024694
acanthochromis_polyacanthus ENSAPOG00000016534
stegastes_partitus ENSSPAG00000003852
pundamilia_nyererei ENSPNYG00000020744
haplochromis_burtoni ENSHBUG00000014631
astatotilapia_calliptera ENSACLG00000012789
maylandia_zebra ENSMZEG00005009890
neolamprologus_brichardi ENSNBRG00000006228
oreochromis_niloticus ENSONIG00000018612
amphilophus_citrinellus ENSACIG00000019688
fundulus_heteroclitus ENSFHEG00000015142
cyprinodon_variegatus ENSCVAG00000013440
xiphophorus_couchianus ENSXCOG00000002116
xiphophorus_maculatus ENSXMAG00000017862
gambusia_affinis ENSGAFG00000011369
poecilia_mexicana ENSPMEG00000009622
poecilia_formosa ENSPFOG00000009655
poecilia_latipinna ENSPLAG00000012116
poecilia_reticulata ENSPREG00000004640
kryptolebias_marmoratus ENSKMAG00000005501
oryzias_latipes_asm223471v1 ENSORLG00020010298
oryzias_latipes_asm223467v1 ENSORLG00000010514
oryzias_latipes_asm223469v1 ENSORLG00015005179
oryzias_melastigma ENSOMEG00000009792
labrus_bergylta ENSLBEG00000010650
gasterosteus_aculeatus ENSGACG00000016177
takifugu_rubripes ENSTRUG00000012589
takifugu_rubripes ENSTRUG00000025246
tetraodon_nigroviridis ENSTNIG00000006950
mola_mola ENSMMOG00000006115
hippocampus_comes ENSHCOG00000004922
periophthalmus_magnuspinnatus ENSPMGG00000009053
gadus_morhua ENSGMOG00000011875
esox_lucius ENSELUG00000003545
pygocentrus_nattereri ENSPNAG00000018133
astyanax_mexicanus ENSAMXG00000018981
ictalurus_punctatus ENSIPUG00000010995
danio_rerio ENSDARG00000037061
