monodelphis_domestica ENSMODG00000011425
sarcophilus_harrisii ENSSHAG00000003809
phascolarctos_cinereus ENSPCIG00000032163
ornithorhynchus_anatinus ENSOANG00000015583
loxodonta_africana ENSLAFG00000008582
procavia_capensis ENSPCAG00000007455
echinops_telfairi ENSETEG00000012795
dasypus_novemcinctus ENSDNOG00000043238
dipodomys_ordii ENSDORG00000004132
cavia_porcellus ENSCPOG00000019868
cavia_aperea ENSCAPG00000015633
chinchilla_lanigera ENSCLAG00000004699
fukomys_damarensis ENSFDAG00000001761
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016716
urocitellus_parryii ENSUPAG00010002765
ictidomys_tridecemlineatus ENSSTOG00000023870
marmota_marmota_marmota ENSMMMG00000012367
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000731
mus_spicilegus ENSMSIG00000025315
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016314
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015501
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030914
rattus_norvegicus ENSRNOG00000001213
meriones_unguiculatus ENSMUGG00000017233
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021441
cricetulus_griseus_crigri-picr ENSCGRG00015020333
cricetulus_griseus_crigri_1.0 ENSCGRG00000004442
mesocricetus_auratus ENSMAUG00000021943
microtus_ochrogaster ENSMOCG00000008071
peromyscus_maniculatus_bairdii ENSPEMG00000022217
nannospalax_galili ENSNGAG00000006411
jaculus_jaculus ENSJJAG00000017059
castor_canadensis ENSCCNG00000020446
ochotona_princeps ENSOPRG00000000050
gorilla_gorilla ENSGGOG00000005672
homo_sapiens ENSG00000160224
pan_paniscus ENSPPAG00000018145
pan_troglodytes ENSPTRG00000013974
pongo_abelii ENSPPYG00000011482
nomascus_leucogenys ENSNLEG00000027646
piliocolobus_tephrosceles ENSPTEG00000011517
colobus_angolensis_palliatus ENSCANG00000028640
rhinopithecus_roxellana ENSRROG00000034267
rhinopithecus_bieti ENSRBIG00000034675
macaca_mulatta ENSMMUG00000004168
macaca_fascicularis ENSMFAG00000001488
macaca_nemestrina ENSMNEG00000011508
chlorocebus_sabaeus ENSCSAG00000007836
mandrillus_leucophaeus ENSMLEG00000026732
papio_anubis ENSPANG00000020902
theropithecus_gelada ENSTGEG00000019485
cercocebus_atys ENSCATG00000034405
cebus_capucinus_imitator ENSCCAG00000033062
saimiri_boliviensis_boliviensis ENSSBOG00000027491
callithrix_jacchus ENSCJAG00000013748
aotus_nancymaae ENSANAG00000031045
carlito_syrichta ENSTSYG00000004387
propithecus_coquereli ENSPCOG00000025712
prolemur_simus ENSPSMG00000001491
microcebus_murinus ENSMICG00000034908
otolemur_garnettii ENSOGAG00000010769
tupaia_belangeri ENSTBEG00000016828
pteropus_vampyrus ENSPVAG00000011010
myotis_lucifugus ENSMLUG00000010968
ursus_americanus ENSUAMG00000004660
ailuropoda_melanoleuca ENSAMEG00000010859
mustela_putorius_furo ENSMPUG00000010031
neovison_vison ENSNVIG00000007211
canis_lupus_familiaris ENSCAFG00000010724
canis_lupus_dingo ENSCAFG00020019230
vulpes_vulpes ENSVVUG00000024053
panthera_pardus ENSPPRG00000011376
felis_catus ENSFCAG00000007933
equus_asinus_asinus ENSEASG00005001620
equus_caballus ENSECAG00000012924
bos_mutus ENSBMUG00000013435
bison_bison_bison ENSBBBG00000000900
bos_taurus ENSBTAG00000023393
capra_hircus ENSCHIG00000017506
ovis_aries ENSOARG00000011819
tursiops_truncatus ENSTTRG00000010417
sus_scrofa ENSSSCG00000025294
gopherus_agassizii ENSGAGG00000015533
chelonoidis_abingdonii ENSCABG00000015332
chrysemys_picta_bellii ENSCPBG00000004953
