mus_spicilegus ENSMSIG00000015135
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074502
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032925
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031805
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014681
meriones_unguiculatus ENSMUGG00000005584
cricetulus_griseus_crigri_1.0 ENSCGRG00000000354
cricetulus_griseus_crigri-picr ENSCGRG00015023541
nannospalax_galili ENSNGAG00000013044
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003926
spermophilus_dauricus ENSSDAG00000000148
marmota_marmota_marmota ENSMMMG00000009829
castor_canadensis ENSCCNG00000029460
oryctolagus_cuniculus ENSOCUG00000016705
oryctolagus_cuniculus ENSOCUG00000010514
panthera_pardus ENSPPRG00000015347
panthera_tigris_altaica ENSPTIG00000009976
felis_catus ENSFCAG00000037392
equus_caballus ENSECAG00000028200
equus_asinus_asinus ENSEASG00005012618
bos_taurus ENSBTAG00000052873
bos_mutus ENSBMUG00000024593
bos_taurus ENSBTAG00000046740
bison_bison_bison ENSBBBG00000019530
bison_bison_bison ENSBBBG00000016040
bos_taurus ENSBTAG00000048894
bos_taurus ENSBTAG00000052850
bos_mutus ENSBMUG00000011954
bison_bison_bison ENSBBBG00000019910
capra_hircus ENSCHIG00000023324
bos_taurus ENSBTAG00000034921
bos_mutus ENSBMUG00000006232
ovis_aries ENSOARG00000014394
bos_taurus ENSBTAG00000051846
sus_scrofa ENSSSCG00000014929
sus_scrofa ENSSSCG00000038588
myotis_lucifugus ENSMLUG00000004811
myotis_lucifugus ENSMLUG00000016455
pteropus_vampyrus ENSPVAG00000013843
homo_sapiens ENSG00000255009
pongo_abelii ENSPPYG00000003759
pongo_abelii ENSPPYG00000012058
theropithecus_gelada ENSTGEG00000009082
piliocolobus_tephrosceles ENSPTEG00000035897
prolemur_simus ENSPSMG00000009461
loxodonta_africana ENSLAFG00000007504
echinops_telfairi ENSETEG00000008442
dasypus_novemcinctus ENSDNOG00000038242
dasypus_novemcinctus ENSDNOG00000041636
