pan_paniscus ENSPPAG00000027399
pan_troglodytes ENSPTRG00000043354
gorilla_gorilla ENSGGOG00000039031
nomascus_leucogenys ENSNLEG00000012125
pongo_abelii ENSPPYG00000000746
piliocolobus_tephrosceles ENSPTEG00000031371
colobus_angolensis_palliatus ENSCANG00000009958
rhinopithecus_roxellana ENSRROG00000031536
rhinopithecus_bieti ENSRBIG00000029243
macaca_fascicularis ENSMFAG00000041982
macaca_nemestrina ENSMNEG00000034281
papio_anubis ENSPANG00000030470
theropithecus_gelada ENSTGEG00000023965
cercocebus_atys ENSCATG00000042417
mandrillus_leucophaeus ENSMLEG00000038708
saimiri_boliviensis_boliviensis ENSSBOG00000036252
cebus_capucinus_imitator ENSCCAG00000024290
aotus_nancymaae ENSANAG00000036334
tupaia_belangeri ENSTBEG00000011583
