labrus_bergylta ENSLBEG00000018202
gasterosteus_aculeatus ENSGACG00000014753
takifugu_rubripes ENSTRUG00000007696
tetraodon_nigroviridis ENSTNIG00000003410
mola_mola ENSMMOG00000021466
monopterus_albus ENSMALG00000021162
mastacembelus_armatus ENSMAMG00000009990
anabas_testudineus ENSATEG00000006491
scophthalmus_maximus ENSSMAG00000017143
cynoglossus_semilaevis ENSCSEG00000021238
seriola_dumerili ENSSDUG00000003947
fundulus_heteroclitus ENSFHEG00000002372
cyprinodon_variegatus ENSCVAG00000000052
poecilia_formosa ENSPFOG00000000323
poecilia_latipinna ENSPLAG00000008410
poecilia_mexicana ENSPMEG00000016253
poecilia_reticulata ENSPREG00000011634
gambusia_affinis ENSGAFG00000015040
xiphophorus_couchianus ENSXCOG00000007006
xiphophorus_maculatus ENSXMAG00000001341
kryptolebias_marmoratus ENSKMAG00000016938
oryzias_latipes_asm223467v1 ENSORLG00000007733
oryzias_latipes_asm223469v1 ENSORLG00015010897
oryzias_melastigma ENSOMEG00000003477
pundamilia_nyererei ENSPNYG00000010013
astatotilapia_calliptera ENSACLG00000006124
maylandia_zebra ENSMZEG00005015373
haplochromis_burtoni ENSHBUG00000013556
oreochromis_niloticus ENSONIG00000009710
neolamprologus_brichardi ENSNBRG00000008073
neolamprologus_brichardi ENSNBRG00000000740
amphilophus_citrinellus ENSACIG00000024174
amphiprion_ocellaris ENSAOCG00000012742
amphiprion_percula ENSAPEG00000023876
acanthochromis_polyacanthus ENSAPOG00000007979
stegastes_partitus ENSSPAG00000006076
fundulus_heteroclitus ENSFHEG00000002381
seriola_lalandi_dorsalis ENSSLDG00000020460
periophthalmus_magnuspinnatus ENSPMGG00000012722
hippocampus_comes ENSHCOG00000011765
gadus_morhua ENSGMOG00000005185
esox_lucius ENSELUG00000005612
pygocentrus_nattereri ENSPNAG00000008684
astyanax_mexicanus ENSAMXG00000029955
ictalurus_punctatus ENSIPUG00000008886
danio_rerio ENSDARG00000104846
scleropages_formosus ENSSFOG00015011520
paramormyrops_kingsleyae ENSPKIG00000006450
lepisosteus_oculatus ENSLOCG00000002071
anolis_carolinensis ENSACAG00000028708
