dasypus_novemcinctus ENSDNOG00000016993
choloepus_hoffmanni ENSCHOG00000012752
loxodonta_africana ENSLAFG00000005863
procavia_capensis ENSPCAG00000016370
echinops_telfairi ENSETEG00000007769
microcebus_murinus ENSMICG00000005866
propithecus_coquereli ENSPCOG00000020148
otolemur_garnettii ENSOGAG00000011825
pan_paniscus ENSPPAG00000041692
pan_troglodytes ENSPTRG00000005309
homo_sapiens ENSG00000180263
gorilla_gorilla ENSGGOG00000012410
pongo_abelii ENSPPYG00000004841
nomascus_leucogenys ENSNLEG00000005781
piliocolobus_tephrosceles ENSPTEG00000000907
colobus_angolensis_palliatus ENSCANG00000042655
rhinopithecus_bieti ENSRBIG00000036397
rhinopithecus_roxellana ENSRROG00000032405
macaca_fascicularis ENSMFAG00000038155
macaca_mulatta ENSMMUG00000018901
macaca_nemestrina ENSMNEG00000041618
cercocebus_atys ENSCATG00000008001
mandrillus_leucophaeus ENSMLEG00000039235
papio_anubis ENSPANG00000004927
theropithecus_gelada ENSTGEG00000002457
chlorocebus_sabaeus ENSCSAG00000003638
saimiri_boliviensis_boliviensis ENSSBOG00000023435
cebus_capucinus_imitator ENSCCAG00000020917
aotus_nancymaae ENSANAG00000034114
callithrix_jacchus ENSCJAG00000002776
tupaia_belangeri ENSTBEG00000013136
carlito_syrichta ENSTSYG00000027663
castor_canadensis ENSCCNG00000023066
dipodomys_ordii ENSDORG00000006064
chinchilla_lanigera ENSCLAG00000010121
octodon_degus ENSODEG00000009828
cavia_aperea ENSCAPG00000011038
cavia_porcellus ENSCPOG00000012303
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009851
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010509
fukomys_damarensis ENSFDAG00000010174
mus_spicilegus ENSMSIG00000016584
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016559
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020021
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015740
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031345
rattus_norvegicus ENSRNOG00000054515
meriones_unguiculatus ENSMUGG00000009496
microtus_ochrogaster ENSMOCG00000017458
peromyscus_maniculatus_bairdii ENSPEMG00000000975
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022120
cricetulus_griseus_crigri_1.0 ENSCGRG00000018424
cricetulus_griseus_crigri-picr ENSCGRG00015020662
nannospalax_galili ENSNGAG00000023381
jaculus_jaculus ENSJJAG00000015874
urocitellus_parryii ENSUPAG00010006610
marmota_marmota_marmota ENSMMMG00000020186
spermophilus_dauricus ENSSDAG00000020137
ictidomys_tridecemlineatus ENSSTOG00000016385
oryctolagus_cuniculus ENSOCUG00000004665
ochotona_princeps ENSOPRG00000002813
pteropus_vampyrus ENSPVAG00000007570
myotis_lucifugus ENSMLUG00000015828
equus_caballus ENSECAG00000021075
equus_asinus_asinus ENSEASG00005019390
ovis_aries ENSOARG00000015988
capra_hircus ENSCHIG00000020399
bos_taurus ENSBTAG00000014030
bos_mutus ENSBMUG00000007546
bison_bison_bison ENSBBBG00000018222
tursiops_truncatus ENSTTRG00000005069
sus_scrofa ENSSSCG00000000901
vicugna_pacos ENSVPAG00000008511
ursus_maritimus ENSUMAG00000003327
ursus_americanus ENSUAMG00000007419
ailuropoda_melanoleuca ENSAMEG00000002237
canis_lupus_familiaris ENSCAFG00000006273
canis_lupus_dingo ENSCAFG00020023183
vulpes_vulpes ENSVVUG00000019129
neovison_vison ENSNVIG00000007365
mustela_putorius_furo ENSMPUG00000007314
panthera_pardus ENSPPRG00000023121
panthera_tigris_altaica ENSPTIG00000017264
felis_catus ENSFCAG00000008351
sorex_araneus ENSSARG00000008576
erinaceus_europaeus ENSEEUG00000000094
notamacropus_eugenii ENSMEUG00000001745
phascolarctos_cinereus ENSPCIG00000011367
sarcophilus_harrisii ENSSHAG00000005651
monodelphis_domestica ENSMODG00000008231
ornithorhynchus_anatinus ENSOANG00000006616
anolis_carolinensis ENSACAG00000012933
pogona_vitticeps ENSPVIG00000023818
notechis_scutatus ENSNSUG00000016990
salvator_merianae ENSSMRG00000011192
sphenodon_punctatus ENSSPUG00000014798
calidris_pygmaea ENSCPGG00000007230
calidris_pugnax ENSCPUG00000002650
melopsittacus_undulatus ENSMUNG00000004323
manacus_vitellinus ENSMVIG00005002280
lepidothrix_coronata ENSLCOG00000008091
junco_hyemalis ENSJHYG00000011638
zonotrichia_albicollis ENSZALG00000010387
serinus_canaria ENSSCAG00000007262
lonchura_striata_domestica ENSLSDG00000016613
taeniopygia_guttata ENSTGUG00000008398
parus_major ENSPMJG00000012888
cyanistes_caeruleus ENSCCEG00000011429
ficedula_albicollis ENSFALG00000010763
anas_platyrhynchos_platyrhynchos ENSAPLG00000005867
anser_brachyrhynchus ENSABRG00000011430
gallus_gallus ENSGALG00000011342
coturnix_japonica ENSCJPG00005004979
meleagris_gallopavo ENSMGAG00000011399
numida_meleagris ENSNMEG00000007521
apteryx_haastii ENSAHAG00000018238
apteryx_owenii ENSAOWG00000006524
apteryx_rowi ENSARWG00000011636
dromaius_novaehollandiae ENSDNVG00000011575
nothoprocta_perdicaria ENSNPEG00000013852
crocodylus_porosus ENSCPRG00005019094
gopherus_agassizii ENSGAGG00000018381
chelonoidis_abingdonii ENSCABG00000021052
chrysemys_picta_bellii ENSCPBG00000001805
pelodiscus_sinensis ENSPSIG00000016928
xenopus_tropicalis ENSXETG00000009239
latimeria_chalumnae ENSLACG00000008173
latimeria_chalumnae ENSLACG00000007068
maylandia_zebra ENSMZEG00005000794
eptatretus_burgeri ENSEBUG00000010668
scleropages_formosus ENSSFOG00015021648
paramormyrops_kingsleyae ENSPKIG00000015199
tetraodon_nigroviridis ENSTNIG00000016017
takifugu_rubripes ENSTRUG00000016956
hippocampus_comes ENSHCOG00000011545
gasterosteus_aculeatus ENSGACG00000010186
labrus_bergylta ENSLBEG00000011378
mastacembelus_armatus ENSMAMG00000023217
anabas_testudineus ENSATEG00000016801
seriola_dumerili ENSSDUG00000022384
seriola_lalandi_dorsalis ENSSLDG00000010386
scophthalmus_maximus ENSSMAG00000009329
cynoglossus_semilaevis ENSCSEG00000015505
poecilia_reticulata ENSPREG00000004265
poecilia_latipinna ENSPLAG00000021759
poecilia_mexicana ENSPMEG00000023528
poecilia_formosa ENSPFOG00000012107
xiphophorus_maculatus ENSXMAG00000016684
xiphophorus_couchianus ENSXCOG00000020804
gambusia_affinis ENSGAFG00000021988
cyprinodon_variegatus ENSCVAG00000008473
kryptolebias_marmoratus ENSKMAG00000003695
oryzias_latipes_asm223471v1 ENSORLG00020014935
oryzias_latipes_asm223467v1 ENSORLG00000004093
oryzias_latipes_asm223469v1 ENSORLG00015007810
oryzias_melastigma ENSOMEG00000012279
astatotilapia_calliptera ENSACLG00000004184
maylandia_zebra ENSMZEG00005006551
haplochromis_burtoni ENSHBUG00000000136
pundamilia_nyererei ENSPNYG00000001773
oreochromis_niloticus ENSONIG00000008572
amphilophus_citrinellus ENSACIG00000019200
amphiprion_ocellaris ENSAOCG00000010431
amphiprion_percula ENSAPEG00000002847
acanthochromis_polyacanthus ENSAPOG00000016443
stegastes_partitus ENSSPAG00000005362
periophthalmus_magnuspinnatus ENSPMGG00000005769
gadus_morhua ENSGMOG00000018310
esox_lucius ENSELUG00000007670
astyanax_mexicanus ENSAMXG00000013769
ictalurus_punctatus ENSIPUG00000003210
labrus_bergylta ENSLBEG00000008633
scophthalmus_maximus ENSSMAG00000005702
cyprinodon_variegatus ENSCVAG00000015504
fundulus_heteroclitus ENSFHEG00000003155
poecilia_formosa ENSPFOG00000013099
poecilia_latipinna ENSPLAG00000000843
poecilia_mexicana ENSPMEG00000014806
poecilia_reticulata ENSPREG00000022677
xiphophorus_maculatus ENSXMAG00000008908
xiphophorus_couchianus ENSXCOG00000014826
gambusia_affinis ENSGAFG00000014234
kryptolebias_marmoratus ENSKMAG00000013793
oryzias_latipes_asm223467v1 ENSORLG00000016673
oryzias_latipes_asm223471v1 ENSORLG00020008098
oryzias_latipes_asm223469v1 ENSORLG00015007292
oryzias_melastigma ENSOMEG00000000640
amphiprion_ocellaris ENSAOCG00000002457
amphiprion_percula ENSAPEG00000022219
stegastes_partitus ENSSPAG00000003112
haplochromis_burtoni ENSHBUG00000007999
astatotilapia_calliptera ENSACLG00000015651
maylandia_zebra ENSMZEG00005000689
pundamilia_nyererei ENSPNYG00000021583
neolamprologus_brichardi ENSNBRG00000011809
oreochromis_niloticus ENSONIG00000017847
amphilophus_citrinellus ENSACIG00000012759
mola_mola ENSMMOG00000007196
takifugu_rubripes ENSTRUG00000022013
mastacembelus_armatus ENSMAMG00000017007
monopterus_albus ENSMALG00000012186
anabas_testudineus ENSATEG00000022513
seriola_dumerili ENSSDUG00000016132
seriola_lalandi_dorsalis ENSSLDG00000008612
cynoglossus_semilaevis ENSCSEG00000004819
