mola_mola ENSMMOG00000012340
takifugu_rubripes ENSTRUG00000020978
xiphophorus_couchianus ENSXCOG00000012663
fundulus_heteroclitus ENSFHEG00000016493
cyprinodon_variegatus ENSCVAG00000020452
kryptolebias_marmoratus ENSKMAG00000021390
amphiprion_ocellaris ENSAOCG00000011917
amphiprion_percula ENSAPEG00000011018
maylandia_zebra ENSMZEG00005016388
pundamilia_nyererei ENSPNYG00000018934
neolamprologus_brichardi ENSNBRG00000005646
amphilophus_citrinellus ENSACIG00000019652
mastacembelus_armatus ENSMAMG00000011069
anabas_testudineus ENSATEG00000012916
esox_lucius ENSELUG00000013874
