gallus_gallus ENSGALG00000011490
coturnix_japonica ENSCJPG00005012831
numida_meleagris ENSNMEG00000010120
anser_brachyrhynchus ENSABRG00000003848
anas_platyrhynchos_platyrhynchos ENSAPLG00000026828
lepidothrix_coronata ENSLCOG00000013795
manacus_vitellinus ENSMVIG00005014269
taeniopygia_guttata ENSTGUG00000003693
lonchura_striata_domestica ENSLSDG00000008472
junco_hyemalis ENSJHYG00000008986
zonotrichia_albicollis ENSZALG00000001660
serinus_canaria ENSSCAG00000000383
parus_major ENSPMJG00000007487
cyanistes_caeruleus ENSCCEG00000008956
melopsittacus_undulatus ENSMUNG00000000750
calidris_pygmaea ENSCPGG00000000457
calidris_pugnax ENSCPUG00000010390
apteryx_haastii ENSAHAG00000014253
apteryx_rowi ENSARWG00000013053
dromaius_novaehollandiae ENSDNVG00000007287
nothoprocta_perdicaria ENSNPEG00000008865
crocodylus_porosus ENSCPRG00005004847
gopherus_agassizii ENSGAGG00000011802
chelonoidis_abingdonii ENSCABG00000016804
chrysemys_picta_bellii ENSCPBG00000022719
pelodiscus_sinensis ENSPSIG00000004686
salvator_merianae ENSSMRG00000010457
anolis_carolinensis ENSACAG00000014679
sphenodon_punctatus ENSSPUG00000001956
oryctolagus_cuniculus ENSOCUG00000000764
tupaia_belangeri ENSTBEG00000009991
equus_caballus ENSECAG00000038275
equus_asinus_asinus ENSEASG00005006182
erinaceus_europaeus ENSEEUG00000006614
ochotona_princeps ENSOPRG00000004841
carlito_syrichta ENSTSYG00000000051
propithecus_coquereli ENSPCOG00000017431
microcebus_murinus ENSMICG00000049471
prolemur_simus ENSPSMG00000024739
otolemur_garnettii ENSOGAG00000028908
otolemur_garnettii ENSOGAG00000026982
pan_paniscus ENSPPAG00000034787
pan_troglodytes ENSPTRG00000043555
homo_sapiens ENSG00000091317
gorilla_gorilla ENSGGOG00000042309
pongo_abelii ENSPPYG00000014040
nomascus_leucogenys ENSNLEG00000004289
colobus_angolensis_palliatus ENSCANG00000025718
piliocolobus_tephrosceles ENSPTEG00000031427
rhinopithecus_roxellana ENSRROG00000036402
rhinopithecus_bieti ENSRBIG00000038922
cercocebus_atys ENSCATG00000030998
mandrillus_leucophaeus ENSMLEG00000042948
papio_anubis ENSPANG00000016560
macaca_fascicularis ENSMFAG00000003973
macaca_mulatta ENSMMUG00000001443
macaca_nemestrina ENSMNEG00000035614
theropithecus_gelada ENSTGEG00000021134
chlorocebus_sabaeus ENSCSAG00000009588
macaca_mulatta ENSMMUG00000047558
mandrillus_leucophaeus ENSMLEG00000035066
mandrillus_leucophaeus ENSMLEG00000039549
cercocebus_atys ENSCATG00000038030
macaca_fascicularis ENSMFAG00000045230
papio_anubis ENSPANG00000032077
theropithecus_gelada ENSTGEG00000024964
rhinopithecus_bieti ENSRBIG00000034750
saimiri_boliviensis_boliviensis ENSSBOG00000023893
callithrix_jacchus ENSCJAG00000040951
cebus_capucinus_imitator ENSCCAG00000036050
aotus_nancymaae ENSANAG00000026200
aotus_nancymaae ENSANAG00000009007
ictidomys_tridecemlineatus ENSSTOG00000012605
urocitellus_parryii ENSUPAG00010002641
spermophilus_dauricus ENSSDAG00000000605
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001540
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000442
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016509
fukomys_damarensis ENSFDAG00000011400
chinchilla_lanigera ENSCLAG00000011367
octodon_degus ENSODEG00000005737
cavia_porcellus ENSCPOG00000030201
dasypus_novemcinctus ENSDNOG00000015014
dasypus_novemcinctus ENSDNOG00000007300
choloepus_hoffmanni ENSCHOG00000002596
tursiops_truncatus ENSTTRG00000003526
sus_scrofa ENSSSCG00000038362
capra_hircus ENSCHIG00000010775
ovis_aries ENSOARG00000015121
bos_mutus ENSBMUG00000008652
bos_taurus ENSBTAG00000019526
bison_bison_bison ENSBBBG00000004498
vicugna_pacos ENSVPAG00000003039
pteropus_vampyrus ENSPVAG00000013530
myotis_lucifugus ENSMLUG00000000227
mustela_putorius_furo ENSMPUG00000011902
