notamacropus_eugenii ENSMEUG00000004808
phascolarctos_cinereus ENSPCIG00000012167
sarcophilus_harrisii ENSSHAG00000016402
monodelphis_domestica ENSMODG00000019190
propithecus_coquereli ENSPCOG00000012299
microcebus_murinus ENSMICG00000042227
prolemur_simus ENSPSMG00000013085
otolemur_garnettii ENSOGAG00000002738
tupaia_belangeri ENSTBEG00000009980
meriones_unguiculatus ENSMUGG00000017846
spermophilus_dauricus ENSSDAG00000014307
canis_lupus_dingo ENSCAFG00020026899
canis_lupus_dingo ENSCAFG00020026898
canis_lupus_familiaris ENSCAFG00000028758
vulpes_vulpes ENSVVUG00000014747
ursus_americanus ENSUAMG00000012975
ursus_americanus ENSUAMG00000012977
ursus_maritimus ENSUMAG00000006704
ailuropoda_melanoleuca ENSAMEG00000014343
neovison_vison ENSNVIG00000014961
mustela_putorius_furo ENSMPUG00000009141
panthera_tigris_altaica ENSPTIG00000021125
panthera_pardus ENSPPRG00000001589
felis_catus ENSFCAG00000043710
erinaceus_europaeus ENSEEUG00000000118
myotis_lucifugus ENSMLUG00000000627
pteropus_vampyrus ENSPVAG00000010934
sorex_araneus ENSSARG00000005791
ovis_aries ENSOARG00000014880
capra_hircus ENSCHIG00000012042
bos_mutus ENSBMUG00000001967
bos_taurus ENSBTAG00000043960
bison_bison_bison ENSBBBG00000017281
tursiops_truncatus ENSTTRG00000002366
sus_scrofa ENSSSCG00000008961
vicugna_pacos ENSVPAG00000003183
equus_asinus_asinus ENSEASG00005016552
equus_caballus ENSECAG00000026949
loxodonta_africana ENSLAFG00000007854
procavia_capensis ENSPCAG00000014544
echinops_telfairi ENSETEG00000000754
dasypus_novemcinctus ENSDNOG00000038082
peromyscus_maniculatus_bairdii ENSPEMG00000019161
microtus_ochrogaster ENSMOCG00000006390
cricetulus_griseus_crigri-picr ENSCGRG00015010582
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011906
cricetulus_griseus_crigri_1.0 ENSCGRG00000016055
mus_spicilegus ENSMSIG00000018395
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028396
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029376
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027399
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017177
rattus_norvegicus ENSRNOG00000021347
dipodomys_ordii ENSDORG00000013905
