gasterosteus_aculeatus ENSGACG00000003213
tetraodon_nigroviridis ENSTNIG00000002547
oryzias_latipes_asm223467v1 ENSORLG00000012594
oryzias_latipes_asm223471v1 ENSORLG00020018539
oryzias_latipes_asm223469v1 ENSORLG00015009540
oryzias_melastigma ENSOMEG00000013057
scophthalmus_maximus ENSSMAG00000015741
amphiprion_percula ENSAPEG00000024055
amphiprion_ocellaris ENSAOCG00000018852
acanthochromis_polyacanthus ENSAPOG00000012080
stegastes_partitus ENSSPAG00000007355
fundulus_heteroclitus ENSFHEG00000004372
cyprinodon_variegatus ENSCVAG00000013709
xiphophorus_maculatus ENSXMAG00000016049
xiphophorus_couchianus ENSXCOG00000006253
gambusia_affinis ENSGAFG00000014844
poecilia_latipinna ENSPLAG00000015614
poecilia_formosa ENSPFOG00000006690
poecilia_mexicana ENSPMEG00000014832
poecilia_reticulata ENSPREG00000017090
kryptolebias_marmoratus ENSKMAG00000019455
haplochromis_burtoni ENSHBUG00000009986
pundamilia_nyererei ENSPNYG00000022178
astatotilapia_calliptera ENSACLG00000020718
maylandia_zebra ENSMZEG00005010060
neolamprologus_brichardi ENSNBRG00000008616
oreochromis_niloticus ENSONIG00000011082
amphilophus_citrinellus ENSACIG00000012121
mastacembelus_armatus ENSMAMG00000015187
monopterus_albus ENSMALG00000006107
anabas_testudineus ENSATEG00000009446
labrus_bergylta ENSLBEG00000008597
mola_mola ENSMMOG00000000389
seriola_dumerili ENSSDUG00000002785
seriola_lalandi_dorsalis ENSSLDG00000014308
hippocampus_comes ENSHCOG00000011998
periophthalmus_magnuspinnatus ENSPMGG00000017712
cynoglossus_semilaevis ENSCSEG00000013942
gadus_morhua ENSGMOG00000004153
esox_lucius ENSELUG00000010793
paramormyrops_kingsleyae ENSPKIG00000021682
scleropages_formosus ENSSFOG00015012082
astyanax_mexicanus ENSAMXG00000036434
pygocentrus_nattereri ENSPNAG00000011404
ictalurus_punctatus ENSIPUG00000014223
danio_rerio ENSDARG00000101778
paramormyrops_kingsleyae ENSPKIG00000014941
scleropages_formosus ENSSFOG00015023641
takifugu_rubripes ENSTRUG00000022536
lepisosteus_oculatus ENSLOCG00000003596
apteryx_owenii ENSAOWG00000012266
apteryx_rowi ENSARWG00000010095
apteryx_haastii ENSAHAG00000007753
dromaius_novaehollandiae ENSDNVG00000004818
nothoprocta_perdicaria ENSNPEG00000001451
anser_brachyrhynchus ENSABRG00000021515
anas_platyrhynchos_platyrhynchos ENSAPLG00000007542
coturnix_japonica ENSCJPG00005014926
