bos_mutus ENSBMUG00000014259
bison_bison_bison ENSBBBG00000010126
tursiops_truncatus ENSTTRG00000014810
pteropus_vampyrus ENSPVAG00000015888
ailuropoda_melanoleuca ENSAMEG00000013233
neovison_vison ENSNVIG00000018325
rattus_norvegicus ENSRNOG00000027920
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044083
ochotona_princeps ENSOPRG00000018610
pongo_abelii ENSPPYG00000010913
nomascus_leucogenys ENSNLEG00000030597
chlorocebus_sabaeus ENSCSAG00000012522
callithrix_jacchus ENSCJAG00000041604
carlito_syrichta ENSTSYG00000030321
loxodonta_africana ENSLAFG00000020535
