tetraodon_nigroviridis ENSTNIG00000015680
takifugu_rubripes ENSTRUG00000015562
mola_mola ENSMMOG00000019500
gasterosteus_aculeatus ENSGACG00000001343
labrus_bergylta ENSLBEG00000014858
seriola_lalandi_dorsalis ENSSLDG00000019551
seriola_dumerili ENSSDUG00000013590
scophthalmus_maximus ENSSMAG00000007507
mastacembelus_armatus ENSMAMG00000020420
monopterus_albus ENSMALG00000017141
anabas_testudineus ENSATEG00000002059
poecilia_formosa ENSPFOG00000007013
poecilia_mexicana ENSPMEG00000022451
poecilia_latipinna ENSPLAG00000006218
poecilia_reticulata ENSPREG00000001362
xiphophorus_maculatus ENSXMAG00000014758
xiphophorus_couchianus ENSXCOG00000018303
gambusia_affinis ENSGAFG00000004414
fundulus_heteroclitus ENSFHEG00000014835
kryptolebias_marmoratus ENSKMAG00000013488
astatotilapia_calliptera ENSACLG00000018234
pundamilia_nyererei ENSPNYG00000007023
maylandia_zebra ENSMZEG00005019178
haplochromis_burtoni ENSHBUG00000001160
neolamprologus_brichardi ENSNBRG00000011983
oreochromis_niloticus ENSONIG00000015745
amphilophus_citrinellus ENSACIG00000005785
amphiprion_percula ENSAPEG00000022401
amphiprion_ocellaris ENSAOCG00000001307
acanthochromis_polyacanthus ENSAPOG00000016901
oryzias_melastigma ENSOMEG00000009822
oryzias_melastigma ENSOMEG00000009800
oryzias_latipes_asm223467v1 ENSORLG00000029313
oryzias_latipes_asm223471v1 ENSORLG00020009812
oryzias_latipes_asm223469v1 ENSORLG00015012950
cyprinodon_variegatus ENSCVAG00000017031
stegastes_partitus ENSSPAG00000002031
cynoglossus_semilaevis ENSCSEG00000008823
hippocampus_comes ENSHCOG00000017922
periophthalmus_magnuspinnatus ENSPMGG00000014860
gadus_morhua ENSGMOG00000015586
esox_lucius ENSELUG00000005653
astyanax_mexicanus ENSAMXG00000011020
pygocentrus_nattereri ENSPNAG00000004237
ictalurus_punctatus ENSIPUG00000000776
danio_rerio ENSDARG00000018121
scleropages_formosus ENSSFOG00015001576
paramormyrops_kingsleyae ENSPKIG00000012395
lepisosteus_oculatus ENSLOCG00000010780
notechis_scutatus ENSNSUG00000013474
anolis_carolinensis ENSACAG00000001683
salvator_merianae ENSSMRG00000012225
sphenodon_punctatus ENSSPUG00000008784
apteryx_owenii ENSAOWG00000015471
apteryx_haastii ENSAHAG00000007651
apteryx_rowi ENSARWG00000013733
dromaius_novaehollandiae ENSDNVG00000016110
nothoprocta_perdicaria ENSNPEG00000006829
calidris_pugnax ENSCPUG00000014755
melopsittacus_undulatus ENSMUNG00000003654
lepidothrix_coronata ENSLCOG00000005991
manacus_vitellinus ENSMVIG00005013223
cyanistes_caeruleus ENSCCEG00000023867
parus_major ENSPMJG00000017634
taeniopygia_guttata ENSTGUG00000011290
taeniopygia_guttata ENSTGUG00000011280
lonchura_striata_domestica ENSLSDG00000007784
serinus_canaria ENSSCAG00000005212
junco_hyemalis ENSJHYG00000005392
zonotrichia_albicollis ENSZALG00000011977
ficedula_albicollis ENSFALG00000008763
anser_brachyrhynchus ENSABRG00000016622
anas_platyrhynchos_platyrhynchos ENSAPLG00000004962
coturnix_japonica ENSCJPG00005001660
meleagris_gallopavo ENSMGAG00000015137
gallus_gallus ENSGALG00000017148
numida_meleagris ENSNMEG00000019468
crocodylus_porosus ENSCPRG00005013218
gopherus_agassizii ENSGAGG00000006076
chelonoidis_abingdonii ENSCABG00000022415
chrysemys_picta_bellii ENSCPBG00000020917
pelodiscus_sinensis ENSPSIG00000013841
xenopus_tropicalis ENSXETG00000033771
xenopus_tropicalis ENSXETG00000013935
xenopus_tropicalis ENSXETG00000031385
loxodonta_africana ENSLAFG00000007716
procavia_capensis ENSPCAG00000007179
echinops_telfairi ENSETEG00000003136
choloepus_hoffmanni ENSCHOG00000013366
dasypus_novemcinctus ENSDNOG00000006155
vicugna_pacos ENSVPAG00000011391
sus_scrofa ENSSSCG00000029393
ovis_aries ENSOARG00000014560
capra_hircus ENSCHIG00000004741
bos_mutus ENSBMUG00000018616
bos_taurus ENSBTAG00000017048
bison_bison_bison ENSBBBG00000002846
tursiops_truncatus ENSTTRG00000012709
myotis_lucifugus ENSMLUG00000003913
neovison_vison ENSNVIG00000023231
mustela_putorius_furo ENSMPUG00000013315
