serinus_canaria ENSSCAG00000016072
lonchura_striata_domestica ENSLSDG00000018203
junco_hyemalis ENSJHYG00000013949
parus_major ENSPMJG00000015355
lepidothrix_coronata ENSLCOG00000011327
calidris_pygmaea ENSCPGG00000007160
calidris_pugnax ENSCPUG00000014976
melopsittacus_undulatus ENSMUNG00000011619
taeniopygia_guttata ENSTGUG00000004459
zonotrichia_albicollis ENSZALG00000013007
cyanistes_caeruleus ENSCCEG00000018902
ficedula_albicollis ENSFALG00000012703
manacus_vitellinus ENSMVIG00005007073
apteryx_owenii ENSAOWG00000002613
apteryx_haastii ENSAHAG00000003293
apteryx_rowi ENSARWG00000007691
dromaius_novaehollandiae ENSDNVG00000015710
coturnix_japonica ENSCJPG00005009690
meleagris_gallopavo ENSMGAG00000005432
gallus_gallus ENSGALG00000034104
numida_meleagris ENSNMEG00000017093
anser_brachyrhynchus ENSABRG00000021999
anas_platyrhynchos_platyrhynchos ENSAPLG00000007851
nothoprocta_perdicaria ENSNPEG00000010554
crocodylus_porosus ENSCPRG00005009680
chelonoidis_abingdonii ENSCABG00000001269
gopherus_agassizii ENSGAGG00000009905
chrysemys_picta_bellii ENSCPBG00000025873
pelodiscus_sinensis ENSPSIG00000017422
melopsittacus_undulatus ENSMUNG00000006424
pogona_vitticeps ENSPVIG00000022375
anolis_carolinensis ENSACAG00000001004
notechis_scutatus ENSNSUG00000008835
salvator_merianae ENSSMRG00000012816
sphenodon_punctatus ENSSPUG00000010457
notamacropus_eugenii ENSMEUG00000002024
phascolarctos_cinereus ENSPCIG00000027420
sarcophilus_harrisii ENSSHAG00000008913
monodelphis_domestica ENSMODG00000000043
equus_caballus ENSECAG00000010516
equus_asinus_asinus ENSEASG00005016559
pteropus_vampyrus ENSPVAG00000002871
tursiops_truncatus ENSTTRG00000009761
tursiops_truncatus ENSTTRG00000007025
sus_scrofa ENSSSCG00000010288
capra_hircus ENSCHIG00000001014
ovis_aries ENSOARG00000007176
bos_mutus ENSBMUG00000017389
bos_taurus ENSBTAG00000013651
bison_bison_bison ENSBBBG00000020768
sorex_araneus ENSSARG00000007432
mustela_putorius_furo ENSMPUG00000004004
neovison_vison ENSNVIG00000010150
ursus_maritimus ENSUMAG00000008974
ursus_americanus ENSUAMG00000023705
ailuropoda_melanoleuca ENSAMEG00000017385
canis_lupus_dingo ENSCAFG00020025084
canis_lupus_familiaris ENSCAFG00000014441
vulpes_vulpes ENSVVUG00000022624
panthera_tigris_altaica ENSPTIG00000014262
panthera_pardus ENSPPRG00000009425
felis_catus ENSFCAG00000000724
myotis_lucifugus ENSMLUG00000000015
myotis_lucifugus ENSMLUG00000026289
castor_canadensis ENSCCNG00000031046
dipodomys_ordii ENSDORG00000011287
mus_spicilegus ENSMSIG00000010042
