pan_paniscus ENSPPAG00000043503
pan_troglodytes ENSPTRG00000008871
gorilla_gorilla ENSGGOG00000016236
homo_sapiens ENSG00000142494
pongo_abelii ENSPPYG00000008837
nomascus_leucogenys ENSNLEG00000010765
macaca_fascicularis ENSMFAG00000002968
papio_anubis ENSPANG00000023651
chlorocebus_sabaeus ENSCSAG00000007860
cercocebus_atys ENSCATG00000032121
mandrillus_leucophaeus ENSMLEG00000009720
theropithecus_gelada ENSTGEG00000001966
macaca_mulatta ENSMMUG00000002700
macaca_nemestrina ENSMNEG00000031913
rhinopithecus_roxellana ENSRROG00000031332
rhinopithecus_bieti ENSRBIG00000042152
rhinopithecus_roxellana ENSRROG00000031193
rhinopithecus_bieti ENSRBIG00000044191
piliocolobus_tephrosceles ENSPTEG00000037255
colobus_angolensis_palliatus ENSCANG00000008725
piliocolobus_tephrosceles ENSPTEG00000012099
piliocolobus_tephrosceles ENSPTEG00000012049
piliocolobus_tephrosceles ENSPTEG00000012243
piliocolobus_tephrosceles ENSPTEG00000012178
colobus_angolensis_palliatus ENSCANG00000041438
saimiri_boliviensis_boliviensis ENSSBOG00000021488
callithrix_jacchus ENSCJAG00000001307
cebus_capucinus_imitator ENSCCAG00000024813
aotus_nancymaae ENSANAG00000035977
carlito_syrichta ENSTSYG00000011886
propithecus_coquereli ENSPCOG00000015021
microcebus_murinus ENSMICG00000015346
prolemur_simus ENSPSMG00000023685
otolemur_garnettii ENSOGAG00000015285
dipodomys_ordii ENSDORG00000008499
castor_canadensis ENSCCNG00000024256
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000010122
mus_spicilegus ENSMSIG00000021064
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017310
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016475
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017605
rattus_norvegicus ENSRNOG00000057404
meriones_unguiculatus ENSMUGG00000017955
cricetulus_griseus_crigri-picr ENSCGRG00015015767
cricetulus_griseus_crigri_1.0 ENSCGRG00000012421
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004678
microtus_ochrogaster ENSMOCG00000013787
peromyscus_maniculatus_bairdii ENSPEMG00000019128
nannospalax_galili ENSNGAG00000000815
jaculus_jaculus ENSJJAG00000015153
chinchilla_lanigera ENSCLAG00000010505
octodon_degus ENSODEG00000001124
cavia_porcellus ENSCPOG00000011224
cavia_aperea ENSCAPG00000005274
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008765
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013517
fukomys_damarensis ENSFDAG00000005749
ictidomys_tridecemlineatus ENSSTOG00000007878
urocitellus_parryii ENSUPAG00010000737
spermophilus_dauricus ENSSDAG00000004482
marmota_marmota_marmota ENSMMMG00000007509
equus_asinus_asinus ENSEASG00005017594
sorex_araneus ENSSARG00000002591
erinaceus_europaeus ENSEEUG00000007671
pteropus_vampyrus ENSPVAG00000017350
equus_caballus ENSECAG00000012493
equus_asinus_asinus ENSEASG00005017595
ovis_aries ENSOARG00000018143
capra_hircus ENSCHIG00000022966
bos_mutus ENSBMUG00000014849
bos_taurus ENSBTAG00000048984
bison_bison_bison ENSBBBG00000003526
sus_scrofa ENSSSCG00000033329
ursus_maritimus ENSUMAG00000006262
ailuropoda_melanoleuca ENSAMEG00000004228
neovison_vison ENSNVIG00000014876
mustela_putorius_furo ENSMPUG00000000051
canis_lupus_familiaris ENSCAFG00000018195
canis_lupus_dingo ENSCAFG00020021187
vulpes_vulpes ENSVVUG00000030042
panthera_pardus ENSPPRG00000004712
panthera_tigris_altaica ENSPTIG00000015064
felis_catus ENSFCAG00000011877
tupaia_belangeri ENSTBEG00000004762
ochotona_princeps ENSOPRG00000017149
dasypus_novemcinctus ENSDNOG00000047021
dasypus_novemcinctus ENSDNOG00000034717
choloepus_hoffmanni ENSCHOG00000002894
loxodonta_africana ENSLAFG00000000949
procavia_capensis ENSPCAG00000014004
phascolarctos_cinereus ENSPCIG00000006963
notamacropus_eugenii ENSMEUG00000010568
sarcophilus_harrisii ENSSHAG00000007552
monodelphis_domestica ENSMODG00000011054
ornithorhynchus_anatinus ENSOANG00000012714
xenopus_tropicalis ENSXETG00000022931
xenopus_tropicalis ENSXETG00000022438
