anas_platyrhynchos_platyrhynchos ENSAPLG00000000770
anser_brachyrhynchus ENSABRG00000023161
meleagris_gallopavo ENSMGAG00000015911
coturnix_japonica ENSCJPG00005019261
gallus_gallus ENSGALG00000010931
numida_meleagris ENSNMEG00000022595
parus_major ENSPMJG00000019111
cyanistes_caeruleus ENSCCEG00000024163
ficedula_albicollis ENSFALG00000014561
zonotrichia_albicollis ENSZALG00000017170
junco_hyemalis ENSJHYG00000003770
serinus_canaria ENSSCAG00000015593
lonchura_striata_domestica ENSLSDG00000013185
taeniopygia_guttata ENSTGUG00000007548
lepidothrix_coronata ENSLCOG00000016395
manacus_vitellinus ENSMVIG00005018202
calidris_pygmaea ENSCPGG00000017566
calidris_pugnax ENSCPUG00000003889
melopsittacus_undulatus ENSMUNG00000008521
apteryx_rowi ENSARWG00000016190
apteryx_haastii ENSAHAG00000009907
apteryx_owenii ENSAOWG00000001791
dromaius_novaehollandiae ENSDNVG00000018412
nothoprocta_perdicaria ENSNPEG00000001439
crocodylus_porosus ENSCPRG00005015857
chelonoidis_abingdonii ENSCABG00000001830
gopherus_agassizii ENSGAGG00000024430
chrysemys_picta_bellii ENSCPBG00000007088
pelodiscus_sinensis ENSPSIG00000000199
pogona_vitticeps ENSPVIG00000025167
anolis_carolinensis ENSACAG00000001588
notechis_scutatus ENSNSUG00000008284
notechis_scutatus ENSNSUG00000016122
salvator_merianae ENSSMRG00000019319
sphenodon_punctatus ENSSPUG00000009034
piliocolobus_tephrosceles ENSPTEG00000035398
colobus_angolensis_palliatus ENSCANG00000000406
rhinopithecus_bieti ENSRBIG00000009884
rhinopithecus_roxellana ENSRROG00000002319
mandrillus_leucophaeus ENSMLEG00000017074
cercocebus_atys ENSCATG00000014789
theropithecus_gelada ENSTGEG00000015261
papio_anubis ENSPANG00000013219
macaca_nemestrina ENSMNEG00000000617
macaca_mulatta ENSMMUG00000021775
macaca_fascicularis ENSMFAG00000008871
chlorocebus_sabaeus ENSCSAG00000018648
gorilla_gorilla ENSGGOG00000008115
pan_troglodytes ENSPTRG00000012601
homo_sapiens ENSG00000172318
pongo_abelii ENSPPYG00000012902
nomascus_leucogenys ENSNLEG00000019016
cebus_capucinus_imitator ENSCCAG00000015326
callithrix_jacchus ENSCJAG00000042126
saimiri_boliviensis_boliviensis ENSSBOG00000019649
aotus_nancymaae ENSANAG00000019866
carlito_syrichta ENSTSYG00000002760
prolemur_simus ENSPSMG00000022378
propithecus_coquereli ENSPCOG00000011545
microcebus_murinus ENSMICG00000042176
otolemur_garnettii ENSOGAG00000007886
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006856
cricetulus_griseus_crigri_1.0 ENSCGRG00000011201
mesocricetus_auratus ENSMAUG00000018413
peromyscus_maniculatus_bairdii ENSPEMG00000025791
microtus_ochrogaster ENSMOCG00000022437
mus_spicilegus ENSMSIG00000013165
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024533
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034780
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023611
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025062
rattus_norvegicus ENSRNOG00000007625
meriones_unguiculatus ENSMUGG00000007732
nannospalax_galili ENSNGAG00000012610
jaculus_jaculus ENSJJAG00000001769
castor_canadensis ENSCCNG00000007610
dipodomys_ordii ENSDORG00000007446
ictidomys_tridecemlineatus ENSSTOG00000014885
urocitellus_parryii ENSUPAG00010009257
spermophilus_dauricus ENSSDAG00000012275
marmota_marmota_marmota ENSMMMG00000023336
chinchilla_lanigera ENSCLAG00000002732
octodon_degus ENSODEG00000019917
cavia_porcellus ENSCPOG00000037694
cavia_aperea ENSCAPG00000007368
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019646
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020210
fukomys_damarensis ENSFDAG00000017530
oryctolagus_cuniculus ENSOCUG00000001623
ochotona_princeps ENSOPRG00000004014
equus_asinus_asinus ENSEASG00005022889
equus_caballus ENSECAG00000002755
sorex_araneus ENSSARG00000008434
ursus_americanus ENSUAMG00000028308
ursus_maritimus ENSUMAG00000013562
ailuropoda_melanoleuca ENSAMEG00000018570
neovison_vison ENSNVIG00000004889
mustela_putorius_furo ENSMPUG00000000716
canis_lupus_familiaris ENSCAFG00000011709
canis_lupus_dingo ENSCAFG00020002091
vulpes_vulpes ENSVVUG00000016791
panthera_tigris_altaica ENSPTIG00000004062
panthera_pardus ENSPPRG00000014393
felis_catus ENSFCAG00000002170
capra_hircus ENSCHIG00000015105
ovis_aries ENSOARG00000019658
bos_mutus ENSBMUG00000010958
bison_bison_bison ENSBBBG00000017907
sus_scrofa ENSSSCG00000034351
vicugna_pacos ENSVPAG00000009673
myotis_lucifugus ENSMLUG00000013733
erinaceus_europaeus ENSEEUG00000006954
erinaceus_europaeus ENSEEUG00000015529
pteropus_vampyrus ENSPVAG00000002069
procavia_capensis ENSPCAG00000013699
echinops_telfairi ENSETEG00000003704
loxodonta_africana ENSLAFG00000013455
choloepus_hoffmanni ENSCHOG00000006868
dasypus_novemcinctus ENSDNOG00000005665
phascolarctos_cinereus ENSPCIG00000028461
sarcophilus_harrisii ENSSHAG00000013459
monodelphis_domestica ENSMODG00000024805
ornithorhynchus_anatinus ENSOANG00000008489
xenopus_tropicalis ENSXETG00000016205
latimeria_chalumnae ENSLACG00000011223
scleropages_formosus ENSSFOG00015020440
scleropages_formosus ENSSFOG00015022498
paramormyrops_kingsleyae ENSPKIG00000020487
paramormyrops_kingsleyae ENSPKIG00000000543
tetraodon_nigroviridis ENSTNIG00000018703
takifugu_rubripes ENSTRUG00000000548
mola_mola ENSMMOG00000003580
labrus_bergylta ENSLBEG00000004917
mastacembelus_armatus ENSMAMG00000003732
anabas_testudineus ENSATEG00000017926
scophthalmus_maximus ENSSMAG00000012949
scophthalmus_maximus ENSSMAG00000006309
seriola_lalandi_dorsalis ENSSLDG00000015696
seriola_dumerili ENSSDUG00000019443
poecilia_formosa ENSPFOG00000020159
poecilia_latipinna ENSPLAG00000000277
poecilia_mexicana ENSPMEG00000003521
poecilia_formosa ENSPFOG00000020157
poecilia_mexicana ENSPMEG00000010098
poecilia_reticulata ENSPREG00000007292
xiphophorus_maculatus ENSXMAG00000019657
gambusia_affinis ENSGAFG00000007350
cyprinodon_variegatus ENSCVAG00000002241
fundulus_heteroclitus ENSFHEG00000019305
kryptolebias_marmoratus ENSKMAG00000014808
oryzias_latipes_asm223471v1 ENSORLG00020022540
oryzias_latipes_asm223467v1 ENSORLG00000017023
oryzias_latipes_asm223469v1 ENSORLG00015017340
oryzias_melastigma ENSOMEG00000001018
maylandia_zebra ENSMZEG00005006446
astatotilapia_calliptera ENSACLG00000011871
pundamilia_nyererei ENSPNYG00000005005
haplochromis_burtoni ENSHBUG00000005930
neolamprologus_brichardi ENSNBRG00000014010
oreochromis_niloticus ENSONIG00000021105
amphilophus_citrinellus ENSACIG00000020568
amphiprion_percula ENSAPEG00000019451
amphiprion_ocellaris ENSAOCG00000016240
acanthochromis_polyacanthus ENSAPOG00000005381
stegastes_partitus ENSSPAG00000005005
cynoglossus_semilaevis ENSCSEG00000008402
gasterosteus_aculeatus ENSGACG00000005368
hippocampus_comes ENSHCOG00000002491
periophthalmus_magnuspinnatus ENSPMGG00000015816
gadus_morhua ENSGMOG00000020087
amphiprion_ocellaris ENSAOCG00000013588
amphiprion_percula ENSAPEG00000007181
acanthochromis_polyacanthus ENSAPOG00000011696
stegastes_partitus ENSSPAG00000009897
seriola_dumerili ENSSDUG00000008972
seriola_lalandi_dorsalis ENSSLDG00000025087
mastacembelus_armatus ENSMAMG00000020910
monopterus_albus ENSMALG00000011243
anabas_testudineus ENSATEG00000007860
takifugu_rubripes ENSTRUG00000010755
tetraodon_nigroviridis ENSTNIG00000013269
mola_mola ENSMMOG00000004519
hippocampus_comes ENSHCOG00000013089
scophthalmus_maximus ENSSMAG00000000711
gasterosteus_aculeatus ENSGACG00000013934
xiphophorus_couchianus ENSXCOG00000020545
xiphophorus_maculatus ENSXMAG00000019775
gambusia_affinis ENSGAFG00000018735
poecilia_formosa ENSPFOG00000020714
poecilia_mexicana ENSPMEG00000003344
poecilia_latipinna ENSPLAG00000022681
poecilia_reticulata ENSPREG00000013408
fundulus_heteroclitus ENSFHEG00000011933
cyprinodon_variegatus ENSCVAG00000010900
kryptolebias_marmoratus ENSKMAG00000004490
haplochromis_burtoni ENSHBUG00000010017
maylandia_zebra ENSMZEG00005018040
astatotilapia_calliptera ENSACLG00000025963
pundamilia_nyererei ENSPNYG00000018420
neolamprologus_brichardi ENSNBRG00000022265
oreochromis_niloticus ENSONIG00000021013
amphilophus_citrinellus ENSACIG00000019553
oryzias_latipes_asm223469v1 ENSORLG00015019363
oryzias_latipes_asm223467v1 ENSORLG00000003440
oryzias_latipes_asm223471v1 ENSORLG00020020768
oryzias_melastigma ENSOMEG00000002690
cynoglossus_semilaevis ENSCSEG00000005076
labrus_bergylta ENSLBEG00000009834
periophthalmus_magnuspinnatus ENSPMGG00000014132
gadus_morhua ENSGMOG00000020534
esox_lucius ENSELUG00000022353
esox_lucius ENSELUG00000020175
pygocentrus_nattereri ENSPNAG00000018755
astyanax_mexicanus ENSAMXG00000025970
ictalurus_punctatus ENSIPUG00000019492
danio_rerio ENSDARG00000079700
astyanax_mexicanus ENSAMXG00000010514
pygocentrus_nattereri ENSPNAG00000023130
ictalurus_punctatus ENSIPUG00000015871
lepisosteus_oculatus ENSLOCG00000017831
eptatretus_burgeri ENSEBUG00000001098
