mustela_putorius_furo ENSMPUG00000001503
ovis_aries ENSOARG00000018583
macaca_mulatta ENSMMUG00000048251
dasypus_novemcinctus ENSDNOG00000043743
monodelphis_domestica ENSMODG00000016090
monodelphis_domestica ENSMODG00000016085
monodelphis_domestica ENSMODG00000023830
monodelphis_domestica ENSMODG00000023832
phascolarctos_cinereus ENSPCIG00000019358
notamacropus_eugenii ENSMEUG00000003216
homo_sapiens ENSG00000280236
homo_sapiens ENSG00000251608
theropithecus_gelada ENSTGEG00000004224
ochotona_princeps ENSOPRG00000006033
bos_taurus ENSBTAG00000050879
bos_mutus ENSBMUG00000002820
bison_bison_bison ENSBBBG00000021402
capra_hircus ENSCHIG00000009235
bos_taurus ENSBTAG00000049292
bison_bison_bison ENSBBBG00000000594
bos_mutus ENSBMUG00000002752
ovis_aries ENSOARG00000017095
bos_taurus ENSBTAG00000052867
bison_bison_bison ENSBBBG00000020446
capra_hircus ENSCHIG00000002951
bos_taurus ENSBTAG00000050146
sus_scrofa ENSSSCG00000034397
sus_scrofa ENSSSCG00000037820
sus_scrofa ENSSSCG00000040081
sus_scrofa ENSSSCG00000032579
sus_scrofa ENSSSCG00000037833
sus_scrofa ENSSSCG00000039937
sus_scrofa ENSSSCG00000038893
sus_scrofa ENSSSCG00000040873
sus_scrofa ENSSSCG00000040658
sus_scrofa ENSSSCG00000037242
sus_scrofa ENSSSCG00000032837
sus_scrofa ENSSSCG00000038830
sus_scrofa ENSSSCG00000036802
sus_scrofa ENSSSCG00000037848
ornithorhynchus_anatinus ENSOANG00000005969
apteryx_rowi ENSARWG00000010980
apteryx_owenii ENSAOWG00000002669
nothoprocta_perdicaria ENSNPEG00000004460
calidris_pygmaea ENSCPGG00000009635
calidris_pugnax ENSCPUG00000004793
lepidothrix_coronata ENSLCOG00000015185
manacus_vitellinus ENSMVIG00005016907
gallus_gallus ENSGALG00000042358
gallus_gallus ENSGALG00000044048
meleagris_gallopavo ENSMGAG00000016089
numida_meleagris ENSNMEG00000008065
anas_platyrhynchos_platyrhynchos ENSAPLG00000024532
apteryx_haastii ENSAHAG00000014122
apteryx_owenii ENSAOWG00000002594
chelonoidis_abingdonii ENSCABG00000010534
gopherus_agassizii ENSGAGG00000002360
gopherus_agassizii ENSGAGG00000000938
chelonoidis_abingdonii ENSCABG00000006408
gopherus_agassizii ENSGAGG00000008078
chrysemys_picta_bellii ENSCPBG00000020713
gopherus_agassizii ENSGAGG00000007125
gopherus_agassizii ENSGAGG00000003831
pelodiscus_sinensis ENSPSIG00000000979
pelodiscus_sinensis ENSPSIG00000016051
pelodiscus_sinensis ENSPSIG00000001003
pelodiscus_sinensis ENSPSIG00000000147
pelodiscus_sinensis ENSPSIG00000000997
pelodiscus_sinensis ENSPSIG00000016263
chrysemys_picta_bellii ENSCPBG00000008592
gopherus_agassizii ENSGAGG00000018984
chrysemys_picta_bellii ENSCPBG00000008604
chrysemys_picta_bellii ENSCPBG00000008575
gopherus_agassizii ENSGAGG00000006744
chelonoidis_abingdonii ENSCABG00000017760
chrysemys_picta_bellii ENSCPBG00000000239
gopherus_agassizii ENSGAGG00000007272
chelonoidis_abingdonii ENSCABG00000017755
pelodiscus_sinensis ENSPSIG00000000166
chrysemys_picta_bellii ENSCPBG00000000258
chelonoidis_abingdonii ENSCABG00000017753
gopherus_agassizii ENSGAGG00000015448
gopherus_agassizii ENSGAGG00000006415
notechis_scutatus ENSNSUG00000010121
notechis_scutatus ENSNSUG00000010120
notechis_scutatus ENSNSUG00000011280
salvator_merianae ENSSMRG00000020452
pogona_vitticeps ENSPVIG00000016178
pogona_vitticeps ENSPVIG00000004712
notechis_scutatus ENSNSUG00000010118
salvator_merianae ENSSMRG00000020440
salvator_merianae ENSSMRG00000020439
salvator_merianae ENSSMRG00000020441
salvator_merianae ENSSMRG00000020442
salvator_merianae ENSSMRG00000020438
sphenodon_punctatus ENSSPUG00000008592
xenopus_tropicalis ENSXETG00000024280
xenopus_tropicalis ENSXETG00000024286
xenopus_tropicalis ENSXETG00000033458
xenopus_tropicalis ENSXETG00000013909
xenopus_tropicalis ENSXETG00000001695
xenopus_tropicalis ENSXETG00000032334
