amphiprion_ocellaris ENSAOCG00000011061
amphiprion_percula ENSAPEG00000010805
acanthochromis_polyacanthus ENSAPOG00000008003
stegastes_partitus ENSSPAG00000006113
oryzias_latipes_asm223467v1 ENSORLG00000022898
oryzias_latipes_asm223469v1 ENSORLG00015005262
oryzias_latipes_asm223471v1 ENSORLG00020018823
oryzias_melastigma ENSOMEG00000023568
anabas_testudineus ENSATEG00000019223
anabas_testudineus ENSATEG00000019291
mola_mola ENSMMOG00000007659
takifugu_rubripes ENSTRUG00000011551
labrus_bergylta ENSLBEG00000001156
gasterosteus_aculeatus ENSGACG00000011156
seriola_dumerili ENSSDUG00000005543
seriola_lalandi_dorsalis ENSSLDG00000024165
scophthalmus_maximus ENSSMAG00000004254
mastacembelus_armatus ENSMAMG00000022575
monopterus_albus ENSMALG00000014306
hippocampus_comes ENSHCOG00000019615
astatotilapia_calliptera ENSACLG00000002046
maylandia_zebra ENSMZEG00005002834
pundamilia_nyererei ENSPNYG00000020361
haplochromis_burtoni ENSHBUG00000004506
oreochromis_niloticus ENSONIG00000015456
amphilophus_citrinellus ENSACIG00000012281
cyprinodon_variegatus ENSCVAG00000013060
fundulus_heteroclitus ENSFHEG00000017129
xiphophorus_maculatus ENSXMAG00000004903
xiphophorus_couchianus ENSXCOG00000003609
gambusia_affinis ENSGAFG00000014643
poecilia_formosa ENSPFOG00000000931
poecilia_mexicana ENSPMEG00000002119
poecilia_formosa ENSPFOG00000021702
poecilia_formosa ENSPFOG00000023937
poecilia_reticulata ENSPREG00000012075
poecilia_latipinna ENSPLAG00000014792
kryptolebias_marmoratus ENSKMAG00000017213
tetraodon_nigroviridis ENSTNIG00000007167
periophthalmus_magnuspinnatus ENSPMGG00000007844
esox_lucius ENSELUG00000019731
esox_lucius ENSELUG00000004250
pygocentrus_nattereri ENSPNAG00000007736
astyanax_mexicanus ENSAMXG00000042329
ictalurus_punctatus ENSIPUG00000006818
pygocentrus_nattereri ENSPNAG00000007907
astyanax_mexicanus ENSAMXG00000041695
ictalurus_punctatus ENSIPUG00000012903
danio_rerio ENSDARG00000086826
scleropages_formosus ENSSFOG00015018256
scleropages_formosus ENSSFOG00015004117
paramormyrops_kingsleyae ENSPKIG00000007467
paramormyrops_kingsleyae ENSPKIG00000016303
paramormyrops_kingsleyae ENSPKIG00000021133
lepisosteus_oculatus ENSLOCG00000015518
pogona_vitticeps ENSPVIG00000022251
pogona_vitticeps ENSPVIG00000022252
anolis_carolinensis ENSACAG00000008438
notechis_scutatus ENSNSUG00000001844
salvator_merianae ENSSMRG00000009937
sphenodon_punctatus ENSSPUG00000014831
chrysemys_picta_bellii ENSCPBG00000024809
gopherus_agassizii ENSGAGG00000003801
pelodiscus_sinensis ENSPSIG00000005396
chrysemys_picta_bellii ENSCPBG00000024807
chelonoidis_abingdonii ENSCABG00000010557
pelodiscus_sinensis ENSPSIG00000005257
crocodylus_porosus ENSCPRG00005013383
apteryx_owenii ENSAOWG00000007722
apteryx_haastii ENSAHAG00000018745
apteryx_rowi ENSARWG00000000079
dromaius_novaehollandiae ENSDNVG00000006518
nothoprocta_perdicaria ENSNPEG00000006750
melopsittacus_undulatus ENSMUNG00000016843
lepidothrix_coronata ENSLCOG00000009740
calidris_pygmaea ENSCPGG00000013700
calidris_pugnax ENSCPUG00000002683
meleagris_gallopavo ENSMGAG00000011265
coturnix_japonica ENSCJPG00005013292
gallus_gallus ENSGALG00000046375
numida_meleagris ENSNMEG00000018195
anser_brachyrhynchus ENSABRG00000020234
crocodylus_porosus ENSCPRG00005013461
chelonoidis_abingdonii ENSCABG00000017502
gopherus_agassizii ENSGAGG00000024097
chrysemys_picta_bellii ENSCPBG00000023690
pelodiscus_sinensis ENSPSIG00000006923
notechis_scutatus ENSNSUG00000016649
pogona_vitticeps ENSPVIG00000023381
salvator_merianae ENSSMRG00000010020
sphenodon_punctatus ENSSPUG00000017416
bos_taurus ENSBTAG00000008707
bos_mutus ENSBMUG00000013672
bison_bison_bison ENSBBBG00000011599
capra_hircus ENSCHIG00000024550
ovis_aries ENSOARG00000009645
sus_scrofa ENSSSCG00000038378
vicugna_pacos ENSVPAG00000003304
equus_asinus_asinus ENSEASG00005007353
equus_caballus ENSECAG00000009434
pteropus_vampyrus ENSPVAG00000013832
myotis_lucifugus ENSMLUG00000008903
ursus_maritimus ENSUMAG00000014762
ailuropoda_melanoleuca ENSAMEG00000017569
neovison_vison ENSNVIG00000002931
mustela_putorius_furo ENSMPUG00000010163
canis_lupus_dingo ENSCAFG00020022838
canis_lupus_familiaris ENSCAFG00000006067
vulpes_vulpes ENSVVUG00000018904
panthera_pardus ENSPPRG00000003297
panthera_tigris_altaica ENSPTIG00000017602
felis_catus ENSFCAG00000023592
cavia_porcellus ENSCPOG00000012204
cavia_aperea ENSCAPG00000001236
chinchilla_lanigera ENSCLAG00000008525
octodon_degus ENSODEG00000009825
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007096
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005143
fukomys_damarensis ENSFDAG00000020906
marmota_marmota_marmota ENSMMMG00000017259
urocitellus_parryii ENSUPAG00010004719
ictidomys_tridecemlineatus ENSSTOG00000013894
spermophilus_dauricus ENSSDAG00000013500
castor_canadensis ENSCCNG00000018456
dipodomys_ordii ENSDORG00000009489
mus_spicilegus ENSMSIG00000008573
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022804
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038045
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020878
rattus_norvegicus ENSRNOG00000049335
meriones_unguiculatus ENSMUGG00000014746
meriones_unguiculatus ENSMUGG00000014814
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005892
cricetulus_griseus_crigri_1.0 ENSCGRG00000016999
cricetulus_griseus_crigri-picr ENSCGRG00015017070
mesocricetus_auratus ENSMAUG00000000744
microtus_ochrogaster ENSMOCG00000005446
peromyscus_maniculatus_bairdii ENSPEMG00000015093
nannospalax_galili ENSNGAG00000017046
oryctolagus_cuniculus ENSOCUG00000007229
prolemur_simus ENSPSMG00000020057
microcebus_murinus ENSMICG00000042050
propithecus_coquereli ENSPCOG00000014575
otolemur_garnettii ENSOGAG00000002563
homo_sapiens ENSG00000138068
gorilla_gorilla ENSGGOG00000008229
pan_paniscus ENSPPAG00000035149
pan_troglodytes ENSPTRG00000011835
pongo_abelii ENSPPYG00000012492
nomascus_leucogenys ENSNLEG00000016226
piliocolobus_tephrosceles ENSPTEG00000016410
colobus_angolensis_palliatus ENSCANG00000034372
rhinopithecus_bieti ENSRBIG00000028579
rhinopithecus_roxellana ENSRROG00000026001
mandrillus_leucophaeus ENSMLEG00000039005
cercocebus_atys ENSCATG00000040009
macaca_fascicularis ENSMFAG00000034517
macaca_mulatta ENSMMUG00000016451
macaca_nemestrina ENSMNEG00000018888
papio_anubis ENSPANG00000029217
theropithecus_gelada ENSTGEG00000026974
chlorocebus_sabaeus ENSCSAG00000012177
saimiri_boliviensis_boliviensis ENSSBOG00000032636
cebus_capucinus_imitator ENSCCAG00000038112
callithrix_jacchus ENSCJAG00000003850
aotus_nancymaae ENSANAG00000035649
loxodonta_africana ENSLAFG00000000952
echinops_telfairi ENSETEG00000005361
dasypus_novemcinctus ENSDNOG00000013668
choloepus_hoffmanni ENSCHOG00000005242
erinaceus_europaeus ENSEEUG00000000452
phascolarctos_cinereus ENSPCIG00000010986
notamacropus_eugenii ENSMEUG00000011372
sarcophilus_harrisii ENSSHAG00000004594
monodelphis_domestica ENSMODG00000015278
latimeria_chalumnae ENSLACG00000003575
latimeria_chalumnae ENSLACG00000002820
xenopus_tropicalis ENSXETG00000025063
xenopus_tropicalis ENSXETG00000007889
xenopus_tropicalis ENSXETG00000025065
xenopus_tropicalis ENSXETG00000030952
xenopus_tropicalis ENSXETG00000026845
xenopus_tropicalis ENSXETG00000007884
petromyzon_marinus ENSPMAG00000006014
petromyzon_marinus ENSPMAG00000007234
