latimeria_chalumnae ENSLACG00000002161
xenopus_tropicalis ENSXETG00000008327
anolis_carolinensis ENSACAG00000000861
pogona_vitticeps ENSPVIG00000025086
notechis_scutatus ENSNSUG00000008104
salvator_merianae ENSSMRG00000022447
sphenodon_punctatus ENSSPUG00000013767
gallus_gallus ENSGALG00000001557
coturnix_japonica ENSCJPG00005006626
meleagris_gallopavo ENSMGAG00000001638
numida_meleagris ENSNMEG00000012188
anser_brachyrhynchus ENSABRG00000002411
anas_platyrhynchos_platyrhynchos ENSAPLG00000012241
calidris_pugnax ENSCPUG00000019397
calidris_pygmaea ENSCPGG00000010922
taeniopygia_guttata ENSTGUG00000000648
lonchura_striata_domestica ENSLSDG00000008373
zonotrichia_albicollis ENSZALG00000016764
junco_hyemalis ENSJHYG00000012426
serinus_canaria ENSSCAG00000010747
ficedula_albicollis ENSFALG00000005669
parus_major ENSPMJG00000008683
cyanistes_caeruleus ENSCCEG00000007450
lepidothrix_coronata ENSLCOG00000004562
manacus_vitellinus ENSMVIG00005016583
melopsittacus_undulatus ENSMUNG00000012522
apteryx_owenii ENSAOWG00000014588
apteryx_rowi ENSARWG00000016841
apteryx_haastii ENSAHAG00000007029
dromaius_novaehollandiae ENSDNVG00000014604
nothoprocta_perdicaria ENSNPEG00000010668
crocodylus_porosus ENSCPRG00005002673
chelonoidis_abingdonii ENSCABG00000005012
gopherus_agassizii ENSGAGG00000017187
chrysemys_picta_bellii ENSCPBG00000017781
pelodiscus_sinensis ENSPSIG00000015440
panthera_tigris_altaica ENSPTIG00000019199
panthera_pardus ENSPPRG00000004280
felis_catus ENSFCAG00000007420
mustela_putorius_furo ENSMPUG00000009255
neovison_vison ENSNVIG00000021307
ursus_americanus ENSUAMG00000024189
ursus_maritimus ENSUMAG00000006162
ailuropoda_melanoleuca ENSAMEG00000007336
canis_lupus_familiaris ENSCAFG00000009762
vulpes_vulpes ENSVVUG00000019324
canis_lupus_dingo ENSCAFG00020007958
pteropus_vampyrus ENSPVAG00000003219
erinaceus_europaeus ENSEEUG00000005526
equus_caballus ENSECAG00000011007
equus_asinus_asinus ENSEASG00005022852
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033046
mus_spicilegus ENSMSIG00000021418
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031969
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031923
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014788
rattus_norvegicus ENSRNOG00000048164
meriones_unguiculatus ENSMUGG00000026725
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013515
cricetulus_griseus_crigri_1.0 ENSCGRG00000008371
cricetulus_griseus_crigri-picr ENSCGRG00015005737
mesocricetus_auratus ENSMAUG00000001610
microtus_ochrogaster ENSMOCG00000021466
peromyscus_maniculatus_bairdii ENSPEMG00000014104
nannospalax_galili ENSNGAG00000012245
jaculus_jaculus ENSJJAG00000019401
castor_canadensis ENSCCNG00000024266
dipodomys_ordii ENSDORG00000012787
marmota_marmota_marmota ENSMMMG00000002938
spermophilus_dauricus ENSSDAG00000014803
ictidomys_tridecemlineatus ENSSTOG00000024340
urocitellus_parryii ENSUPAG00010009563
octodon_degus ENSODEG00000002042
octodon_degus ENSODEG00000001864
chinchilla_lanigera ENSCLAG00000015209
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006304
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001428
fukomys_damarensis ENSFDAG00000014508
cavia_porcellus ENSCPOG00000006570
cavia_aperea ENSCAPG00000009773
ochotona_princeps ENSOPRG00000010014
pan_paniscus ENSPPAG00000009971
pan_troglodytes ENSPTRG00000004496
homo_sapiens ENSG00000151498
gorilla_gorilla ENSGGOG00000006813
pongo_abelii ENSPPYG00000004079
nomascus_leucogenys ENSNLEG00000012506
theropithecus_gelada ENSTGEG00000002423
papio_anubis ENSPANG00000002732
macaca_fascicularis ENSMFAG00000038809
macaca_mulatta ENSMMUG00000007107
macaca_nemestrina ENSMNEG00000041072
mandrillus_leucophaeus ENSMLEG00000028600
cercocebus_atys ENSCATG00000031145
chlorocebus_sabaeus ENSCSAG00000002115
colobus_angolensis_palliatus ENSCANG00000033763
piliocolobus_tephrosceles ENSPTEG00000037519
rhinopithecus_roxellana ENSRROG00000037462
rhinopithecus_bieti ENSRBIG00000014139
cebus_capucinus_imitator ENSCCAG00000037005
saimiri_boliviensis_boliviensis ENSSBOG00000029736
callithrix_jacchus ENSCJAG00000019530
aotus_nancymaae ENSANAG00000027093
carlito_syrichta ENSTSYG00000037359
microcebus_murinus ENSMICG00000005045
propithecus_coquereli ENSPCOG00000021037
prolemur_simus ENSPSMG00000005451
otolemur_garnettii ENSOGAG00000015375
loxodonta_africana ENSLAFG00000005177
procavia_capensis ENSPCAG00000012014
echinops_telfairi ENSETEG00000000774
bos_mutus ENSBMUG00000000740
bos_taurus ENSBTAG00000012937
bison_bison_bison ENSBBBG00000020039
capra_hircus ENSCHIG00000011486
ovis_aries ENSOARG00000013647
tursiops_truncatus ENSTTRG00000002356
vicugna_pacos ENSVPAG00000011222
sorex_araneus ENSSARG00000002288
myotis_lucifugus ENSMLUG00000009813
tupaia_belangeri ENSTBEG00000010022
ornithorhynchus_anatinus ENSOANG00000029323
ornithorhynchus_anatinus ENSOANG00000028447
oryctolagus_cuniculus ENSOCUG00000012305
choloepus_hoffmanni ENSCHOG00000010058
dasypus_novemcinctus ENSDNOG00000003524
ornithorhynchus_anatinus ENSOANG00000009004
paramormyrops_kingsleyae ENSPKIG00000004132
notamacropus_eugenii ENSMEUG00000008314
phascolarctos_cinereus ENSPCIG00000020495
monodelphis_domestica ENSMODG00000005464
sarcophilus_harrisii ENSSHAG00000013784
petromyzon_marinus ENSPMAG00000000887
mastacembelus_armatus ENSMAMG00000017198
monopterus_albus ENSMALG00000012573
anabas_testudineus ENSATEG00000020234
gasterosteus_aculeatus ENSGACG00000010582
mola_mola ENSMMOG00000014029
scophthalmus_maximus ENSSMAG00000008465
seriola_lalandi_dorsalis ENSSLDG00000014444
seriola_dumerili ENSSDUG00000004188
labrus_bergylta ENSLBEG00000023200
poecilia_formosa ENSPFOG00000007431
poecilia_latipinna ENSPLAG00000020544
poecilia_mexicana ENSPMEG00000022970
poecilia_reticulata ENSPREG00000011237
xiphophorus_couchianus ENSXCOG00000010366
gambusia_affinis ENSGAFG00000013486
xiphophorus_maculatus ENSXMAG00000020863
fundulus_heteroclitus ENSFHEG00000004690
cyprinodon_variegatus ENSCVAG00000003090
kryptolebias_marmoratus ENSKMAG00000013933
oryzias_latipes_asm223469v1 ENSORLG00015012697
oryzias_latipes_asm223467v1 ENSORLG00000005216
oryzias_latipes_asm223471v1 ENSORLG00020008015
oryzias_melastigma ENSOMEG00000005767
astatotilapia_calliptera ENSACLG00000009295
maylandia_zebra ENSMZEG00005005098
haplochromis_burtoni ENSHBUG00000003837
pundamilia_nyererei ENSPNYG00000015222
neolamprologus_brichardi ENSNBRG00000022034
oreochromis_niloticus ENSONIG00000011133
amphilophus_citrinellus ENSACIG00000007273
amphiprion_percula ENSAPEG00000007232
amphiprion_ocellaris ENSAOCG00000020021
acanthochromis_polyacanthus ENSAPOG00000019964
stegastes_partitus ENSSPAG00000014532
periophthalmus_magnuspinnatus ENSPMGG00000011244
tetraodon_nigroviridis ENSTNIG00000016181
takifugu_rubripes ENSTRUG00000003849
hippocampus_comes ENSHCOG00000002276
cynoglossus_semilaevis ENSCSEG00000013620
gadus_morhua ENSGMOG00000010419
esox_lucius ENSELUG00000020196
pygocentrus_nattereri ENSPNAG00000012699
astyanax_mexicanus ENSAMXG00000003161
ictalurus_punctatus ENSIPUG00000013846
danio_rerio ENSDARG00000042658
scleropages_formosus ENSSFOG00015002890
lepisosteus_oculatus ENSLOCG00000005041
ciona_savignyi ENSCSAVG00000002775
ciona_intestinalis ENSCING00000018971
caenorhabditis_elegans_strain_n2 WBGene00017874
