apteryx_rowi ENSARWG00000016600
apteryx_owenii ENSAOWG00000015649
apteryx_haastii ENSAHAG00000005234
dromaius_novaehollandiae ENSDNVG00000012017
nothoprocta_perdicaria ENSNPEG00000004870
gallus_gallus ENSGALG00000005848
numida_meleagris ENSNMEG00000015269
meleagris_gallopavo ENSMGAG00000002445
coturnix_japonica ENSCJPG00005005879
anas_platyrhynchos_platyrhynchos ENSAPLG00000005326
calidris_pugnax ENSCPUG00000005591
calidris_pygmaea ENSCPGG00000016141
taeniopygia_guttata ENSTGUG00000001753
lonchura_striata_domestica ENSLSDG00000013295
serinus_canaria ENSSCAG00000003332
zonotrichia_albicollis ENSZALG00000008493
ficedula_albicollis ENSFALG00000009799
parus_major ENSPMJG00000005237
cyanistes_caeruleus ENSCCEG00000001275
lepidothrix_coronata ENSLCOG00000013625
manacus_vitellinus ENSMVIG00005013681
crocodylus_porosus ENSCPRG00005015243
gopherus_agassizii ENSGAGG00000014871
chelonoidis_abingdonii ENSCABG00000007875
chrysemys_picta_bellii ENSCPBG00000004825
pogona_vitticeps ENSPVIG00000016235
anolis_carolinensis ENSACAG00000007445
notechis_scutatus ENSNSUG00000000913
salvator_merianae ENSSMRG00000020164
sphenodon_punctatus ENSSPUG00000011160
phascolarctos_cinereus ENSPCIG00000021759
notamacropus_eugenii ENSMEUG00000005356
monodelphis_domestica ENSMODG00000007889
sarcophilus_harrisii ENSSHAG00000017339
homo_sapiens ENSG00000258728
homo_sapiens ENSG00000137070
pan_troglodytes ENSPTRG00000033974
pan_paniscus ENSPPAG00000035832
gorilla_gorilla ENSGGOG00000044095
pongo_abelii ENSPPYG00000019115
nomascus_leucogenys ENSNLEG00000010517
macaca_fascicularis ENSMFAG00000044283
macaca_nemestrina ENSMNEG00000040663
macaca_mulatta ENSMMUG00000048888
theropithecus_gelada ENSTGEG00000009564
cercocebus_atys ENSCATG00000030653
mandrillus_leucophaeus ENSMLEG00000019933
papio_anubis ENSPANG00000025325
chlorocebus_sabaeus ENSCSAG00000010189
rhinopithecus_roxellana ENSRROG00000043402
rhinopithecus_bieti ENSRBIG00000041544
colobus_angolensis_palliatus ENSCANG00000042460
cebus_capucinus_imitator ENSCCAG00000026816
saimiri_boliviensis_boliviensis ENSSBOG00000034144
callithrix_jacchus ENSCJAG00000046015
aotus_nancymaae ENSANAG00000036391
carlito_syrichta ENSTSYG00000005443
microcebus_murinus ENSMICG00000002390
prolemur_simus ENSPSMG00000016759
propithecus_coquereli ENSPCOG00000017068
otolemur_garnettii ENSOGAG00000011952
tupaia_belangeri ENSTBEG00000004789
oryctolagus_cuniculus ENSOCUG00000023782
ochotona_princeps ENSOPRG00000009235
sorex_araneus ENSSARG00000013704
tursiops_truncatus ENSTTRG00000005676
sus_scrofa ENSSSCG00000010968
capra_hircus ENSCHIG00000009757
ovis_aries ENSOARG00000009133
bos_taurus ENSBTAG00000014907
bos_mutus ENSBMUG00000018179
bison_bison_bison ENSBBBG00000012226
equus_caballus ENSECAG00000008176
equus_asinus_asinus ENSEASG00005003923
ursus_maritimus ENSUMAG00000006228
ursus_americanus ENSUAMG00000017586
ailuropoda_melanoleuca ENSAMEG00000006896
neovison_vison ENSNVIG00000024045
mustela_putorius_furo ENSMPUG00000004393
canis_lupus_dingo ENSCAFG00020016035
canis_lupus_familiaris ENSCAFG00000001951
vulpes_vulpes ENSVVUG00000020960
panthera_pardus ENSPPRG00000024368
panthera_tigris_altaica ENSPTIG00000017988
felis_catus ENSFCAG00000003158
pteropus_vampyrus ENSPVAG00000014827
myotis_lucifugus ENSMLUG00000003066
erinaceus_europaeus ENSEEUG00000004187
procavia_capensis ENSPCAG00000013885
loxodonta_africana ENSLAFG00000011718
echinops_telfairi ENSETEG00000002077
dasypus_novemcinctus ENSDNOG00000035659
ictidomys_tridecemlineatus ENSSTOG00000029051
urocitellus_parryii ENSUPAG00010006839
spermophilus_dauricus ENSSDAG00000024479
marmota_marmota_marmota ENSMMMG00000008100
chinchilla_lanigera ENSCLAG00000005293
octodon_degus ENSODEG00000014692
cavia_aperea ENSCAPG00000009173
cavia_porcellus ENSCPOG00000022294
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014930
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005438
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095456
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078735
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095623
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073876
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073889
mus_spicilegus ENSMSIG00000005171
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024049
rattus_norvegicus ENSRNOG00000015068
meriones_unguiculatus ENSMUGG00000019422
cricetulus_griseus_crigri-picr ENSCGRG00015003830
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016904
cricetulus_griseus_crigri_1.0 ENSCGRG00000015678
mesocricetus_auratus ENSMAUG00000015659
microtus_ochrogaster ENSMOCG00000017156
peromyscus_maniculatus_bairdii ENSPEMG00000006399
nannospalax_galili ENSNGAG00000018831
jaculus_jaculus ENSJJAG00000021304
castor_canadensis ENSCCNG00000019494
dipodomys_ordii ENSDORG00000001737
ornithorhynchus_anatinus ENSOANG00000000470
xenopus_tropicalis ENSXETG00000002171
lepisosteus_oculatus ENSLOCG00000012354
