mus_spicilegus ENSMSIG00000013238
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022168
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025735
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021257
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023575
rattus_norvegicus ENSRNOG00000019921
meriones_unguiculatus ENSMUGG00000014946
microtus_ochrogaster ENSMOCG00000021242
peromyscus_maniculatus_bairdii ENSPEMG00000014031
cricetulus_griseus_crigri-picr ENSCGRG00015018183
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001686
cricetulus_griseus_crigri_1.0 ENSCGRG00000015053
mesocricetus_auratus ENSMAUG00000008779
nannospalax_galili ENSNGAG00000021563
jaculus_jaculus ENSJJAG00000022185
dipodomys_ordii ENSDORG00000023680
ochotona_princeps ENSOPRG00000010359
pan_paniscus ENSPPAG00000028953
pan_troglodytes ENSPTRG00000007552
gorilla_gorilla ENSGGOG00000013845
homo_sapiens ENSG00000103269
pongo_abelii ENSPPYG00000006920
nomascus_leucogenys ENSNLEG00000008158
rhinopithecus_roxellana ENSRROG00000002988
rhinopithecus_bieti ENSRBIG00000037218
piliocolobus_tephrosceles ENSPTEG00000003951
colobus_angolensis_palliatus ENSCANG00000031354
macaca_mulatta ENSMMUG00000001982
macaca_fascicularis ENSMFAG00000032567
macaca_nemestrina ENSMNEG00000039932
papio_anubis ENSPANG00000008685
cercocebus_atys ENSCATG00000001899
mandrillus_leucophaeus ENSMLEG00000043739
theropithecus_gelada ENSTGEG00000007094
chlorocebus_sabaeus ENSCSAG00000012329
cebus_capucinus_imitator ENSCCAG00000029065
callithrix_jacchus ENSCJAG00000012045
saimiri_boliviensis_boliviensis ENSSBOG00000019136
aotus_nancymaae ENSANAG00000020948
carlito_syrichta ENSTSYG00000035127
bos_taurus ENSBTAG00000017284
myotis_lucifugus ENSMLUG00000010410
panthera_pardus ENSPPRG00000007592
felis_catus ENSFCAG00000014919
ursus_maritimus ENSUMAG00000021135
ursus_americanus ENSUAMG00000012723
ailuropoda_melanoleuca ENSAMEG00000007305
canis_lupus_dingo ENSCAFG00020009025
canis_lupus_familiaris ENSCAFG00000019630
vulpes_vulpes ENSVVUG00000012487
mustela_putorius_furo ENSMPUG00000015985
pteropus_vampyrus ENSPVAG00000013084
sus_scrofa ENSSSCG00000007998
ovis_aries ENSOARG00000013223
capra_hircus ENSCHIG00000008203
panthera_tigris_altaica ENSPTIG00000019716
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007689
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006258
fukomys_damarensis ENSFDAG00000020055
octodon_degus ENSODEG00000015196
chinchilla_lanigera ENSCLAG00000015085
cavia_porcellus ENSCPOG00000026591
cavia_aperea ENSCAPG00000007690
ictidomys_tridecemlineatus ENSSTOG00000003966
marmota_marmota_marmota ENSMMMG00000018073
urocitellus_parryii ENSUPAG00010013713
spermophilus_dauricus ENSSDAG00000018870
castor_canadensis ENSCCNG00000015548
prolemur_simus ENSPSMG00000022238
microcebus_murinus ENSMICG00000010547
propithecus_coquereli ENSPCOG00000015565
otolemur_garnettii ENSOGAG00000025222
loxodonta_africana ENSLAFG00000021994
procavia_capensis ENSPCAG00000016368
phascolarctos_cinereus ENSPCIG00000021154
notamacropus_eugenii ENSMEUG00000001061
monodelphis_domestica ENSMODG00000016734
numida_meleagris ENSNMEG00000021656
meleagris_gallopavo ENSMGAG00000009731
cyanistes_caeruleus ENSCCEG00000009105
parus_major ENSPMJG00000008373
junco_hyemalis ENSJHYG00000017783
lonchura_striata_domestica ENSLSDG00000002162
calidris_pugnax ENSCPUG00000008040
calidris_pygmaea ENSCPGG00000015590
anolis_carolinensis ENSACAG00000000231
ovis_aries ENSOARG00000020141
equus_asinus_asinus ENSEASG00005018362
equus_caballus ENSECAG00000015115
tursiops_truncatus ENSTTRG00000004074
dasypus_novemcinctus ENSDNOG00000011418
salvator_merianae ENSSMRG00000013975
gopherus_agassizii ENSGAGG00000008030
chelonoidis_abingdonii ENSCABG00000003109
chrysemys_picta_bellii ENSCPBG00000026529
pelodiscus_sinensis ENSPSIG00000014072
sphenodon_punctatus ENSSPUG00000010148
pogona_vitticeps ENSPVIG00000021625
notechis_scutatus ENSNSUG00000019854
ficedula_albicollis ENSFALG00000004534
lepidothrix_coronata ENSLCOG00000007597
melopsittacus_undulatus ENSMUNG00000004974
apteryx_haastii ENSAHAG00000018439
apteryx_owenii ENSAOWG00000013092
apteryx_rowi ENSARWG00000004984
nothoprocta_perdicaria ENSNPEG00000010915
dromaius_novaehollandiae ENSDNVG00000005769
anser_brachyrhynchus ENSABRG00000022906
anas_platyrhynchos_platyrhynchos ENSAPLG00000029264
gallus_gallus ENSGALG00000028345
coturnix_japonica ENSCJPG00005016944
ornithorhynchus_anatinus ENSOANG00000012430
xenopus_tropicalis ENSXETG00000012110
latimeria_chalumnae ENSLACG00000009318
paramormyrops_kingsleyae ENSPKIG00000006617
scleropages_formosus ENSSFOG00015018751
astyanax_mexicanus ENSAMXG00000007206
pygocentrus_nattereri ENSPNAG00000012743
ictalurus_punctatus ENSIPUG00000000404
danio_rerio ENSDARG00000087040
gadus_morhua ENSGMOG00000016876
gasterosteus_aculeatus ENSGACG00000009028
labrus_bergylta ENSLBEG00000015840
takifugu_rubripes ENSTRUG00000015465
tetraodon_nigroviridis ENSTNIG00000012824
mola_mola ENSMMOG00000002214
seriola_lalandi_dorsalis ENSSLDG00000013218
seriola_dumerili ENSSDUG00000002186
scophthalmus_maximus ENSSMAG00000013007
amphiprion_percula ENSAPEG00000006931
amphiprion_ocellaris ENSAOCG00000003788
acanthochromis_polyacanthus ENSAPOG00000020724
stegastes_partitus ENSSPAG00000004930
haplochromis_burtoni ENSHBUG00000005259
astatotilapia_calliptera ENSACLG00000011909
maylandia_zebra ENSMZEG00005011521
pundamilia_nyererei ENSPNYG00000017203
neolamprologus_brichardi ENSNBRG00000022891
oreochromis_niloticus ENSONIG00000019987
amphilophus_citrinellus ENSACIG00000022753
anabas_testudineus ENSATEG00000015715
mastacembelus_armatus ENSMAMG00000009868
fundulus_heteroclitus ENSFHEG00000001749
cyprinodon_variegatus ENSCVAG00000001790
xiphophorus_maculatus ENSXMAG00000021468
xiphophorus_couchianus ENSXCOG00000012916
poecilia_reticulata ENSPREG00000018012
poecilia_latipinna ENSPLAG00000018940
poecilia_mexicana ENSPMEG00000016978
poecilia_formosa ENSPFOG00000022368
gambusia_affinis ENSGAFG00000016140
kryptolebias_marmoratus ENSKMAG00000012424
oryzias_latipes_asm223467v1 ENSORLG00000025565
oryzias_latipes_asm223469v1 ENSORLG00015009500
oryzias_latipes_asm223471v1 ENSORLG00020010984
oryzias_melastigma ENSOMEG00000016239
monopterus_albus ENSMALG00000001753
cynoglossus_semilaevis ENSCSEG00000011999
periophthalmus_magnuspinnatus ENSPMGG00000004774
hippocampus_comes ENSHCOG00000015572
esox_lucius ENSELUG00000009736
lepisosteus_oculatus ENSLOCG00000003471
eptatretus_burgeri ENSEBUG00000016984
