capra_hircus ENSCHIG00000023824
ovis_aries ENSOARG00000009464
bos_mutus ENSBMUG00000019911
bos_taurus ENSBTAG00000020556
bison_bison_bison ENSBBBG00000007562
tursiops_truncatus ENSTTRG00000008710
sorex_araneus ENSSARG00000002527
myotis_lucifugus ENSMLUG00000006559
pteropus_vampyrus ENSPVAG00000015948
equus_asinus_asinus ENSEASG00005013731
homo_sapiens ENSG00000267467
homo_sapiens ENSG00000224916
pan_troglodytes ENSPTRG00000033962
nomascus_leucogenys ENSNLEG00000001763
rhinopithecus_bieti ENSRBIG00000039672
rhinopithecus_roxellana ENSRROG00000031862
colobus_angolensis_palliatus ENSCANG00000028852
piliocolobus_tephrosceles ENSPTEG00000035910
macaca_nemestrina ENSMNEG00000035912
macaca_fascicularis ENSMFAG00000044777
theropithecus_gelada ENSTGEG00000019565
mandrillus_leucophaeus ENSMLEG00000027913
papio_anubis ENSPANG00000024334
chlorocebus_sabaeus ENSCSAG00000003243
cercocebus_atys ENSCATG00000028747
saimiri_boliviensis_boliviensis ENSSBOG00000020365
callithrix_jacchus ENSCJAG00000013050
cebus_capucinus_imitator ENSCCAG00000022993
aotus_nancymaae ENSANAG00000027471
carlito_syrichta ENSTSYG00000028020
prolemur_simus ENSPSMG00000025229
microcebus_murinus ENSMICG00000034209
propithecus_coquereli ENSPCOG00000019360
otolemur_garnettii ENSOGAG00000012770
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017401
cricetulus_griseus_crigri_1.0 ENSCGRG00000009260
cricetulus_griseus_crigri-picr ENSCGRG00015006414
cricetulus_griseus_crigri-picr ENSCGRG00015000862
mesocricetus_auratus ENSMAUG00000019705
peromyscus_maniculatus_bairdii ENSPEMG00000008327
microtus_ochrogaster ENSMOCG00000015539
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030387
mus_spicilegus ENSMSIG00000007155
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074336
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029303
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021163
rattus_norvegicus ENSRNOG00000018405
meriones_unguiculatus ENSMUGG00000000901
nannospalax_galili ENSNGAG00000015603
jaculus_jaculus ENSJJAG00000017851
octodon_degus ENSODEG00000011088
chinchilla_lanigera ENSCLAG00000001239
cavia_porcellus ENSCPOG00000009300
cavia_aperea ENSCAPG00000008911
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009663
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010647
fukomys_damarensis ENSFDAG00000008792
spermophilus_dauricus ENSSDAG00000010319
marmota_marmota_marmota ENSMMMG00000001133
urocitellus_parryii ENSUPAG00010021784
castor_canadensis ENSCCNG00000000464
procavia_capensis ENSPCAG00000010603
vicugna_pacos ENSVPAG00000010932
sus_scrofa ENSSSCG00000031646
ailuropoda_melanoleuca ENSAMEG00000012734
ursus_americanus ENSUAMG00000023472
neovison_vison ENSNVIG00000007657
mustela_putorius_furo ENSMPUG00000006178
canis_lupus_familiaris ENSCAFG00000004614
canis_lupus_dingo ENSCAFG00020012416
vulpes_vulpes ENSVVUG00000008290
panthera_tigris_altaica ENSPTIG00000020606
panthera_pardus ENSPPRG00000010783
felis_catus ENSFCAG00000004795
dipodomys_ordii ENSDORG00000016144
echinops_telfairi ENSETEG00000005747
