gallus_gallus ENSGALG00000010337
coturnix_japonica ENSCJPG00005018139
meleagris_gallopavo ENSMGAG00000010831
numida_meleagris ENSNMEG00000013029
anser_brachyrhynchus ENSABRG00000019773
anas_platyrhynchos_platyrhynchos ENSAPLG00000013026
parus_major ENSPMJG00000006770
cyanistes_caeruleus ENSCCEG00000017192
zonotrichia_albicollis ENSZALG00000011023
junco_hyemalis ENSJHYG00000001603
taeniopygia_guttata ENSTGUG00000014833
taeniopygia_guttata ENSTGUG00000011327
ficedula_albicollis ENSFALG00000005032
manacus_vitellinus ENSMVIG00005016591
melopsittacus_undulatus ENSMUNG00000016516
calidris_pygmaea ENSCPGG00000004486
calidris_pugnax ENSCPUG00000016528
apteryx_haastii ENSAHAG00000013693
apteryx_owenii ENSAOWG00000014747
apteryx_rowi ENSARWG00000001184
dromaius_novaehollandiae ENSDNVG00000004662
nothoprocta_perdicaria ENSNPEG00000001219
crocodylus_porosus ENSCPRG00005007044
gopherus_agassizii ENSGAGG00000000232
chelonoidis_abingdonii ENSCABG00000001959
chrysemys_picta_bellii ENSCPBG00000018780
pelodiscus_sinensis ENSPSIG00000012627
pogona_vitticeps ENSPVIG00000015041
anolis_carolinensis ENSACAG00000006974
notechis_scutatus ENSNSUG00000018557
salvator_merianae ENSSMRG00000003478
sphenodon_punctatus ENSSPUG00000000767
dasypus_novemcinctus ENSDNOG00000009586
choloepus_hoffmanni ENSCHOG00000002973
loxodonta_africana ENSLAFG00000015353
procavia_capensis ENSPCAG00000012969
echinops_telfairi ENSETEG00000010516
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006570
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013607
fukomys_damarensis ENSFDAG00000002293
octodon_degus ENSODEG00000000878
chinchilla_lanigera ENSCLAG00000004034
cavia_porcellus ENSCPOG00000009609
ictidomys_tridecemlineatus ENSSTOG00000003946
spermophilus_dauricus ENSSDAG00000019335
urocitellus_parryii ENSUPAG00010006785
marmota_marmota_marmota ENSMMMG00000015632
mus_spicilegus ENSMSIG00000029310
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025973
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043441
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025033
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026477
rattus_norvegicus ENSRNOG00000014793
meriones_unguiculatus ENSMUGG00000004231
peromyscus_maniculatus_bairdii ENSPEMG00000008920
microtus_ochrogaster ENSMOCG00000021487
cricetulus_griseus_crigri-picr ENSCGRG00015022299
cricetulus_griseus_crigri_1.0 ENSCGRG00000009305
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013143
mesocricetus_auratus ENSMAUG00000002545
nannospalax_galili ENSNGAG00000014103
castor_canadensis ENSCCNG00000005990
oryctolagus_cuniculus ENSOCUG00000001185
ochotona_princeps ENSOPRG00000000182
pan_troglodytes ENSPTRG00000015549
pan_paniscus ENSPPAG00000031139
homo_sapiens ENSG00000174948
gorilla_gorilla ENSGGOG00000001655
pongo_abelii ENSPPYG00000014223
nomascus_leucogenys ENSNLEG00000003727
papio_anubis ENSPANG00000010538
theropithecus_gelada ENSTGEG00000004582
cercocebus_atys ENSCATG00000027247
mandrillus_leucophaeus ENSMLEG00000035258
macaca_mulatta ENSMMUG00000047271
macaca_fascicularis ENSMFAG00000030860
macaca_nemestrina ENSMNEG00000036775
chlorocebus_sabaeus ENSCSAG00000011972
piliocolobus_tephrosceles ENSPTEG00000030552
colobus_angolensis_palliatus ENSCANG00000000256
rhinopithecus_roxellana ENSRROG00000028146
rhinopithecus_bieti ENSRBIG00000032536
cebus_capucinus_imitator ENSCCAG00000037844
saimiri_boliviensis_boliviensis ENSSBOG00000019206
callithrix_jacchus ENSCJAG00000000982
aotus_nancymaae ENSANAG00000037941
carlito_syrichta ENSTSYG00000002415
microcebus_murinus ENSMICG00000049352
propithecus_coquereli ENSPCOG00000027399
prolemur_simus ENSPSMG00000003410
otolemur_garnettii ENSOGAG00000011263
tupaia_belangeri ENSTBEG00000014027
equus_caballus ENSECAG00000009123
equus_asinus_asinus ENSEASG00005020678
erinaceus_europaeus ENSEEUG00000001198
neovison_vison ENSNVIG00000012479
mustela_putorius_furo ENSMPUG00000002729
canis_lupus_dingo ENSCAFG00020005372
canis_lupus_familiaris ENSCAFG00000008688
vulpes_vulpes ENSVVUG00000024529
ailuropoda_melanoleuca ENSAMEG00000011712
ursus_maritimus ENSUMAG00000011899
panthera_tigris_altaica ENSPTIG00000017502
panthera_pardus ENSPPRG00000023313
felis_catus ENSFCAG00000004861
bos_mutus ENSBMUG00000003215
bos_taurus ENSBTAG00000006147
bison_bison_bison ENSBBBG00000015060
capra_hircus ENSCHIG00000005003
ovis_aries ENSOARG00000003449
tursiops_truncatus ENSTTRG00000016884
sus_scrofa ENSSSCG00000023582
vicugna_pacos ENSVPAG00000004048
pteropus_vampyrus ENSPVAG00000008470
myotis_lucifugus ENSMLUG00000012000
phascolarctos_cinereus ENSPCIG00000000044
notamacropus_eugenii ENSMEUG00000004312
monodelphis_domestica ENSMODG00000015808
sarcophilus_harrisii ENSSHAG00000016046
ornithorhynchus_anatinus ENSOANG00000009564
xenopus_tropicalis ENSXETG00000007769
latimeria_chalumnae ENSLACG00000016336
paramormyrops_kingsleyae ENSPKIG00000009911
scleropages_formosus ENSSFOG00015019607
cynoglossus_semilaevis ENSCSEG00000013409
hippocampus_comes ENSHCOG00000003626
tetraodon_nigroviridis ENSTNIG00000007691
takifugu_rubripes ENSTRUG00000001181
gasterosteus_aculeatus ENSGACG00000010302
periophthalmus_magnuspinnatus ENSPMGG00000013854
scophthalmus_maximus ENSSMAG00000011906
xiphophorus_maculatus ENSXMAG00000022886
xiphophorus_couchianus ENSXCOG00000011690
gambusia_affinis ENSGAFG00000013866
poecilia_mexicana ENSPMEG00000008445
poecilia_formosa ENSPFOG00000009474
poecilia_latipinna ENSPLAG00000011126
poecilia_reticulata ENSPREG00000002984
fundulus_heteroclitus ENSFHEG00000017753
cyprinodon_variegatus ENSCVAG00000005548
kryptolebias_marmoratus ENSKMAG00000019439
oryzias_latipes_asm223469v1 ENSORLG00015007215
oryzias_latipes_asm223471v1 ENSORLG00020004686
oryzias_latipes_asm223467v1 ENSORLG00000005805
oryzias_melastigma ENSOMEG00000000261
monopterus_albus ENSMALG00000010455
mastacembelus_armatus ENSMAMG00000013227
anabas_testudineus ENSATEG00000015547
seriola_dumerili ENSSDUG00000023658
seriola_lalandi_dorsalis ENSSLDG00000017607
amphiprion_percula ENSAPEG00000001515
amphiprion_ocellaris ENSAOCG00000002872
acanthochromis_polyacanthus ENSAPOG00000001053
stegastes_partitus ENSSPAG00000022149
astatotilapia_calliptera ENSACLG00000014141
maylandia_zebra ENSMZEG00005001682
pundamilia_nyererei ENSPNYG00000007743
haplochromis_burtoni ENSHBUG00000015085
neolamprologus_brichardi ENSNBRG00000002158
oreochromis_niloticus ENSONIG00000003540
amphilophus_citrinellus ENSACIG00000016343
labrus_bergylta ENSLBEG00000023525
mola_mola ENSMMOG00000013036
gadus_morhua ENSGMOG00000014011
esox_lucius ENSELUG00000009220
astyanax_mexicanus ENSAMXG00000038301
pygocentrus_nattereri ENSPNAG00000013993
ictalurus_punctatus ENSIPUG00000010879
lepisosteus_oculatus ENSLOCG00000002178
petromyzon_marinus ENSPMAG00000008874
