cynoglossus_semilaevis ENSCSEG00000012391
periophthalmus_magnuspinnatus ENSPMGG00000001833
hippocampus_comes ENSHCOG00000012671
takifugu_rubripes ENSTRUG00000013478
tetraodon_nigroviridis ENSTNIG00000016603
gasterosteus_aculeatus ENSGACG00000005392
monopterus_albus ENSMALG00000004066
scophthalmus_maximus ENSSMAG00000008237
mola_mola ENSMMOG00000003500
poecilia_formosa ENSPFOG00000015401
poecilia_latipinna ENSPLAG00000009321
poecilia_mexicana ENSPMEG00000021073
poecilia_reticulata ENSPREG00000023099
xiphophorus_maculatus ENSXMAG00000010986
xiphophorus_couchianus ENSXCOG00000011698
gambusia_affinis ENSGAFG00000006889
cyprinodon_variegatus ENSCVAG00000007560
fundulus_heteroclitus ENSFHEG00000006256
kryptolebias_marmoratus ENSKMAG00000016437
oryzias_latipes_asm223467v1 ENSORLG00000011074
oryzias_latipes_asm223469v1 ENSORLG00015001925
oryzias_latipes_asm223471v1 ENSORLG00020017713
oryzias_melastigma ENSOMEG00000001336
maylandia_zebra ENSMZEG00005006617
pundamilia_nyererei ENSPNYG00000018307
astatotilapia_calliptera ENSACLG00000000235
haplochromis_burtoni ENSHBUG00000009824
neolamprologus_brichardi ENSNBRG00000015186
oreochromis_niloticus ENSONIG00000009861
amphilophus_citrinellus ENSACIG00000021689
mastacembelus_armatus ENSMAMG00000021571
anabas_testudineus ENSATEG00000019268
seriola_lalandi_dorsalis ENSSLDG00000021628
seriola_dumerili ENSSDUG00000006464
amphiprion_percula ENSAPEG00000014293
amphiprion_ocellaris ENSAOCG00000004934
acanthochromis_polyacanthus ENSAPOG00000022739
stegastes_partitus ENSSPAG00000020576
labrus_bergylta ENSLBEG00000016428
labrus_bergylta ENSLBEG00000012818
gadus_morhua ENSGMOG00000015945
esox_lucius ENSELUG00000010431
astyanax_mexicanus ENSAMXG00000001143
astyanax_mexicanus ENSAMXG00000037738
pygocentrus_nattereri ENSPNAG00000008352
ictalurus_punctatus ENSIPUG00000018740
danio_rerio ENSDARG00000104541
scleropages_formosus ENSSFOG00015001648
paramormyrops_kingsleyae ENSPKIG00000002633
lepisosteus_oculatus ENSLOCG00000016298
apteryx_owenii ENSAOWG00000010677
apteryx_rowi ENSARWG00000000273
apteryx_haastii ENSAHAG00000001941
dromaius_novaehollandiae ENSDNVG00000001115
nothoprocta_perdicaria ENSNPEG00000002373
anser_brachyrhynchus ENSABRG00000018300
anas_platyrhynchos_platyrhynchos ENSAPLG00000016015
meleagris_gallopavo ENSMGAG00000005109
gallus_gallus ENSGALG00000008957
coturnix_japonica ENSCJPG00005001501
numida_meleagris ENSNMEG00000003165
manacus_vitellinus ENSMVIG00005019542
manacus_vitellinus ENSMVIG00005002394
lepidothrix_coronata ENSLCOG00000014432
