astyanax_mexicanus ENSAMXG00000034831
pygocentrus_nattereri ENSPNAG00000005587
danio_rerio ENSDARG00000114294
takifugu_rubripes ENSTRUG00000020245
mola_mola ENSMMOG00000008363
periophthalmus_magnuspinnatus ENSPMGG00000006194
poecilia_latipinna ENSPLAG00000010198
poecilia_mexicana ENSPMEG00000019381
poecilia_reticulata ENSPREG00000012762
gambusia_affinis ENSGAFG00000008326
xiphophorus_maculatus ENSXMAG00000029998
xiphophorus_couchianus ENSXCOG00000013651
cyprinodon_variegatus ENSCVAG00000023431
oryzias_latipes_asm223467v1 ENSORLG00000028999
oryzias_latipes_asm223469v1 ENSORLG00015007317
oryzias_latipes_asm223471v1 ENSORLG00020009272
oryzias_melastigma ENSOMEG00000016237
cynoglossus_semilaevis ENSCSEG00000006648
monopterus_albus ENSMALG00000000338
maylandia_zebra ENSMZEG00005023847
stegastes_partitus ENSSPAG00000013505
mastacembelus_armatus ENSMAMG00000004099
seriola_dumerili ENSSDUG00000004581
hippocampus_comes ENSHCOG00000016324
amphiprion_ocellaris ENSAOCG00000003620
amphiprion_percula ENSAPEG00000022665
amphilophus_citrinellus ENSACIG00000001852
seriola_lalandi_dorsalis ENSSLDG00000023866
labrus_bergylta ENSLBEG00000019972
anabas_testudineus ENSATEG00000000244
kryptolebias_marmoratus ENSKMAG00000021710
fundulus_heteroclitus ENSFHEG00000005203
acanthochromis_polyacanthus ENSAPOG00000003821
