tetraodon_nigroviridis ENSTNIG00000008709
takifugu_rubripes ENSTRUG00000002765
kryptolebias_marmoratus ENSKMAG00000015120
cynoglossus_semilaevis ENSCSEG00000007072
seriola_lalandi_dorsalis ENSSLDG00000013858
seriola_dumerili ENSSDUG00000003515
scophthalmus_maximus ENSSMAG00000003235
monopterus_albus ENSMALG00000018046
mastacembelus_armatus ENSMAMG00000013994
anabas_testudineus ENSATEG00000018649
labrus_bergylta ENSLBEG00000026965
mola_mola ENSMMOG00000005629
gasterosteus_aculeatus ENSGACG00000001658
cyprinodon_variegatus ENSCVAG00000013256
fundulus_heteroclitus ENSFHEG00000007523
gambusia_affinis ENSGAFG00000011766
poecilia_reticulata ENSPREG00000012951
xiphophorus_maculatus ENSXMAG00000012503
xiphophorus_couchianus ENSXCOG00000003754
oryzias_latipes_asm223469v1 ENSORLG00015005120
oryzias_latipes_asm223471v1 ENSORLG00020008741
oryzias_latipes_asm223467v1 ENSORLG00000004485
oryzias_melastigma ENSOMEG00000021317
maylandia_zebra ENSMZEG00005016416
astatotilapia_calliptera ENSACLG00000009947
haplochromis_burtoni ENSHBUG00000001481
pundamilia_nyererei ENSPNYG00000007396
neolamprologus_brichardi ENSNBRG00000013373
oreochromis_niloticus ENSONIG00000003744
amphilophus_citrinellus ENSACIG00000014589
amphiprion_ocellaris ENSAOCG00000017390
amphiprion_percula ENSAPEG00000003171
acanthochromis_polyacanthus ENSAPOG00000000880
stegastes_partitus ENSSPAG00000004661
hippocampus_comes ENSHCOG00000017475
periophthalmus_magnuspinnatus ENSPMGG00000014361
gadus_morhua ENSGMOG00000002498
esox_lucius ENSELUG00000004043
pygocentrus_nattereri ENSPNAG00000003023
astyanax_mexicanus ENSAMXG00000043393
ictalurus_punctatus ENSIPUG00000011455
danio_rerio ENSDARG00000076155
paramormyrops_kingsleyae ENSPKIG00000009397
scleropages_formosus ENSSFOG00015017121
lepisosteus_oculatus ENSLOCG00000007357
apteryx_owenii ENSAOWG00000018634
apteryx_haastii ENSAHAG00000018333
apteryx_rowi ENSARWG00000004202
dromaius_novaehollandiae ENSDNVG00000005412
nothoprocta_perdicaria ENSNPEG00000004815
taeniopygia_guttata ENSTGUG00000001048
lonchura_striata_domestica ENSLSDG00000001883
serinus_canaria ENSSCAG00000008898
zonotrichia_albicollis ENSZALG00000015859
junco_hyemalis ENSJHYG00000008307
parus_major ENSPMJG00000005965
cyanistes_caeruleus ENSCCEG00000014210
ficedula_albicollis ENSFALG00000007132
lepidothrix_coronata ENSLCOG00000010505
manacus_vitellinus ENSMVIG00005007258
melopsittacus_undulatus ENSMUNG00000006955
calidris_pygmaea ENSCPGG00000008209
calidris_pugnax ENSCPUG00000019260
anser_brachyrhynchus ENSABRG00000001804
anas_platyrhynchos_platyrhynchos ENSAPLG00000008962
meleagris_gallopavo ENSMGAG00000006525
gallus_gallus ENSGALG00000007351
coturnix_japonica ENSCJPG00005003710
numida_meleagris ENSNMEG00000008848
crocodylus_porosus ENSCPRG00005007911
chelonoidis_abingdonii ENSCABG00000002151
gopherus_agassizii ENSGAGG00000009671
chrysemys_picta_bellii ENSCPBG00000015871
pelodiscus_sinensis ENSPSIG00000015809
anolis_carolinensis ENSACAG00000007513
pogona_vitticeps ENSPVIG00000023537
notechis_scutatus ENSNSUG00000001838
salvator_merianae ENSSMRG00000014244
sphenodon_punctatus ENSSPUG00000017558
loxodonta_africana ENSLAFG00000013452
echinops_telfairi ENSETEG00000008496
choloepus_hoffmanni ENSCHOG00000009091
dasypus_novemcinctus ENSDNOG00000041149
pan_troglodytes ENSPTRG00000033794
pan_paniscus ENSPPAG00000038626
gorilla_gorilla ENSGGOG00000009335
homo_sapiens ENSG00000107951
pongo_abelii ENSPPYG00000002184
nomascus_leucogenys ENSNLEG00000017059
mandrillus_leucophaeus ENSMLEG00000043590
cercocebus_atys ENSCATG00000035677
theropithecus_gelada ENSTGEG00000027923
papio_anubis ENSPANG00000022927
macaca_mulatta ENSMMUG00000003001
macaca_fascicularis ENSMFAG00000036179
macaca_nemestrina ENSMNEG00000039635
chlorocebus_sabaeus ENSCSAG00000011662
piliocolobus_tephrosceles ENSPTEG00000022582
colobus_angolensis_palliatus ENSCANG00000035641
rhinopithecus_roxellana ENSRROG00000033147
rhinopithecus_bieti ENSRBIG00000038102
callithrix_jacchus ENSCJAG00000013270
saimiri_boliviensis_boliviensis ENSSBOG00000034390
cebus_capucinus_imitator ENSCCAG00000031189
aotus_nancymaae ENSANAG00000028210
aotus_nancymaae ENSANAG00000030321
carlito_syrichta ENSTSYG00000010888
microcebus_murinus ENSMICG00000026621
