notechis_scutatus ENSNSUG00000004550
pogona_vitticeps ENSPVIG00000000120
salvator_merianae ENSSMRG00000019911
sphenodon_punctatus ENSSPUG00000011568
junco_hyemalis ENSJHYG00000001059
zonotrichia_albicollis ENSZALG00000004815
serinus_canaria ENSSCAG00000013703
ficedula_albicollis ENSFALG00000004831
lonchura_striata_domestica ENSLSDG00000001753
taeniopygia_guttata ENSTGUG00000005758
cyanistes_caeruleus ENSCCEG00000004714
parus_major ENSPMJG00000005791
lepidothrix_coronata ENSLCOG00000009908
manacus_vitellinus ENSMVIG00005007157
melopsittacus_undulatus ENSMUNG00000002539
calidris_pygmaea ENSCPGG00000005550
calidris_pugnax ENSCPUG00000005763
anser_brachyrhynchus ENSABRG00000009467
anas_platyrhynchos_platyrhynchos ENSAPLG00000012691
gallus_gallus ENSGALG00000007211
coturnix_japonica ENSCJPG00005006558
meleagris_gallopavo ENSMGAG00000008168
numida_meleagris ENSNMEG00000016510
dromaius_novaehollandiae ENSDNVG00000006589
nothoprocta_perdicaria ENSNPEG00000006950
apteryx_owenii ENSAOWG00000005142
apteryx_haastii ENSAHAG00000006668
apteryx_haastii ENSAHAG00000006661
apteryx_rowi ENSARWG00000014056
crocodylus_porosus ENSCPRG00005008387
gopherus_agassizii ENSGAGG00000016273
chelonoidis_abingdonii ENSCABG00000023149
chrysemys_picta_bellii ENSCPBG00000026806
pelodiscus_sinensis ENSPSIG00000004536
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000053166
mus_spicilegus ENSMSIG00000022963
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025602
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024682
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026124
rattus_norvegicus ENSRNOG00000018557
meriones_unguiculatus ENSMUGG00000006468
cricetulus_griseus_crigri_1.0 ENSCGRG00000014649
cricetulus_griseus_crigri-picr ENSCGRG00015020758
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022315
mesocricetus_auratus ENSMAUG00000003148
microtus_ochrogaster ENSMOCG00000014328
peromyscus_maniculatus_bairdii ENSPEMG00000012454
fukomys_damarensis ENSFDAG00000009478
marmota_marmota_marmota ENSMMMG00000006067
carlito_syrichta ENSTSYG00000032428
erinaceus_europaeus ENSEEUG00000008769
loxodonta_africana ENSLAFG00000031327
bison_bison_bison ENSBBBG00000012221
bos_mutus ENSBMUG00000005628
ovis_aries ENSOARG00000008519
ailuropoda_melanoleuca ENSAMEG00000012915
chinchilla_lanigera ENSCLAG00000014649
octodon_degus ENSODEG00000007669
cavia_porcellus ENSCPOG00000002727
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008778
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004224
urocitellus_parryii ENSUPAG00010001939
ictidomys_tridecemlineatus ENSSTOG00000024300
jaculus_jaculus ENSJJAG00000014711
nannospalax_galili ENSNGAG00000016230
spermophilus_dauricus ENSSDAG00000005673
cavia_aperea ENSCAPG00000013261
castor_canadensis ENSCCNG00000023369
dipodomys_ordii ENSDORG00000029442
oryctolagus_cuniculus ENSOCUG00000014684
saimiri_boliviensis_boliviensis ENSSBOG00000020261
macaca_mulatta ENSMMUG00000004479
macaca_fascicularis ENSMFAG00000039782
macaca_nemestrina ENSMNEG00000040274
chlorocebus_sabaeus ENSCSAG00000014755
cercocebus_atys ENSCATG00000033624
mandrillus_leucophaeus ENSMLEG00000039057
theropithecus_gelada ENSTGEG00000018481
papio_anubis ENSPANG00000026139
piliocolobus_tephrosceles ENSPTEG00000025897
colobus_angolensis_palliatus ENSCANG00000039761
rhinopithecus_bieti ENSRBIG00000042470
rhinopithecus_roxellana ENSRROG00000038600
pan_troglodytes ENSPTRG00000013581
pan_paniscus ENSPPAG00000034211
gorilla_gorilla ENSGGOG00000023452
homo_sapiens ENSG00000149654
pongo_abelii ENSPPYG00000011089
nomascus_leucogenys ENSNLEG00000028456
aotus_nancymaae ENSANAG00000020637
propithecus_coquereli ENSPCOG00000016140
prolemur_simus ENSPSMG00000008148
microcebus_murinus ENSMICG00000029501
otolemur_garnettii ENSOGAG00000009637
cebus_capucinus_imitator ENSCCAG00000031781
callithrix_jacchus ENSCJAG00000017106
ochotona_princeps ENSOPRG00000000265
tupaia_belangeri ENSTBEG00000004442
felis_catus ENSFCAG00000019334
panthera_pardus ENSPPRG00000000341
neovison_vison ENSNVIG00000009638
mustela_putorius_furo ENSMPUG00000017604
pteropus_vampyrus ENSPVAG00000014519
canis_lupus_familiaris ENSCAFG00000010175
canis_lupus_dingo ENSCAFG00020014375
vulpes_vulpes ENSVVUG00000016484
ursus_americanus ENSUAMG00000012297
myotis_lucifugus ENSMLUG00000006013
tursiops_truncatus ENSTTRG00000000491
sus_scrofa ENSSSCG00000007439
bos_taurus ENSBTAG00000005672
capra_hircus ENSCHIG00000018764
equus_caballus ENSECAG00000024422
