notamacropus_eugenii ENSMEUG00000015546
phascolarctos_cinereus ENSPCIG00000020228
sarcophilus_harrisii ENSSHAG00000016091
monodelphis_domestica ENSMODG00000018386
pteropus_vampyrus ENSPVAG00000015013
myotis_lucifugus ENSMLUG00000003841
equus_asinus_asinus ENSEASG00005005563
equus_caballus ENSECAG00000023967
ursus_maritimus ENSUMAG00000019025
ursus_americanus ENSUAMG00000013224
ailuropoda_melanoleuca ENSAMEG00000006967
mustela_putorius_furo ENSMPUG00000005460
neovison_vison ENSNVIG00000004102
canis_lupus_familiaris ENSCAFG00000002929
canis_lupus_dingo ENSCAFG00020014632
vulpes_vulpes ENSVVUG00000019448
panthera_pardus ENSPPRG00000011022
panthera_tigris_altaica ENSPTIG00000013778
felis_catus ENSFCAG00000005721
bos_taurus ENSBTAG00000000679
bos_mutus ENSBMUG00000006995
bison_bison_bison ENSBBBG00000011062
capra_hircus ENSCHIG00000017055
ovis_aries ENSOARG00000007448
tursiops_truncatus ENSTTRG00000007841
sus_scrofa ENSSSCG00000004456
vicugna_pacos ENSVPAG00000003324
erinaceus_europaeus ENSEEUG00000008662
sorex_araneus ENSSARG00000001178
pan_paniscus ENSPPAG00000033718
pan_troglodytes ENSPTRG00000018379
gorilla_gorilla ENSGGOG00000000454
homo_sapiens ENSG00000013375
pongo_abelii ENSPPYG00000016804
nomascus_leucogenys ENSNLEG00000012646
mandrillus_leucophaeus ENSMLEG00000021337
cercocebus_atys ENSCATG00000042665
theropithecus_gelada ENSTGEG00000017312
papio_anubis ENSPANG00000020093
chlorocebus_sabaeus ENSCSAG00000017390
macaca_nemestrina ENSMNEG00000031877
macaca_fascicularis ENSMFAG00000035703
macaca_mulatta ENSMMUG00000012589
rhinopithecus_bieti ENSRBIG00000041378
rhinopithecus_roxellana ENSRROG00000034040
colobus_angolensis_palliatus ENSCANG00000031560
piliocolobus_tephrosceles ENSPTEG00000020360
cebus_capucinus_imitator ENSCCAG00000033780
saimiri_boliviensis_boliviensis ENSSBOG00000029648
callithrix_jacchus ENSCJAG00000009086
aotus_nancymaae ENSANAG00000025707
aotus_nancymaae ENSANAG00000031069
carlito_syrichta ENSTSYG00000008727
microcebus_murinus ENSMICG00000013735
prolemur_simus ENSPSMG00000024515
propithecus_coquereli ENSPCOG00000011581
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009618
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002334
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014036
fukomys_damarensis ENSFDAG00000014191
fukomys_damarensis ENSFDAG00000015274
chinchilla_lanigera ENSCLAG00000011213
octodon_degus ENSODEG00000008826
cavia_porcellus ENSCPOG00000002649
cavia_aperea ENSCAPG00000009968
ictidomys_tridecemlineatus ENSSTOG00000001276
spermophilus_dauricus ENSSDAG00000016309
urocitellus_parryii ENSUPAG00010016209
marmota_marmota_marmota ENSMMMG00000008251
cricetulus_griseus_crigri-picr ENSCGRG00015009613
cricetulus_griseus_crigri_1.0 ENSCGRG00000013126
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024995
mesocricetus_auratus ENSMAUG00000000748
peromyscus_maniculatus_bairdii ENSPEMG00000020344
microtus_ochrogaster ENSMOCG00000021424
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033635
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056131
mus_spicilegus ENSMSIG00000019432
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032496
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015363
rattus_norvegicus ENSRNOG00000009515
meriones_unguiculatus ENSMUGG00000012321
nannospalax_galili ENSNGAG00000008431
