ovis_aries ENSOARG00000014643
capra_hircus ENSCHIG00000008768
tursiops_truncatus ENSTTRG00000005469
vicugna_pacos ENSVPAG00000007954
equus_caballus ENSECAG00000021018
ailuropoda_melanoleuca ENSAMEG00000001815
mustela_putorius_furo ENSMPUG00000015926
vulpes_vulpes ENSVVUG00000021207
canis_lupus_familiaris ENSCAFG00000024872
panthera_pardus ENSPPRG00000007083
panthera_tigris_altaica ENSPTIG00000008460
felis_catus ENSFCAG00000040310
pteropus_vampyrus ENSPVAG00000014864
myotis_lucifugus ENSMLUG00000025852
erinaceus_europaeus ENSEEUG00000013574
sorex_araneus ENSSARG00000014572
mus_spicilegus ENSMSIG00000002020
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028505
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028575
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027134
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026168
rattus_norvegicus ENSRNOG00000026323
meriones_unguiculatus ENSMUGG00000020279
peromyscus_maniculatus_bairdii ENSPEMG00000016567
microtus_ochrogaster ENSMOCG00000018858
cricetulus_griseus_crigri_1.0 ENSCGRG00000010745
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001186
mesocricetus_auratus ENSMAUG00000015891
nannospalax_galili ENSNGAG00000023403
dipodomys_ordii ENSDORG00000010654
fukomys_damarensis ENSFDAG00000018650
chinchilla_lanigera ENSCLAG00000001968
chinchilla_lanigera ENSCLAG00000001999
urocitellus_parryii ENSUPAG00010008024
spermophilus_dauricus ENSSDAG00000021801
marmota_marmota_marmota ENSMMMG00000009014
oryctolagus_cuniculus ENSOCUG00000017675
ochotona_princeps ENSOPRG00000007193
pan_troglodytes ENSPTRG00000020836
pan_paniscus ENSPPAG00000042132
homo_sapiens ENSG00000120160
gorilla_gorilla ENSGGOG00000013734
pongo_abelii ENSPPYG00000019157
nomascus_leucogenys ENSNLEG00000004703
rhinopithecus_roxellana ENSRROG00000045135
rhinopithecus_bieti ENSRBIG00000029364
colobus_angolensis_palliatus ENSCANG00000030256
piliocolobus_tephrosceles ENSPTEG00000015977
macaca_mulatta ENSMMUG00000010985
macaca_fascicularis ENSMFAG00000043911
macaca_nemestrina ENSMNEG00000012016
papio_anubis ENSPANG00000025274
theropithecus_gelada ENSTGEG00000012179
cercocebus_atys ENSCATG00000010354
mandrillus_leucophaeus ENSMLEG00000039467
chlorocebus_sabaeus ENSCSAG00000009785
cebus_capucinus_imitator ENSCCAG00000028124
saimiri_boliviensis_boliviensis ENSSBOG00000023038
aotus_nancymaae ENSANAG00000027869
carlito_syrichta ENSTSYG00000012885
prolemur_simus ENSPSMG00000011157
microcebus_murinus ENSMICG00000034150
propithecus_coquereli ENSPCOG00000005393
otolemur_garnettii ENSOGAG00000016757
tupaia_belangeri ENSTBEG00000006082
loxodonta_africana ENSLAFG00000008794
procavia_capensis ENSPCAG00000003668
echinops_telfairi ENSETEG00000020026
dasypus_novemcinctus ENSDNOG00000039989
