mastacembelus_armatus ENSMAMG00000013675
monopterus_albus ENSMALG00000014225
fundulus_heteroclitus ENSFHEG00000007493
cyprinodon_variegatus ENSCVAG00000004994
xiphophorus_maculatus ENSXMAG00000006132
xiphophorus_couchianus ENSXCOG00000003723
gambusia_affinis ENSGAFG00000014930
poecilia_formosa ENSPFOG00000000383
poecilia_mexicana ENSPMEG00000003223
poecilia_latipinna ENSPLAG00000005190
poecilia_reticulata ENSPREG00000010101
kryptolebias_marmoratus ENSKMAG00000011531
periophthalmus_magnuspinnatus ENSPMGG00000004487
cynoglossus_semilaevis ENSCSEG00000000377
tetraodon_nigroviridis ENSTNIG00000008227
tetraodon_nigroviridis ENSTNIG00000008229
takifugu_rubripes ENSTRUG00000006831
astatotilapia_calliptera ENSACLG00000015084
astatotilapia_calliptera ENSACLG00000024514
maylandia_zebra ENSMZEG00005016910
haplochromis_burtoni ENSHBUG00000001180
neolamprologus_brichardi ENSNBRG00000022566
astatotilapia_calliptera ENSACLG00000015077
astatotilapia_calliptera ENSACLG00000024553
maylandia_zebra ENSMZEG00005016896
pundamilia_nyererei ENSPNYG00000022768
astatotilapia_calliptera ENSACLG00000024535
astatotilapia_calliptera ENSACLG00000015050
maylandia_zebra ENSMZEG00005016889
maylandia_zebra ENSMZEG00005016876
haplochromis_burtoni ENSHBUG00000015200
haplochromis_burtoni ENSHBUG00000022506
pundamilia_nyererei ENSPNYG00000023906
astatotilapia_calliptera ENSACLG00000015033
astatotilapia_calliptera ENSACLG00000024570
maylandia_zebra ENSMZEG00005016815
neolamprologus_brichardi ENSNBRG00000022502
oreochromis_niloticus ENSONIG00000011009
oreochromis_niloticus ENSONIG00000011008
oreochromis_niloticus ENSONIG00000011320
oreochromis_niloticus ENSONIG00000006413
oreochromis_niloticus ENSONIG00000004813
amphilophus_citrinellus ENSACIG00000011094
amphilophus_citrinellus ENSACIG00000011072
oryzias_latipes_asm223471v1 ENSORLG00020003666
oryzias_latipes_asm223467v1 ENSORLG00000012555
oryzias_latipes_asm223469v1 ENSORLG00015002047
oryzias_melastigma ENSOMEG00000013821
labrus_bergylta ENSLBEG00000012474
labrus_bergylta ENSLBEG00000024576
labrus_bergylta ENSLBEG00000004707
labrus_bergylta ENSLBEG00000004774
hippocampus_comes ENSHCOG00000008969
seriola_dumerili ENSSDUG00000021696
amphiprion_percula ENSAPEG00000017846
amphiprion_ocellaris ENSAOCG00000014290
acanthochromis_polyacanthus ENSAPOG00000015788
stegastes_partitus ENSSPAG00000016873
amphilophus_citrinellus ENSACIG00000011026
anabas_testudineus ENSATEG00000001710
seriola_lalandi_dorsalis ENSSLDG00000016912
seriola_lalandi_dorsalis ENSSLDG00000017322
seriola_dumerili ENSSDUG00000021682
scophthalmus_maximus ENSSMAG00000017962
gasterosteus_aculeatus ENSGACG00000005463
gasterosteus_aculeatus ENSGACG00000005513
gasterosteus_aculeatus ENSGACG00000005532
mola_mola ENSMMOG00000016590
haplochromis_burtoni ENSHBUG00000022523
pundamilia_nyererei ENSPNYG00000022778
pundamilia_nyererei ENSPNYG00000022781
neolamprologus_brichardi ENSNBRG00000022554
acanthochromis_polyacanthus ENSAPOG00000022066
gadus_morhua ENSGMOG00000013968
esox_lucius ENSELUG00000002049
pygocentrus_nattereri ENSPNAG00000024509
astyanax_mexicanus ENSAMXG00000040014
ictalurus_punctatus ENSIPUG00000023785
danio_rerio ENSDARG00000055416
danio_rerio ENSDARG00000070396
paramormyrops_kingsleyae ENSPKIG00000007260
paramormyrops_kingsleyae ENSPKIG00000007312
paramormyrops_kingsleyae ENSPKIG00000007093
paramormyrops_kingsleyae ENSPKIG00000009257
scleropages_formosus ENSSFOG00015014067
lepisosteus_oculatus ENSLOCG00000012967
haplochromis_burtoni ENSHBUG00000000686
pundamilia_nyererei ENSPNYG00000011252
monopterus_albus ENSMALG00000016246
