chrysemys_picta_bellii ENSCPBG00000015845
gopherus_agassizii ENSGAGG00000000483
pelodiscus_sinensis ENSPSIG00000007615
dromaius_novaehollandiae ENSDNVG00000017138
cyanistes_caeruleus ENSCCEG00000008548
sphenodon_punctatus ENSSPUG00000002829
crocodylus_porosus ENSCPRG00005000109
parus_major ENSPMJG00000014123
chelonoidis_abingdonii ENSCABG00000015017
notechis_scutatus ENSNSUG00000009482
notechis_scutatus ENSNSUG00000009481
notechis_scutatus ENSNSUG00000009483
anolis_carolinensis ENSACAG00000001369
pogona_vitticeps ENSPVIG00000011793
salvator_merianae ENSSMRG00000008752
crocodylus_porosus ENSCPRG00005000103
pogona_vitticeps ENSPVIG00000011794
phascolarctos_cinereus ENSPCIG00000017558
notamacropus_eugenii ENSMEUG00000009879
sarcophilus_harrisii ENSSHAG00000001926
monodelphis_domestica ENSMODG00000005615
mus_spicilegus ENSMSIG00000016733
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037415
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032613
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031495
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023095
rattus_norvegicus ENSRNOG00000018000
meriones_unguiculatus ENSMUGG00000016833
cricetulus_griseus_crigri_1.0 ENSCGRG00000015739
cricetulus_griseus_crigri-picr ENSCGRG00015007805
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000685
mesocricetus_auratus ENSMAUG00000009762
microtus_ochrogaster ENSMOCG00000015337
peromyscus_maniculatus_bairdii ENSPEMG00000004326
nannospalax_galili ENSNGAG00000010784
jaculus_jaculus ENSJJAG00000009861
dipodomys_ordii ENSDORG00000010698
castor_canadensis ENSCCNG00000014971
octodon_degus ENSODEG00000015170
octodon_degus ENSODEG00000018593
chinchilla_lanigera ENSCLAG00000003887
cavia_porcellus ENSCPOG00000010735
cavia_aperea ENSCAPG00000006297
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013280
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014405
fukomys_damarensis ENSFDAG00000017512
urocitellus_parryii ENSUPAG00010000688
spermophilus_dauricus ENSSDAG00000017741
ictidomys_tridecemlineatus ENSSTOG00000002829
marmota_marmota_marmota ENSMMMG00000014909
oryctolagus_cuniculus ENSOCUG00000006301
ochotona_princeps ENSOPRG00000013658
propithecus_coquereli ENSPCOG00000028539
prolemur_simus ENSPSMG00000010104
microcebus_murinus ENSMICG00000012212
otolemur_garnettii ENSOGAG00000015555
saimiri_boliviensis_boliviensis ENSSBOG00000032023
cebus_capucinus_imitator ENSCCAG00000033536
callithrix_jacchus ENSCJAG00000016055
aotus_nancymaae ENSANAG00000023548
colobus_angolensis_palliatus ENSCANG00000030763
piliocolobus_tephrosceles ENSPTEG00000015551
rhinopithecus_roxellana ENSRROG00000035185
rhinopithecus_bieti ENSRBIG00000041954
mandrillus_leucophaeus ENSMLEG00000029927
cercocebus_atys ENSCATG00000035450
papio_anubis ENSPANG00000008634
macaca_fascicularis ENSMFAG00000035893
macaca_mulatta ENSMMUG00000007804
macaca_nemestrina ENSMNEG00000033620
theropithecus_gelada ENSTGEG00000006516
chlorocebus_sabaeus ENSCSAG00000000114
pan_troglodytes ENSPTRG00000008244
pan_paniscus ENSPPAG00000038250
gorilla_gorilla ENSGGOG00000017149
homo_sapiens ENSG00000141084
pongo_abelii ENSPPYG00000007468
nomascus_leucogenys ENSNLEG00000004851
carlito_syrichta ENSTSYG00000012594
erinaceus_europaeus ENSEEUG00000003181
loxodonta_africana ENSLAFG00000007130
procavia_capensis ENSPCAG00000000142
echinops_telfairi ENSETEG00000015814
dasypus_novemcinctus ENSDNOG00000034221
choloepus_hoffmanni ENSCHOG00000002435
bos_mutus ENSBMUG00000003315
bos_taurus ENSBTAG00000032763
bison_bison_bison ENSBBBG00000001250
ovis_aries ENSOARG00000003145
capra_hircus ENSCHIG00000020152
tursiops_truncatus ENSTTRG00000009247
sus_scrofa ENSSSCG00000021803
vicugna_pacos ENSVPAG00000004412
sorex_araneus ENSSARG00000008466
equus_caballus ENSECAG00000012511
equus_asinus_asinus ENSEASG00005012883
pteropus_vampyrus ENSPVAG00000016599
