prolemur_simus ENSPSMG00000003781
propithecus_coquereli ENSPCOG00000027163
gorilla_gorilla ENSGGOG00000037364
homo_sapiens ENSG00000284491
pan_paniscus ENSPPAG00000028013
pan_troglodytes ENSPTRG00000049528
mandrillus_leucophaeus ENSMLEG00000031315
macaca_mulatta ENSMMUG00000045010
theropithecus_gelada ENSTGEG00000001859
papio_anubis ENSPANG00000032212
rhinopithecus_bieti ENSRBIG00000000299
rhinopithecus_roxellana ENSRROG00000036021
colobus_angolensis_palliatus ENSCANG00000031598
cebus_capucinus_imitator ENSCCAG00000030346
saimiri_boliviensis_boliviensis ENSSBOG00000036213
callithrix_jacchus ENSCJAG00000043688
aotus_nancymaae ENSANAG00000035604
peromyscus_maniculatus_bairdii ENSPEMG00000029668
cricetulus_griseus_crigri-picr ENSCGRG00015017987
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000111184
mus_spicilegus ENSMSIG00000013769
meriones_unguiculatus ENSMUGG00000013890
urocitellus_parryii ENSUPAG00010007901
spermophilus_dauricus ENSSDAG00000008834
marmota_marmota_marmota ENSMMMG00000020877
castor_canadensis ENSCCNG00000017778
bison_bison_bison ENSBBBG00000018770
bos_mutus ENSBMUG00000014710
panthera_pardus ENSPPRG00000011424
panthera_tigris_altaica ENSPTIG00000013637
