amphiprion_ocellaris ENSAOCG00000010125
amphiprion_percula ENSAPEG00000007524
acanthochromis_polyacanthus ENSAPOG00000000029
stegastes_partitus ENSSPAG00000022446
maylandia_zebra ENSMZEG00005007574
astatotilapia_calliptera ENSACLG00000007680
haplochromis_burtoni ENSHBUG00000000763
neolamprologus_brichardi ENSNBRG00000014864
amphilophus_citrinellus ENSACIG00000009759
takifugu_rubripes ENSTRUG00000024861
tetraodon_nigroviridis ENSTNIG00000011830
hippocampus_comes ENSHCOG00000008534
scophthalmus_maximus ENSSMAG00000018329
labrus_bergylta ENSLBEG00000006473
gasterosteus_aculeatus ENSGACG00000020336
seriola_lalandi_dorsalis ENSSLDG00000018919
seriola_dumerili ENSSDUG00000014155
cynoglossus_semilaevis ENSCSEG00000013695
fundulus_heteroclitus ENSFHEG00000002407
cyprinodon_variegatus ENSCVAG00000016315
poecilia_formosa ENSPFOG00000019357
poecilia_latipinna ENSPLAG00000012028
poecilia_mexicana ENSPMEG00000002577
poecilia_reticulata ENSPREG00000020769
gambusia_affinis ENSGAFG00000006882
xiphophorus_couchianus ENSXCOG00000006195
xiphophorus_couchianus ENSXCOG00000006190
xiphophorus_maculatus ENSXMAG00000012324
kryptolebias_marmoratus ENSKMAG00000004890
oryzias_latipes_asm223467v1 ENSORLG00000009585
oryzias_latipes_asm223471v1 ENSORLG00020021771
oryzias_latipes_asm223469v1 ENSORLG00015004790
oryzias_melastigma ENSOMEG00000005804
pundamilia_nyererei ENSPNYG00000018045
oreochromis_niloticus ENSONIG00000012870
monopterus_albus ENSMALG00000021193
mastacembelus_armatus ENSMAMG00000011741
anabas_testudineus ENSATEG00000011150
periophthalmus_magnuspinnatus ENSPMGG00000006008
gadus_morhua ENSGMOG00000001858
esox_lucius ENSELUG00000010552
danio_rerio ENSDARG00000093081
danio_rerio ENSDARG00000076998
pygocentrus_nattereri ENSPNAG00000013005
astyanax_mexicanus ENSAMXG00000029445
ictalurus_punctatus ENSIPUG00000016882
scleropages_formosus ENSSFOG00015009027
scleropages_formosus ENSSFOG00015009002
paramormyrops_kingsleyae ENSPKIG00000013301
paramormyrops_kingsleyae ENSPKIG00000020089
lepisosteus_oculatus ENSLOCG00000014605
apteryx_owenii ENSAOWG00000001139
apteryx_haastii ENSAHAG00000013324
apteryx_rowi ENSARWG00000007341
dromaius_novaehollandiae ENSDNVG00000006832
nothoprocta_perdicaria ENSNPEG00000006740
calidris_pygmaea ENSCPGG00000005122
calidris_pugnax ENSCPUG00000002118
melopsittacus_undulatus ENSMUNG00000013820
cyanistes_caeruleus ENSCCEG00000021049
parus_major ENSPMJG00000011403
ficedula_albicollis ENSFALG00000000207
taeniopygia_guttata ENSTGUG00000016619
taeniopygia_guttata ENSTGUG00000003950
lonchura_striata_domestica ENSLSDG00000000900
zonotrichia_albicollis ENSZALG00000000037
junco_hyemalis ENSJHYG00000013300
serinus_canaria ENSSCAG00000016748
manacus_vitellinus ENSMVIG00005005637
lepidothrix_coronata ENSLCOG00000015474
anser_brachyrhynchus ENSABRG00000006756
anas_platyrhynchos_platyrhynchos ENSAPLG00000013810
coturnix_japonica ENSCJPG00005017234
meleagris_gallopavo ENSMGAG00000007000
gallus_gallus ENSGALG00000008408
numida_meleagris ENSNMEG00000020925
crocodylus_porosus ENSCPRG00005008988
gopherus_agassizii ENSGAGG00000011596
chelonoidis_abingdonii ENSCABG00000020029
