xiphophorus_maculatus ENSXMAG00000025933
xiphophorus_couchianus ENSXCOG00000006894
gambusia_affinis ENSGAFG00000003279
poecilia_latipinna ENSPLAG00000007624
poecilia_formosa ENSPFOG00000007186
poecilia_mexicana ENSPMEG00000004011
poecilia_reticulata ENSPREG00000007679
fundulus_heteroclitus ENSFHEG00000012155
cyprinodon_variegatus ENSCVAG00000014220
kryptolebias_marmoratus ENSKMAG00000007828
oryzias_latipes_asm223471v1 ENSORLG00020017983
oryzias_latipes_asm223467v1 ENSORLG00000002261
oryzias_latipes_asm223469v1 ENSORLG00015002417
oryzias_melastigma ENSOMEG00000007357
scophthalmus_maximus ENSSMAG00000002625
cynoglossus_semilaevis ENSCSEG00000019918
tetraodon_nigroviridis ENSTNIG00000016150
takifugu_rubripes ENSTRUG00000014010
mola_mola ENSMMOG00000010982
labrus_bergylta ENSLBEG00000001310
periophthalmus_magnuspinnatus ENSPMGG00000019334
amphiprion_percula ENSAPEG00000015991
amphiprion_ocellaris ENSAOCG00000021854
acanthochromis_polyacanthus ENSAPOG00000009397
stegastes_partitus ENSSPAG00000004604
seriola_dumerili ENSSDUG00000020092
seriola_lalandi_dorsalis ENSSLDG00000005505
gasterosteus_aculeatus ENSGACG00000020456
monopterus_albus ENSMALG00000019864
anabas_testudineus ENSATEG00000009067
pundamilia_nyererei ENSPNYG00000016605
haplochromis_burtoni ENSHBUG00000000106
maylandia_zebra ENSMZEG00005000662
astatotilapia_calliptera ENSACLG00000008166
neolamprologus_brichardi ENSNBRG00000003982
oreochromis_niloticus ENSONIG00000008623
amphilophus_citrinellus ENSACIG00000020518
mastacembelus_armatus ENSMAMG00000021251
hippocampus_comes ENSHCOG00000009253
gadus_morhua ENSGMOG00000011094
esox_lucius ENSELUG00000022212
pygocentrus_nattereri ENSPNAG00000018236
astyanax_mexicanus ENSAMXG00000017277
ictalurus_punctatus ENSIPUG00000009968
danio_rerio ENSDARG00000044492
danio_rerio ENSDARG00000103225
scleropages_formosus ENSSFOG00015023175
paramormyrops_kingsleyae ENSPKIG00000017480
lepisosteus_oculatus ENSLOCG00000009305
phascolarctos_cinereus ENSPCIG00000013892
notamacropus_eugenii ENSMEUG00000001136
sarcophilus_harrisii ENSSHAG00000018812
monodelphis_domestica ENSMODG00000008063
castor_canadensis ENSCCNG00000008668
dipodomys_ordii ENSDORG00000003901
mus_spicilegus ENSMSIG00000023412
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017072
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041231
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016231
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017367
rattus_norvegicus ENSRNOG00000004477
meriones_unguiculatus ENSMUGG00000008529
cricetulus_griseus_crigri-picr ENSCGRG00015023069
cricetulus_griseus_crigri_1.0 ENSCGRG00000011271
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019223
mesocricetus_auratus ENSMAUG00000016310
microtus_ochrogaster ENSMOCG00000009575
peromyscus_maniculatus_bairdii ENSPEMG00000014160
nannospalax_galili ENSNGAG00000013735
jaculus_jaculus ENSJJAG00000000479
jaculus_jaculus ENSJJAG00000017324
urocitellus_parryii ENSUPAG00010005779
spermophilus_dauricus ENSSDAG00000013587
marmota_marmota_marmota ENSMMMG00000012967
marmota_marmota_marmota ENSMMMG00000001117
ictidomys_tridecemlineatus ENSSTOG00000000854
octodon_degus ENSODEG00000011564
octodon_degus ENSODEG00000010685
octodon_degus ENSODEG00000004446
chinchilla_lanigera ENSCLAG00000015579
cavia_aperea ENSCAPG00000011165
cavia_porcellus ENSCPOG00000001621
fukomys_damarensis ENSFDAG00000016706
fukomys_damarensis ENSFDAG00000011670
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014286
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018057
oryctolagus_cuniculus ENSOCUG00000002224
ochotona_princeps ENSOPRG00000013148
microcebus_murinus ENSMICG00000047506
propithecus_coquereli ENSPCOG00000015926
prolemur_simus ENSPSMG00000006043
otolemur_garnettii ENSOGAG00000014005
mandrillus_leucophaeus ENSMLEG00000033543
chlorocebus_sabaeus ENSCSAG00000010476
cercocebus_atys ENSCATG00000032405
macaca_nemestrina ENSMNEG00000029679
macaca_fascicularis ENSMFAG00000045929
macaca_mulatta ENSMMUG00000021700
theropithecus_gelada ENSTGEG00000008862
papio_anubis ENSPANG00000001917
colobus_angolensis_palliatus ENSCANG00000036480
piliocolobus_tephrosceles ENSPTEG00000010844
rhinopithecus_roxellana ENSRROG00000030076
rhinopithecus_bieti ENSRBIG00000041757
homo_sapiens ENSG00000164332
gorilla_gorilla ENSGGOG00000014527
