anas_platyrhynchos_platyrhynchos ENSAPLG00000015860
anser_brachyrhynchus ENSABRG00000020529
meleagris_gallopavo ENSMGAG00000012097
coturnix_japonica ENSCJPG00005003884
gallus_gallus ENSGALG00000011117
numida_meleagris ENSNMEG00000017659
calidris_pygmaea ENSCPGG00000016398
calidris_pugnax ENSCPUG00000011949
taeniopygia_guttata ENSTGUG00000009957
lonchura_striata_domestica ENSLSDG00000016401
serinus_canaria ENSSCAG00000003477
cyanistes_caeruleus ENSCCEG00000011766
cyanistes_caeruleus ENSCCEG00000020776
parus_major ENSPMJG00000002626
zonotrichia_albicollis ENSZALG00000002713
junco_hyemalis ENSJHYG00000007266
ficedula_albicollis ENSFALG00000003410
manacus_vitellinus ENSMVIG00005014556
lepidothrix_coronata ENSLCOG00000006746
melopsittacus_undulatus ENSMUNG00000001360
apteryx_haastii ENSAHAG00000015627
apteryx_owenii ENSAOWG00000013639
apteryx_rowi ENSARWG00000009677
dromaius_novaehollandiae ENSDNVG00000014435
nothoprocta_perdicaria ENSNPEG00000010410
crocodylus_porosus ENSCPRG00005017225
chrysemys_picta_bellii ENSCPBG00000006219
chelonoidis_abingdonii ENSCABG00000020310
pelodiscus_sinensis ENSPSIG00000017280
anolis_carolinensis ENSACAG00000001740
pogona_vitticeps ENSPVIG00000000975
notechis_scutatus ENSNSUG00000002882
salvator_merianae ENSSMRG00000022038
phascolarctos_cinereus ENSPCIG00000011600
sarcophilus_harrisii ENSSHAG00000017653
monodelphis_domestica ENSMODG00000009201
bos_taurus ENSBTAG00000012393
bos_mutus ENSBMUG00000007047
bison_bison_bison ENSBBBG00000001548
ovis_aries ENSOARG00000003055
capra_hircus ENSCHIG00000010778
tursiops_truncatus ENSTTRG00000003960
sus_scrofa ENSSSCG00000010184
myotis_lucifugus ENSMLUG00000000849
pteropus_vampyrus ENSPVAG00000009216
ursus_americanus ENSUAMG00000005259
ursus_americanus ENSUAMG00000014825
ursus_maritimus ENSUMAG00000005124
ailuropoda_melanoleuca ENSAMEG00000009713
neovison_vison ENSNVIG00000021543
mustela_putorius_furo ENSMPUG00000004623
canis_lupus_familiaris ENSCAFG00000012068
canis_lupus_dingo ENSCAFG00020027209
vulpes_vulpes ENSVVUG00000006785
panthera_tigris_altaica ENSPTIG00000013957
panthera_pardus ENSPPRG00000012856
felis_catus ENSFCAG00000028422
sorex_araneus ENSSARG00000008111
erinaceus_europaeus ENSEEUG00000007019
equus_asinus_asinus ENSEASG00005012078
equus_caballus ENSECAG00000015711
castor_canadensis ENSCCNG00000001351
dipodomys_ordii ENSDORG00000011297
mus_spicilegus ENSMSIG00000009544
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032824
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031980
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031706
rattus_norvegicus ENSRNOG00000018445
meriones_unguiculatus ENSMUGG00000009803
cricetulus_griseus_crigri-picr ENSCGRG00015009275
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016172
cricetulus_griseus_crigri_1.0 ENSCGRG00000007235
mesocricetus_auratus ENSMAUG00000018716
microtus_ochrogaster ENSMOCG00000021476
peromyscus_maniculatus_bairdii ENSPEMG00000012794
nannospalax_galili ENSNGAG00000014491
jaculus_jaculus ENSJJAG00000018520
ictidomys_tridecemlineatus ENSSTOG00000029164
urocitellus_parryii ENSUPAG00010021699
spermophilus_dauricus ENSSDAG00000011370
marmota_marmota_marmota ENSMMMG00000012190
chinchilla_lanigera ENSCLAG00000005758
octodon_degus ENSODEG00000004670
cavia_porcellus ENSCPOG00000023212
cavia_aperea ENSCAPG00000009806
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017789
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000609
fukomys_damarensis ENSFDAG00000009419
oryctolagus_cuniculus ENSOCUG00000000478
ochotona_princeps ENSOPRG00000016544
theropithecus_gelada ENSTGEG00000010650
papio_anubis ENSPANG00000019886
cercocebus_atys ENSCATG00000036835
macaca_nemestrina ENSMNEG00000030630
macaca_fascicularis ENSMFAG00000008235
macaca_mulatta ENSMMUG00000005881
mandrillus_leucophaeus ENSMLEG00000033716
chlorocebus_sabaeus ENSCSAG00000010562
rhinopithecus_roxellana ENSRROG00000043839
rhinopithecus_bieti ENSRBIG00000038862
piliocolobus_tephrosceles ENSPTEG00000034029
colobus_angolensis_palliatus ENSCANG00000030087
pan_paniscus ENSPPAG00000027230
pan_troglodytes ENSPTRG00000002096
gorilla_gorilla ENSGGOG00000000197
homo_sapiens ENSG00000135744
pongo_abelii ENSPPYG00000000120
nomascus_leucogenys ENSNLEG00000001707
saimiri_boliviensis_boliviensis ENSSBOG00000025357
callithrix_jacchus ENSCJAG00000038998
cebus_capucinus_imitator ENSCCAG00000008245
aotus_nancymaae ENSANAG00000021401
carlito_syrichta ENSTSYG00000005134
microcebus_murinus ENSMICG00000028058
prolemur_simus ENSPSMG00000004800
propithecus_coquereli ENSPCOG00000027337
otolemur_garnettii ENSOGAG00000011286
loxodonta_africana ENSLAFG00000032759
procavia_capensis ENSPCAG00000005886
echinops_telfairi ENSETEG00000019146
choloepus_hoffmanni ENSCHOG00000001151
dasypus_novemcinctus ENSDNOG00000031564
ornithorhynchus_anatinus ENSOANG00000013737
xenopus_tropicalis ENSXETG00000023342
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023304
latimeria_chalumnae ENSLACG00000001211
scleropages_formosus ENSSFOG00015015597
paramormyrops_kingsleyae ENSPKIG00000005959
amphiprion_percula ENSAPEG00000006797
amphiprion_ocellaris ENSAOCG00000014551
acanthochromis_polyacanthus ENSAPOG00000003061
stegastes_partitus ENSSPAG00000011214
pundamilia_nyererei ENSPNYG00000003725
haplochromis_burtoni ENSHBUG00000016718
maylandia_zebra ENSMZEG00005027446
astatotilapia_calliptera ENSACLG00000017660
neolamprologus_brichardi ENSNBRG00000015961
oreochromis_niloticus ENSONIG00000000537
amphilophus_citrinellus ENSACIG00000005686
seriola_lalandi_dorsalis ENSSLDG00000016535
seriola_dumerili ENSSDUG00000016338
scophthalmus_maximus ENSSMAG00000019554
monopterus_albus ENSMALG00000018462
mastacembelus_armatus ENSMAMG00000017000
anabas_testudineus ENSATEG00000008022
labrus_bergylta ENSLBEG00000021945
mola_mola ENSMMOG00000008165
gasterosteus_aculeatus ENSGACG00000009742
takifugu_rubripes ENSTRUG00000010811
tetraodon_nigroviridis ENSTNIG00000017042
cynoglossus_semilaevis ENSCSEG00000002917
fundulus_heteroclitus ENSFHEG00000021275
cyprinodon_variegatus ENSCVAG00000019334
xiphophorus_maculatus ENSXMAG00000025686
xiphophorus_couchianus ENSXCOG00000009919
gambusia_affinis ENSGAFG00000011935
poecilia_latipinna ENSPLAG00000007499
poecilia_mexicana ENSPMEG00000010983
poecilia_formosa ENSPFOG00000017935
poecilia_reticulata ENSPREG00000011360
kryptolebias_marmoratus ENSKMAG00000020960
oryzias_latipes_asm223471v1 ENSORLG00020009634
oryzias_latipes_asm223469v1 ENSORLG00015014633
oryzias_latipes_asm223467v1 ENSORLG00000005554
oryzias_melastigma ENSOMEG00000008993
oryzias_melastigma ENSOMEG00000022084
periophthalmus_magnuspinnatus ENSPMGG00000014767
hippocampus_comes ENSHCOG00000016618
gadus_morhua ENSGMOG00000018403
esox_lucius ENSELUG00000014396
pygocentrus_nattereri ENSPNAG00000015306
astyanax_mexicanus ENSAMXG00000009537
ictalurus_punctatus ENSIPUG00000015071
danio_rerio ENSDARG00000016412
lepisosteus_oculatus ENSLOCG00000015448
