calidris_pugnax ENSCPUG00000013356
calidris_pygmaea ENSCPGG00000005050
parus_major ENSPMJG00000002454
taeniopygia_guttata ENSTGUG00000014471
latimeria_chalumnae ENSLACG00000007874
xenopus_tropicalis ENSXETG00000011638
pygocentrus_nattereri ENSPNAG00000000163
astyanax_mexicanus ENSAMXG00000011366
ictalurus_punctatus ENSIPUG00000016583
danio_rerio ENSDARG00000074634
oryzias_latipes_asm223467v1 ENSORLG00000003823
oryzias_latipes_asm223471v1 ENSORLG00020009876
oryzias_latipes_asm223469v1 ENSORLG00015008142
oryzias_melastigma ENSOMEG00000016855
periophthalmus_magnuspinnatus ENSPMGG00000009246
cynoglossus_semilaevis ENSCSEG00000013786
poecilia_formosa ENSPFOG00000013318
poecilia_mexicana ENSPMEG00000008707
poecilia_latipinna ENSPLAG00000018426
poecilia_reticulata ENSPREG00000013858
xiphophorus_maculatus ENSXMAG00000021448
xiphophorus_couchianus ENSXCOG00000013584
gambusia_affinis ENSGAFG00000008765
cyprinodon_variegatus ENSCVAG00000019600
fundulus_heteroclitus ENSFHEG00000007996
kryptolebias_marmoratus ENSKMAG00000019360
anabas_testudineus ENSATEG00000002872
tetraodon_nigroviridis ENSTNIG00000004541
takifugu_rubripes ENSTRUG00000003855
hippocampus_comes ENSHCOG00000016897
seriola_lalandi_dorsalis ENSSLDG00000023620
seriola_dumerili ENSSDUG00000023265
scophthalmus_maximus ENSSMAG00000014293
labrus_bergylta ENSLBEG00000020837
mola_mola ENSMMOG00000008495
gasterosteus_aculeatus ENSGACG00000019479
amphiprion_ocellaris ENSAOCG00000009527
amphiprion_percula ENSAPEG00000023223
acanthochromis_polyacanthus ENSAPOG00000004671
stegastes_partitus ENSSPAG00000012410
maylandia_zebra ENSMZEG00005023869
astatotilapia_calliptera ENSACLG00000007822
haplochromis_burtoni ENSHBUG00000006989
pundamilia_nyererei ENSPNYG00000024008
neolamprologus_brichardi ENSNBRG00000019129
oreochromis_niloticus ENSONIG00000018066
