eptatretus_burgeri ENSEBUG00000010828
petromyzon_marinus ENSPMAG00000004382
loxodonta_africana ENSLAFG00000018590
procavia_capensis ENSPCAG00000004097
echinops_telfairi ENSETEG00000010149
choloepus_hoffmanni ENSCHOG00000009054
choloepus_hoffmanni ENSCHOG00000013863
dasypus_novemcinctus ENSDNOG00000043945
ursus_americanus ENSUAMG00000024038
ursus_maritimus ENSUMAG00000008984
ailuropoda_melanoleuca ENSAMEG00000009065
mustela_putorius_furo ENSMPUG00000016575
neovison_vison ENSNVIG00000006284
canis_lupus_familiaris ENSCAFG00000015635
canis_lupus_dingo ENSCAFG00020016908
vulpes_vulpes ENSVVUG00000015196
canis_lupus_familiaris ENSCAFG00000029974
vulpes_vulpes ENSVVUG00000022094
panthera_pardus ENSPPRG00000006879
panthera_tigris_altaica ENSPTIG00000018361
felis_catus ENSFCAG00000022896
panthera_pardus ENSPPRG00000013171
capra_hircus ENSCHIG00000014822
ovis_aries ENSOARG00000001572
bos_mutus ENSBMUG00000014263
bos_taurus ENSBTAG00000007367
bison_bison_bison ENSBBBG00000010040
sus_scrofa ENSSSCG00000024245
tursiops_truncatus ENSTTRG00000005295
equus_caballus ENSECAG00000000053
equus_asinus_asinus ENSEASG00005000759
pteropus_vampyrus ENSPVAG00000016092
myotis_lucifugus ENSMLUG00000003807
erinaceus_europaeus ENSEEUG00000014196
octodon_degus ENSODEG00000011703
octodon_degus ENSODEG00000001335
octodon_degus ENSODEG00000002413
octodon_degus ENSODEG00000011718
chinchilla_lanigera ENSCLAG00000009734
cavia_porcellus ENSCPOG00000014855
cavia_aperea ENSCAPG00000015701
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005691
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005997
fukomys_damarensis ENSFDAG00000011662
urocitellus_parryii ENSUPAG00010006282
ictidomys_tridecemlineatus ENSSTOG00000029156
spermophilus_dauricus ENSSDAG00000019251
spermophilus_dauricus ENSSDAG00000020769
urocitellus_parryii ENSUPAG00010010614
ictidomys_tridecemlineatus ENSSTOG00000030156
marmota_marmota_marmota ENSMMMG00000006437
mus_spicilegus ENSMSIG00000029346
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028992
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029610
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027988
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024560
rattus_norvegicus ENSRNOG00000001044
meriones_unguiculatus ENSMUGG00000024313
mesocricetus_auratus ENSMAUG00000008325
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017144
peromyscus_maniculatus_bairdii ENSPEMG00000023504
microtus_ochrogaster ENSMOCG00000014024
nannospalax_galili ENSNGAG00000019038
jaculus_jaculus ENSJJAG00000023308
dipodomys_ordii ENSDORG00000029049
castor_canadensis ENSCCNG00000004125
oryctolagus_cuniculus ENSOCUG00000012599
ochotona_princeps ENSOPRG00000010557
tupaia_belangeri ENSTBEG00000002700
pan_troglodytes ENSPTRG00000018903
pan_troglodytes ENSPTRG00000047958
pan_paniscus ENSPPAG00000035344
homo_sapiens ENSG00000106305
gorilla_gorilla ENSGGOG00000007974
pongo_abelii ENSPPYG00000017342
nomascus_leucogenys ENSNLEG00000035742
macaca_fascicularis ENSMFAG00000045123
macaca_nemestrina ENSMNEG00000030339
macaca_mulatta ENSMMUG00000030420
mandrillus_leucophaeus ENSMLEG00000037709
theropithecus_gelada ENSTGEG00000014429
papio_anubis ENSPANG00000010693
cercocebus_atys ENSCATG00000031716
chlorocebus_sabaeus ENSCSAG00000017739
rhinopithecus_roxellana ENSRROG00000043430
rhinopithecus_bieti ENSRBIG00000022538
piliocolobus_tephrosceles ENSPTEG00000021026
colobus_angolensis_palliatus ENSCANG00000035594
cebus_capucinus_imitator ENSCCAG00000029971
saimiri_boliviensis_boliviensis ENSSBOG00000024906
callithrix_jacchus ENSCJAG00000015370
aotus_nancymaae ENSANAG00000029275
carlito_syrichta ENSTSYG00000002508
propithecus_coquereli ENSPCOG00000024068
microcebus_murinus ENSMICG00000012810
prolemur_simus ENSPSMG00000002869
otolemur_garnettii ENSOGAG00000001129
phascolarctos_cinereus ENSPCIG00000030279
notamacropus_eugenii ENSMEUG00000007077
monodelphis_domestica ENSMODG00000008128
sarcophilus_harrisii ENSSHAG00000013868
ornithorhynchus_anatinus ENSOANG00000002794
pogona_vitticeps ENSPVIG00000005802
anolis_carolinensis ENSACAG00000013244
notechis_scutatus ENSNSUG00000016121
notechis_scutatus ENSNSUG00000008283
notechis_scutatus ENSNSUG00000000276
salvator_merianae ENSSMRG00000020067
sphenodon_punctatus ENSSPUG00000003939
apteryx_haastii ENSAHAG00000013106
apteryx_owenii ENSAOWG00000000712
apteryx_rowi ENSARWG00000000250
dromaius_novaehollandiae ENSDNVG00000009183
nothoprocta_perdicaria ENSNPEG00000004398
lonchura_striata_domestica ENSLSDG00000004454
taeniopygia_guttata ENSTGUG00000008804
serinus_canaria ENSSCAG00000010433
junco_hyemalis ENSJHYG00000006227
zonotrichia_albicollis ENSZALG00000002924
ficedula_albicollis ENSFALG00000013977
parus_major ENSPMJG00000017188
cyanistes_caeruleus ENSCCEG00000009385
lepidothrix_coronata ENSLCOG00000002253
manacus_vitellinus ENSMVIG00005003548
calidris_pygmaea ENSCPGG00000017475
calidris_pugnax ENSCPUG00000015659
melopsittacus_undulatus ENSMUNG00000006609
anas_platyrhynchos_platyrhynchos ENSAPLG00000004525
anser_brachyrhynchus ENSABRG00000012647
gallus_gallus ENSGALG00000003400
coturnix_japonica ENSCJPG00005013504
meleagris_gallopavo ENSMGAG00000001399
numida_meleagris ENSNMEG00000007998
crocodylus_porosus ENSCPRG00005005507
gopherus_agassizii ENSGAGG00000002852
chelonoidis_abingdonii ENSCABG00000006801
chrysemys_picta_bellii ENSCPBG00000019964
pelodiscus_sinensis ENSPSIG00000013497
astyanax_mexicanus ENSAMXG00000038791
pygocentrus_nattereri ENSPNAG00000006725
ictalurus_punctatus ENSIPUG00000003112
danio_rerio ENSDARG00000018903
amphiprion_ocellaris ENSAOCG00000020233
amphiprion_percula ENSAPEG00000009583
acanthochromis_polyacanthus ENSAPOG00000006681
stegastes_partitus ENSSPAG00000014606
oryzias_latipes_asm223471v1 ENSORLG00020017034
oryzias_latipes_asm223469v1 ENSORLG00015006448
oryzias_latipes_asm223467v1 ENSORLG00000009616
oryzias_melastigma ENSOMEG00000013672
tetraodon_nigroviridis ENSTNIG00000011946
takifugu_rubripes ENSTRUG00000022598
mola_mola ENSMMOG00000005234
labrus_bergylta ENSLBEG00000027250
haplochromis_burtoni ENSHBUG00000011451
pundamilia_nyererei ENSPNYG00000015064
maylandia_zebra ENSMZEG00005013087
astatotilapia_calliptera ENSACLG00000027972
neolamprologus_brichardi ENSNBRG00000004827
oreochromis_niloticus ENSONIG00000002268
scophthalmus_maximus ENSSMAG00000013590
xiphophorus_maculatus ENSXMAG00000014649
xiphophorus_couchianus ENSXCOG00000000914
gambusia_affinis ENSGAFG00000019314
poecilia_formosa ENSPFOG00000011506
poecilia_formosa ENSPFOG00000011776
poecilia_latipinna ENSPLAG00000009647
poecilia_mexicana ENSPMEG00000015985
poecilia_reticulata ENSPREG00000005101
fundulus_heteroclitus ENSFHEG00000002777
cyprinodon_variegatus ENSCVAG00000014036
kryptolebias_marmoratus ENSKMAG00000020671
amphilophus_citrinellus ENSACIG00000005603
mastacembelus_armatus ENSMAMG00000023568
monopterus_albus ENSMALG00000006011
anabas_testudineus ENSATEG00000024644
seriola_lalandi_dorsalis ENSSLDG00000025496
seriola_dumerili ENSSDUG00000007600
cynoglossus_semilaevis ENSCSEG00000012526
gasterosteus_aculeatus ENSGACG00000012190
hippocampus_comes ENSHCOG00000008812
periophthalmus_magnuspinnatus ENSPMGG00000009478
esox_lucius ENSELUG00000006646
gadus_morhua ENSGMOG00000004577
paramormyrops_kingsleyae ENSPKIG00000015584
scleropages_formosus ENSSFOG00015019233
lepisosteus_oculatus ENSLOCG00000008482
latimeria_chalumnae ENSLACG00000009694
xenopus_tropicalis ENSXETG00000027596
sorex_araneus ENSSARG00000001219
ciona_intestinalis ENSCING00000015854
ciona_savignyi ENSCSAVG00000011535
drosophila_melanogaster FBgn0036515
