astyanax_mexicanus ENSAMXG00000041235
ictalurus_punctatus ENSIPUG00000010074
poecilia_formosa ENSPFOG00000024601
gambusia_affinis ENSGAFG00000007271
kryptolebias_marmoratus ENSKMAG00000002299
oryzias_latipes_asm223471v1 ENSORLG00020003639
neolamprologus_brichardi ENSNBRG00000004754
amphilophus_citrinellus ENSACIG00000001621
gasterosteus_aculeatus ENSGACG00000014367
periophthalmus_magnuspinnatus ENSPMGG00000010159
scleropages_formosus ENSSFOG00015001592
paramormyrops_kingsleyae ENSPKIG00000020488
