choloepus_hoffmanni ENSCHOG00000007462
dasypus_novemcinctus ENSDNOG00000034027
loxodonta_africana ENSLAFG00000014077
procavia_capensis ENSPCAG00000008628
vicugna_pacos ENSVPAG00000001681
sus_scrofa ENSSSCG00000013100
erinaceus_europaeus ENSEEUG00000008139
erinaceus_europaeus ENSEEUG00000003364
sorex_araneus ENSSARG00000000344
equus_caballus ENSECAG00000017042
equus_asinus_asinus ENSEASG00005008013
pteropus_vampyrus ENSPVAG00000014415
mustela_putorius_furo ENSMPUG00000014523
neovison_vison ENSNVIG00000022294
ursus_americanus ENSUAMG00000016375
ursus_americanus ENSUAMG00000008647
ailuropoda_melanoleuca ENSAMEG00000000451
canis_lupus_familiaris ENSCAFG00000010360
canis_lupus_dingo ENSCAFG00020000483
vulpes_vulpes ENSVVUG00000026637
felis_catus ENSFCAG00000012215
panthera_tigris_altaica ENSPTIG00000006684
propithecus_coquereli ENSPCOG00000011107
microcebus_murinus ENSMICG00000010967
prolemur_simus ENSPSMG00000020599
otolemur_garnettii ENSOGAG00000010161
carlito_syrichta ENSTSYG00000007277
tupaia_belangeri ENSTBEG00000004340
castor_canadensis ENSCCNG00000015485
dipodomys_ordii ENSDORG00000008780
nannospalax_galili ENSNGAG00000003786
nannospalax_galili ENSNGAG00000020680
mus_spicilegus ENSMSIG00000030633
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024679
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023641
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022724
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014220
rattus_norvegicus ENSRNOG00000020991
cricetulus_griseus_crigri_1.0 ENSCGRG00000002603
cricetulus_griseus_crigri-picr ENSCGRG00015007065
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018830
mesocricetus_auratus ENSMAUG00000011186
cricetulus_griseus_crigri_1.0 ENSCGRG00000017228
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015282
cricetulus_griseus_crigri-picr ENSCGRG00015007078
peromyscus_maniculatus_bairdii ENSPEMG00000015803
microtus_ochrogaster ENSMOCG00000018499
rattus_norvegicus ENSRNOG00000050395
rattus_norvegicus ENSRNOG00000030689
mus_spicilegus ENSMSIG00000030625
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023639
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024677
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022730
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000079419
mus_spicilegus ENSMSIG00000030623
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022722
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023637
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014219
rattus_norvegicus ENSRNOG00000047349
meriones_unguiculatus ENSMUGG00000011607
jaculus_jaculus ENSJJAG00000016714
ictidomys_tridecemlineatus ENSSTOG00000021004
urocitellus_parryii ENSUPAG00010001174
spermophilus_dauricus ENSSDAG00000009248
spermophilus_dauricus ENSSDAG00000009260
marmota_marmota_marmota ENSMMMG00000000638
chinchilla_lanigera ENSCLAG00000004513
octodon_degus ENSODEG00000001813
cavia_porcellus ENSCPOG00000012710
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007194
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014083
fukomys_damarensis ENSFDAG00000011126
oryctolagus_cuniculus ENSOCUG00000009084
ochotona_princeps ENSOPRG00000011462
dasypus_novemcinctus ENSDNOG00000038088
equus_caballus ENSECAG00000034165
phascolarctos_cinereus ENSPCIG00000009838
sarcophilus_harrisii ENSSHAG00000003520
