capra_hircus ENSCHIG00000002390
ovis_aries ENSOARG00000011226
bos_taurus ENSBTAG00000052240
bison_bison_bison ENSBBBG00000020371
sus_scrofa ENSSSCG00000017314
equus_caballus ENSECAG00000019314
equus_asinus_asinus ENSEASG00005010576
mustela_putorius_furo ENSMPUG00000019847
neovison_vison ENSNVIG00000023018
ursus_americanus ENSUAMG00000018016
canis_lupus_dingo ENSCAFG00020026860
vulpes_vulpes ENSVVUG00000005327
canis_lupus_familiaris ENSCAFG00000013608
felis_catus ENSFCAG00000006711
microcebus_murinus ENSMICG00000004869
prolemur_simus ENSPSMG00000008318
otolemur_garnettii ENSOGAG00000002507
pan_troglodytes ENSPTRG00000009313
pan_troglodytes ENSPTRG00000046938
pan_paniscus ENSPPAG00000026104
homo_sapiens ENSG00000185294
gorilla_gorilla ENSGGOG00000011476
pongo_abelii ENSPPYG00000008297
piliocolobus_tephrosceles ENSPTEG00000024358
theropithecus_gelada ENSTGEG00000019296
castor_canadensis ENSCCNG00000031733
dipodomys_ordii ENSDORG00000029902
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018133
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049506
mus_spicilegus ENSMSIG00000027312
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017290
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018420
rattus_norvegicus ENSRNOG00000005104
meriones_unguiculatus ENSMUGG00000002888
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010666
cricetulus_griseus_crigri_1.0 ENSCGRG00000019395
cricetulus_griseus_crigri-picr ENSCGRG00015024246
mesocricetus_auratus ENSMAUG00000020741
peromyscus_maniculatus_bairdii ENSPEMG00000031371
nannospalax_galili ENSNGAG00000012868
jaculus_jaculus ENSJJAG00000009854
chinchilla_lanigera ENSCLAG00000006798
cavia_porcellus ENSCPOG00000038391
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021322
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020140
fukomys_damarensis ENSFDAG00000003516
octodon_degus ENSODEG00000006765
spermophilus_dauricus ENSSDAG00000002292
marmota_marmota_marmota ENSMMMG00000020718
urocitellus_parryii ENSUPAG00010000552
ictidomys_tridecemlineatus ENSSTOG00000025974
erinaceus_europaeus ENSEEUG00000003125
ursus_maritimus ENSUMAG00000015663
bos_mutus ENSBMUG00000025096
oryctolagus_cuniculus ENSOCUG00000028114
loxodonta_africana ENSLAFG00000021725
echinops_telfairi ENSETEG00000002748
dasypus_novemcinctus ENSDNOG00000015420
phascolarctos_cinereus ENSPCIG00000000497
notamacropus_eugenii ENSMEUG00000005918
sarcophilus_harrisii ENSSHAG00000016685
monodelphis_domestica ENSMODG00000010963
