calidris_pygmaea ENSCPGG00000001713
calidris_pugnax ENSCPUG00000008427
gallus_gallus ENSGALG00000038231
apteryx_rowi ENSARWG00000012755
apteryx_owenii ENSAOWG00000002045
apteryx_haastii ENSAHAG00000015951
dromaius_novaehollandiae ENSDNVG00000008874
gopherus_agassizii ENSGAGG00000022314
chrysemys_picta_bellii ENSCPBG00000000263
chelonoidis_abingdonii ENSCABG00000021638
pelodiscus_sinensis ENSPSIG00000004382
pogona_vitticeps ENSPVIG00000019833
notechis_scutatus ENSNSUG00000011564
salvator_merianae ENSSMRG00000011163
capra_hircus ENSCHIG00000024792
ovis_aries ENSOARG00000010023
bos_taurus ENSBTAG00000015856
bos_mutus ENSBMUG00000000701
bison_bison_bison ENSBBBG00000013391
tursiops_truncatus ENSTTRG00000009235
vicugna_pacos ENSVPAG00000008434
sus_scrofa ENSSSCG00000023957
myotis_lucifugus ENSMLUG00000007772
equus_asinus_asinus ENSEASG00005012348
equus_caballus ENSECAG00000018790
ursus_americanus ENSUAMG00000025469
ursus_maritimus ENSUMAG00000023940
ailuropoda_melanoleuca ENSAMEG00000015344
mustela_putorius_furo ENSMPUG00000014442
neovison_vison ENSNVIG00000002224
canis_lupus_dingo ENSCAFG00020001068
canis_lupus_familiaris ENSCAFG00000012997
vulpes_vulpes ENSVVUG00000015700
panthera_tigris_altaica ENSPTIG00000014425
panthera_pardus ENSPPRG00000000544
felis_catus ENSFCAG00000015770
erinaceus_europaeus ENSEEUG00000008179
sorex_araneus ENSSARG00000013858
tupaia_belangeri ENSTBEG00000015510
castor_canadensis ENSCCNG00000005291
dipodomys_ordii ENSDORG00000001821
mus_spicilegus ENSMSIG00000024678
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015656
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014851
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028089
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026649
rattus_norvegicus ENSRNOG00000034221
meriones_unguiculatus ENSMUGG00000016675
peromyscus_maniculatus_bairdii ENSPEMG00000007772
microtus_ochrogaster ENSMOCG00000015191
cricetulus_griseus_crigri_1.0 ENSCGRG00000002589
cricetulus_griseus_crigri-picr ENSCGRG00015018205
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020715
mesocricetus_auratus ENSMAUG00000005998
nannospalax_galili ENSNGAG00000018665
jaculus_jaculus ENSJJAG00000017348
spermophilus_dauricus ENSSDAG00000012264
spermophilus_dauricus ENSSDAG00000014883
urocitellus_parryii ENSUPAG00010007689
marmota_marmota_marmota ENSMMMG00000021960
octodon_degus ENSODEG00000006839
fukomys_damarensis ENSFDAG00000018814
oryctolagus_cuniculus ENSOCUG00000014435
ochotona_princeps ENSOPRG00000003517
propithecus_coquereli ENSPCOG00000005786
microcebus_murinus ENSMICG00000045246
prolemur_simus ENSPSMG00000007728
pan_troglodytes ENSPTRG00000001586
pan_paniscus ENSPPAG00000042409
gorilla_gorilla ENSGGOG00000008024
homo_sapiens ENSG00000188931
pongo_abelii ENSPPYG00000000597
nomascus_leucogenys ENSNLEG00000014391
chlorocebus_sabaeus ENSCSAG00000002682
mandrillus_leucophaeus ENSMLEG00000029048
theropithecus_gelada ENSTGEG00000008035
cercocebus_atys ENSCATG00000020418
macaca_nemestrina ENSMNEG00000039106
macaca_mulatta ENSMMUG00000008251
macaca_fascicularis ENSMFAG00000000103
papio_anubis ENSPANG00000000423
rhinopithecus_bieti ENSRBIG00000019290
rhinopithecus_roxellana ENSRROG00000034134
colobus_angolensis_palliatus ENSCANG00000028978
piliocolobus_tephrosceles ENSPTEG00000023528
cebus_capucinus_imitator ENSCCAG00000031605
saimiri_boliviensis_boliviensis ENSSBOG00000022339
callithrix_jacchus ENSCJAG00000023045
callithrix_jacchus ENSCJAG00000004753
aotus_nancymaae ENSANAG00000033166
otolemur_garnettii ENSOGAG00000013751
carlito_syrichta ENSTSYG00000007744
echinops_telfairi ENSETEG00000015770
echinops_telfairi ENSETEG00000011522
loxodonta_africana ENSLAFG00000022931
