poecilia_formosa ENSPFOG00000003047
poecilia_mexicana ENSPMEG00000014326
poecilia_latipinna ENSPLAG00000001609
poecilia_reticulata ENSPREG00000000433
xiphophorus_maculatus ENSXMAG00000012959
xiphophorus_couchianus ENSXCOG00000014411
fundulus_heteroclitus ENSFHEG00000018718
cyprinodon_variegatus ENSCVAG00000019953
kryptolebias_marmoratus ENSKMAG00000018989
oryzias_latipes_asm223467v1 ENSORLG00000012165
oryzias_latipes_asm223469v1 ENSORLG00015003430
oryzias_latipes_asm223471v1 ENSORLG00020004817
oryzias_melastigma ENSOMEG00000012708
amphiprion_percula ENSAPEG00000014084
amphiprion_ocellaris ENSAOCG00000007728
acanthochromis_polyacanthus ENSAPOG00000010057
stegastes_partitus ENSSPAG00000007954
astatotilapia_calliptera ENSACLG00000020038
pundamilia_nyererei ENSPNYG00000002181
maylandia_zebra ENSMZEG00005007936
haplochromis_burtoni ENSHBUG00000019019
neolamprologus_brichardi ENSNBRG00000023660
oreochromis_niloticus ENSONIG00000017759
amphilophus_citrinellus ENSACIG00000008760
labrus_bergylta ENSLBEG00000009603
gasterosteus_aculeatus ENSGACG00000019035
mastacembelus_armatus ENSMAMG00000011451
monopterus_albus ENSMALG00000005611
anabas_testudineus ENSATEG00000019785
seriola_dumerili ENSSDUG00000001789
seriola_lalandi_dorsalis ENSSLDG00000012403
scophthalmus_maximus ENSSMAG00000005491
takifugu_rubripes ENSTRUG00000011956
tetraodon_nigroviridis ENSTNIG00000014055
mola_mola ENSMMOG00000007832
hippocampus_comes ENSHCOG00000015014
cynoglossus_semilaevis ENSCSEG00000008179
periophthalmus_magnuspinnatus ENSPMGG00000016385
gadus_morhua ENSGMOG00000006154
esox_lucius ENSELUG00000018223
pygocentrus_nattereri ENSPNAG00000012918
astyanax_mexicanus ENSAMXG00000006892
ictalurus_punctatus ENSIPUG00000012215
danio_rerio ENSDARG00000060645
paramormyrops_kingsleyae ENSPKIG00000010175
scleropages_formosus ENSSFOG00015021066
lepisosteus_oculatus ENSLOCG00000012572
latimeria_chalumnae ENSLACG00000008982
phascolarctos_cinereus ENSPCIG00000029553
notamacropus_eugenii ENSMEUG00000012180
monodelphis_domestica ENSMODG00000003076
sarcophilus_harrisii ENSSHAG00000009999
pan_troglodytes ENSPTRG00000030739
pan_paniscus ENSPPAG00000035571
homo_sapiens ENSG00000187531
gorilla_gorilla ENSGGOG00000013961
nomascus_leucogenys ENSNLEG00000007509
theropithecus_gelada ENSTGEG00000011075
papio_anubis ENSPANG00000019167
mandrillus_leucophaeus ENSMLEG00000033723
macaca_fascicularis ENSMFAG00000045096
macaca_mulatta ENSMMUG00000012890
macaca_nemestrina ENSMNEG00000034220
cercocebus_atys ENSCATG00000041951
chlorocebus_sabaeus ENSCSAG00000002208
piliocolobus_tephrosceles ENSPTEG00000030723
colobus_angolensis_palliatus ENSCANG00000042840
rhinopithecus_roxellana ENSRROG00000045732
rhinopithecus_bieti ENSRBIG00000039729
cebus_capucinus_imitator ENSCCAG00000035064
saimiri_boliviensis_boliviensis ENSSBOG00000033138
callithrix_jacchus ENSCJAG00000018273
aotus_nancymaae ENSANAG00000033239
carlito_syrichta ENSTSYG00000027164
prolemur_simus ENSPSMG00000013022
microcebus_murinus ENSMICG00000017412
propithecus_coquereli ENSPCOG00000024297
otolemur_garnettii ENSOGAG00000030109
chinchilla_lanigera ENSCLAG00000004980
octodon_degus ENSODEG00000008260
cavia_porcellus ENSCPOG00000001834
cavia_aperea ENSCAPG00000013733
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005752
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016098
fukomys_damarensis ENSFDAG00000010672
marmota_marmota_marmota ENSMMMG00000005400
ictidomys_tridecemlineatus ENSSTOG00000006241
urocitellus_parryii ENSUPAG00010000513
peromyscus_maniculatus_bairdii ENSPEMG00000017472
microtus_ochrogaster ENSMOCG00000019340
cricetulus_griseus_crigri-picr ENSCGRG00015025048
cricetulus_griseus_crigri_1.0 ENSCGRG00000018328
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002007
mesocricetus_auratus ENSMAUG00000018180
mus_spicilegus ENSMSIG00000000028
