drosophila_melanogaster FBgn0030035
caenorhabditis_elegans_strain_n2 WBGene00008918
eptatretus_burgeri ENSEBUG00000014762
petromyzon_marinus ENSPMAG00000008070
anas_platyrhynchos_platyrhynchos ENSAPLG00000003899
anser_brachyrhynchus ENSABRG00000015665
meleagris_gallopavo ENSMGAG00000003492
coturnix_japonica ENSCJPG00005020923
gallus_gallus ENSGALG00000003909
numida_meleagris ENSNMEG00000015913
taeniopygia_guttata ENSTGUG00000004963
taeniopygia_guttata ENSTGUG00000016794
lonchura_striata_domestica ENSLSDG00000014054
serinus_canaria ENSSCAG00000012560
zonotrichia_albicollis ENSZALG00000013808
junco_hyemalis ENSJHYG00000003173
ficedula_albicollis ENSFALG00000005470
parus_major ENSPMJG00000004046
cyanistes_caeruleus ENSCCEG00000005699
lepidothrix_coronata ENSLCOG00000009416
lepidothrix_coronata ENSLCOG00000009417
manacus_vitellinus ENSMVIG00005007907
melopsittacus_undulatus ENSMUNG00000006272
calidris_pugnax ENSCPUG00000009737
calidris_pygmaea ENSCPGG00000014810
apteryx_owenii ENSAOWG00000004729
apteryx_haastii ENSAHAG00000000019
apteryx_rowi ENSARWG00000014601
dromaius_novaehollandiae ENSDNVG00000001442
nothoprocta_perdicaria ENSNPEG00000011218
crocodylus_porosus ENSCPRG00005005193
pogona_vitticeps ENSPVIG00000023605
anolis_carolinensis ENSACAG00000012034
notechis_scutatus ENSNSUG00000000026
salvator_merianae ENSSMRG00000006137
sphenodon_punctatus ENSSPUG00000003953
chrysemys_picta_bellii ENSCPBG00000017850
chelonoidis_abingdonii ENSCABG00000020116
pelodiscus_sinensis ENSPSIG00000013315
crocodylus_porosus ENSCPRG00005005191
loxodonta_africana ENSLAFG00000000786
procavia_capensis ENSPCAG00000001716
echinops_telfairi ENSETEG00000001899
choloepus_hoffmanni ENSCHOG00000012358
tupaia_belangeri ENSTBEG00000004244
ochotona_princeps ENSOPRG00000001475
macaca_fascicularis ENSMFAG00000043460
macaca_nemestrina ENSMNEG00000042427
theropithecus_gelada ENSTGEG00000020406
cercocebus_atys ENSCATG00000029575
piliocolobus_tephrosceles ENSPTEG00000023941
pan_paniscus ENSPPAG00000031078
homo_sapiens ENSG00000124155
pan_troglodytes ENSPTRG00000013547
gorilla_gorilla ENSGGOG00000004168
pongo_abelii ENSPPYG00000011057
nomascus_leucogenys ENSNLEG00000006720
rhinopithecus_roxellana ENSRROG00000035840
rhinopithecus_bieti ENSRBIG00000021342
colobus_angolensis_palliatus ENSCANG00000034024
mandrillus_leucophaeus ENSMLEG00000030937
papio_anubis ENSPANG00000026137
macaca_mulatta ENSMMUG00000003410
chlorocebus_sabaeus ENSCSAG00000014400
cebus_capucinus_imitator ENSCCAG00000033823
saimiri_boliviensis_boliviensis ENSSBOG00000023153
callithrix_jacchus ENSCJAG00000017414
aotus_nancymaae ENSANAG00000022161
carlito_syrichta ENSTSYG00000013398
propithecus_coquereli ENSPCOG00000026612
prolemur_simus ENSPSMG00000024987
microcebus_murinus ENSMICG00000013782
otolemur_garnettii ENSOGAG00000010389
cavia_porcellus ENSCPOG00000026325
cavia_aperea ENSCAPG00000006621
chinchilla_lanigera ENSCLAG00000007833
octodon_degus ENSODEG00000015184
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012906
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009120
fukomys_damarensis ENSFDAG00000005941
urocitellus_parryii ENSUPAG00010002893
ictidomys_tridecemlineatus ENSSTOG00000009327
spermophilus_dauricus ENSSDAG00000004236
marmota_marmota_marmota ENSMMMG00000005202
castor_canadensis ENSCCNG00000022885
dipodomys_ordii ENSDORG00000015789
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000017721
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025571
mus_spicilegus ENSMSIG00000021930
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024649
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026093
rattus_norvegicus ENSRNOG00000014690
meriones_unguiculatus ENSMUGG00000026243
microtus_ochrogaster ENSMOCG00000007821
peromyscus_maniculatus_bairdii ENSPEMG00000020782
cricetulus_griseus_crigri-picr ENSCGRG00015021940
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009371
cricetulus_griseus_crigri_1.0 ENSCGRG00000013724
mesocricetus_auratus ENSMAUG00000008828
nannospalax_galili ENSNGAG00000009106
myotis_lucifugus ENSMLUG00000005929
pteropus_vampyrus ENSPVAG00000008762
bos_taurus ENSBTAG00000016122
bos_mutus ENSBMUG00000000109
bison_bison_bison ENSBBBG00000020278
capra_hircus ENSCHIG00000021336
ovis_aries ENSOARG00000005497
