tetraodon_nigroviridis ENSTNIG00000015253
takifugu_rubripes ENSTRUG00000002590
mola_mola ENSMMOG00000018955
gasterosteus_aculeatus ENSGACG00000013750
amphiprion_percula ENSAPEG00000008028
amphiprion_percula ENSAPEG00000008007
amphiprion_ocellaris ENSAOCG00000016497
acanthochromis_polyacanthus ENSAPOG00000016087
stegastes_partitus ENSSPAG00000000740
maylandia_zebra ENSMZEG00005025474
astatotilapia_calliptera ENSACLG00000026659
pundamilia_nyererei ENSPNYG00000010670
haplochromis_burtoni ENSHBUG00000003048
neolamprologus_brichardi ENSNBRG00000016020
oreochromis_niloticus ENSONIG00000009909
amphilophus_citrinellus ENSACIG00000013846
xiphophorus_maculatus ENSXMAG00000015830
xiphophorus_couchianus ENSXCOG00000002198
gambusia_affinis ENSGAFG00000010752
poecilia_latipinna ENSPLAG00000016942
poecilia_mexicana ENSPMEG00000007794
poecilia_formosa ENSPFOG00000006449
poecilia_reticulata ENSPREG00000002465
cyprinodon_variegatus ENSCVAG00000009462
fundulus_heteroclitus ENSFHEG00000022281
kryptolebias_marmoratus ENSKMAG00000010978
oryzias_latipes_asm223471v1 ENSORLG00020013610
oryzias_latipes_asm223467v1 ENSORLG00000016248
oryzias_latipes_asm223469v1 ENSORLG00015013750
oryzias_melastigma ENSOMEG00000023396
labrus_bergylta ENSLBEG00000017733
mastacembelus_armatus ENSMAMG00000012071
monopterus_albus ENSMALG00000017111
anabas_testudineus ENSATEG00000012097
seriola_dumerili ENSSDUG00000019356
seriola_lalandi_dorsalis ENSSLDG00000012941
scophthalmus_maximus ENSSMAG00000000444
hippocampus_comes ENSHCOG00000009303
periophthalmus_magnuspinnatus ENSPMGG00000015200
amphiprion_percula ENSAPEG00000008063
takifugu_rubripes ENSTRUG00000025319
gadus_morhua ENSGMOG00000015513
esox_lucius ENSELUG00000011460
pygocentrus_nattereri ENSPNAG00000014846
astyanax_mexicanus ENSAMXG00000002137
ictalurus_punctatus ENSIPUG00000018170
danio_rerio ENSDARG00000024829
scleropages_formosus ENSSFOG00015019279
