apteryx_rowi ENSARWG00000010084
apteryx_owenii ENSAOWG00000005698
crocodylus_porosus ENSCPRG00005008816
gallus_gallus ENSGALG00000007350
meleagris_gallopavo ENSMGAG00000003554
numida_meleagris ENSNMEG00000003085
coturnix_japonica ENSCJPG00005017710
taeniopygia_guttata ENSTGUG00000007042
lonchura_striata_domestica ENSLSDG00000004301
ficedula_albicollis ENSFALG00000011092
cyanistes_caeruleus ENSCCEG00000003031
parus_major ENSPMJG00000006428
zonotrichia_albicollis ENSZALG00000004696
junco_hyemalis ENSJHYG00000006843
calidris_pygmaea ENSCPGG00000003486
calidris_pugnax ENSCPUG00000015243
dromaius_novaehollandiae ENSDNVG00000004375
apteryx_haastii ENSAHAG00000004801
manacus_vitellinus ENSMVIG00005009262
lepidothrix_coronata ENSLCOG00000013113
melopsittacus_undulatus ENSMUNG00000000183
anser_brachyrhynchus ENSABRG00000005815
nothoprocta_perdicaria ENSNPEG00000002020
chelonoidis_abingdonii ENSCABG00000020511
pogona_vitticeps ENSPVIG00000022962
anolis_carolinensis ENSACAG00000007023
notechis_scutatus ENSNSUG00000016976
salvator_merianae ENSSMRG00000001017
sphenodon_punctatus ENSSPUG00000016850
chrysemys_picta_bellii ENSCPBG00000016846
gopherus_agassizii ENSGAGG00000013284
pelodiscus_sinensis ENSPSIG00000005258
phascolarctos_cinereus ENSPCIG00000011895
notamacropus_eugenii ENSMEUG00000000436
sarcophilus_harrisii ENSSHAG00000015811
monodelphis_domestica ENSMODG00000020112
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005782
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007517
fukomys_damarensis ENSFDAG00000010564
chinchilla_lanigera ENSCLAG00000009505
octodon_degus ENSODEG00000012761
cavia_porcellus ENSCPOG00000023140
cavia_aperea ENSCAPG00000013636
ochotona_princeps ENSOPRG00000018617
homo_sapiens ENSG00000254462
propithecus_coquereli ENSPCOG00000018771
prolemur_simus ENSPSMG00000006189
microcebus_murinus ENSMICG00000026570
otolemur_garnettii ENSOGAG00000026722
macaca_mulatta ENSMMUG00000040741
macaca_fascicularis ENSMFAG00000003159
macaca_nemestrina ENSMNEG00000038032
papio_anubis ENSPANG00000019136
theropithecus_gelada ENSTGEG00000022347
mandrillus_leucophaeus ENSMLEG00000038464
cercocebus_atys ENSCATG00000043094
chlorocebus_sabaeus ENSCSAG00000006003
piliocolobus_tephrosceles ENSPTEG00000029184
colobus_angolensis_palliatus ENSCANG00000043018
rhinopithecus_bieti ENSRBIG00000032670
rhinopithecus_roxellana ENSRROG00000032931
pan_paniscus ENSPPAG00000000127
