gopherus_agassizii ENSGAGG00000018862
chelonoidis_abingdonii ENSCABG00000022864
chrysemys_picta_bellii ENSCPBG00000020523
pelodiscus_sinensis ENSPSIG00000013293
apteryx_owenii ENSAOWG00000012264
apteryx_rowi ENSARWG00000016012
apteryx_haastii ENSAHAG00000010284
apteryx_haastii ENSAHAG00000006842
dromaius_novaehollandiae ENSDNVG00000003766
nothoprocta_perdicaria ENSNPEG00000010183
calidris_pygmaea ENSCPGG00000005287
calidris_pugnax ENSCPUG00000000739
melopsittacus_undulatus ENSMUNG00000014561
lepidothrix_coronata ENSLCOG00000006575
manacus_vitellinus ENSMVIG00005018253
lonchura_striata_domestica ENSLSDG00000002408
taeniopygia_guttata ENSTGUG00000009767
junco_hyemalis ENSJHYG00000000286
serinus_canaria ENSSCAG00000005855
zonotrichia_albicollis ENSZALG00000006922
ficedula_albicollis ENSFALG00000011782
cyanistes_caeruleus ENSCCEG00000000465
parus_major ENSPMJG00000003154
gallus_gallus ENSGALG00000011914
meleagris_gallopavo ENSMGAG00000012104
coturnix_japonica ENSCJPG00005009091
numida_meleagris ENSNMEG00000011277
anas_platyrhynchos_platyrhynchos ENSAPLG00000003037
anser_brachyrhynchus ENSABRG00000004914
crocodylus_porosus ENSCPRG00005019082
pogona_vitticeps ENSPVIG00000024843
anolis_carolinensis ENSACAG00000028787
notechis_scutatus ENSNSUG00000003609
salvator_merianae ENSSMRG00000002743
salvator_merianae ENSSMRG00000014769
phascolarctos_cinereus ENSPCIG00000005701
notamacropus_eugenii ENSMEUG00000006536
sarcophilus_harrisii ENSSHAG00000012288
monodelphis_domestica ENSMODG00000013247
pan_paniscus ENSPPAG00000037196
pan_troglodytes ENSPTRG00000014442
homo_sapiens ENSG00000100162
gorilla_gorilla ENSGGOG00000038045
pongo_abelii ENSPPYG00000011884
nomascus_leucogenys ENSNLEG00000015669
rhinopithecus_bieti ENSRBIG00000029805
rhinopithecus_roxellana ENSRROG00000015719
colobus_angolensis_palliatus ENSCANG00000032088
macaca_fascicularis ENSMFAG00000042414
macaca_nemestrina ENSMNEG00000045162
macaca_mulatta ENSMMUG00000003360
theropithecus_gelada ENSTGEG00000006952
papio_anubis ENSPANG00000013693
mandrillus_leucophaeus ENSMLEG00000001034
cercocebus_atys ENSCATG00000029981
papio_anubis ENSPANG00000004835
chlorocebus_sabaeus ENSCSAG00000005725
saimiri_boliviensis_boliviensis ENSSBOG00000031289
cebus_capucinus_imitator ENSCCAG00000032494
callithrix_jacchus ENSCJAG00000002359
aotus_nancymaae ENSANAG00000032170
carlito_syrichta ENSTSYG00000003519
prolemur_simus ENSPSMG00000000339
propithecus_coquereli ENSPCOG00000014847
microcebus_murinus ENSMICG00000032243
otolemur_garnettii ENSOGAG00000014744
loxodonta_africana ENSLAFG00000015711
procavia_capensis ENSPCAG00000014109
choloepus_hoffmanni ENSCHOG00000008459
castor_canadensis ENSCCNG00000029065
dipodomys_ordii ENSDORG00000011954
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068101
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020976
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020076
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020078
rattus_norvegicus ENSRNOG00000023262
meriones_unguiculatus ENSMUGG00000017926
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021402
cricetulus_griseus_crigri_1.0 ENSCGRG00000003864
cricetulus_griseus_crigri-picr ENSCGRG00015006401
mesocricetus_auratus ENSMAUG00000013641
peromyscus_maniculatus_bairdii ENSPEMG00000007770
microtus_ochrogaster ENSMOCG00000011942
nannospalax_galili ENSNGAG00000020088
jaculus_jaculus ENSJJAG00000019704
ictidomys_tridecemlineatus ENSSTOG00000012933
urocitellus_parryii ENSUPAG00010005746
spermophilus_dauricus ENSSDAG00000010609
marmota_marmota_marmota ENSMMMG00000003399
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005039
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009788
fukomys_damarensis ENSFDAG00000008887
cavia_porcellus ENSCPOG00000013206
cavia_aperea ENSCAPG00000001542
octodon_degus ENSODEG00000012293
chinchilla_lanigera ENSCLAG00000017021
oryctolagus_cuniculus ENSOCUG00000008255
ochotona_princeps ENSOPRG00000008628
ovis_aries ENSOARG00000018792
capra_hircus ENSCHIG00000011481
bos_mutus ENSBMUG00000016050
bison_bison_bison ENSBBBG00000020787
sus_scrofa ENSSSCG00000035991
tursiops_truncatus ENSTTRG00000017354
ailuropoda_melanoleuca ENSAMEG00000009365
ursus_maritimus ENSUMAG00000020662
ursus_americanus ENSUAMG00000006481
neovison_vison ENSNVIG00000022296
mustela_putorius_furo ENSMPUG00000016361
canis_lupus_familiaris ENSCAFG00000001003
canis_lupus_dingo ENSCAFG00020000905
vulpes_vulpes ENSVVUG00000003050
panthera_pardus ENSPPRG00000002403
panthera_tigris_altaica ENSPTIG00000009368
felis_catus ENSFCAG00000031560
equus_caballus ENSECAG00000022914
equus_asinus_asinus ENSEASG00005001323
pteropus_vampyrus ENSPVAG00000001188
myotis_lucifugus ENSMLUG00000002564
sorex_araneus ENSSARG00000010923
dasypus_novemcinctus ENSDNOG00000037586
papio_anubis ENSPANG00000035227
piliocolobus_tephrosceles ENSPTEG00000021915
bos_taurus ENSBTAG00000009956
dasypus_novemcinctus ENSDNOG00000008533
ornithorhynchus_anatinus ENSOANG00000004247
xenopus_tropicalis ENSXETG00000027331
latimeria_chalumnae ENSLACG00000002415
labrus_bergylta ENSLBEG00000020088
mola_mola ENSMMOG00000008422
periophthalmus_magnuspinnatus ENSPMGG00000006171
amphiprion_percula ENSAPEG00000022807
amphiprion_ocellaris ENSAOCG00000009012
acanthochromis_polyacanthus ENSAPOG00000003964
stegastes_partitus ENSSPAG00000013408
oryzias_latipes_asm223471v1 ENSORLG00020009363
oryzias_latipes_asm223467v1 ENSORLG00000004119
oryzias_latipes_asm223469v1 ENSORLG00015007401
oryzias_melastigma ENSOMEG00000016315
maylandia_zebra ENSMZEG00005023851
astatotilapia_calliptera ENSACLG00000009313
haplochromis_burtoni ENSHBUG00000005167
pundamilia_nyererei ENSPNYG00000023967
neolamprologus_brichardi ENSNBRG00000018440
oreochromis_niloticus ENSONIG00000018021
amphilophus_citrinellus ENSACIG00000002427
mastacembelus_armatus ENSMAMG00000003936
monopterus_albus ENSMALG00000000259
anabas_testudineus ENSATEG00000000430
seriola_dumerili ENSSDUG00000004738
seriola_lalandi_dorsalis ENSSLDG00000023816
xiphophorus_maculatus ENSXMAG00000006894
xiphophorus_couchianus ENSXCOG00000013340
gambusia_affinis ENSGAFG00000009741
poecilia_formosa ENSPFOG00000012395
poecilia_latipinna ENSPLAG00000016010
poecilia_mexicana ENSPMEG00000000242
poecilia_reticulata ENSPREG00000015549
fundulus_heteroclitus ENSFHEG00000007618
cyprinodon_variegatus ENSCVAG00000011897
kryptolebias_marmoratus ENSKMAG00000020017
hippocampus_comes ENSHCOG00000016359
scophthalmus_maximus ENSSMAG00000013896
takifugu_rubripes ENSTRUG00000000037
tetraodon_nigroviridis ENSTNIG00000001651
gasterosteus_aculeatus ENSGACG00000015999
cynoglossus_semilaevis ENSCSEG00000006609
gadus_morhua ENSGMOG00000005495
esox_lucius ENSELUG00000002959
pygocentrus_nattereri ENSPNAG00000006721
astyanax_mexicanus ENSAMXG00000036381
ictalurus_punctatus ENSIPUG00000008705
danio_rerio ENSDARG00000024681
paramormyrops_kingsleyae ENSPKIG00000002143
scleropages_formosus ENSSFOG00015012399
eptatretus_burgeri ENSEBUG00000010018
ciona_savignyi ENSCSAVG00000008924
ciona_intestinalis ENSCING00000016032
