loxodonta_africana ENSLAFG00000006391
procavia_capensis ENSPCAG00000004749
echinops_telfairi ENSETEG00000012382
mus_spicilegus ENSMSIG00000009347
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020681
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022315
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019784
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019794
rattus_norvegicus ENSRNOG00000004747
meriones_unguiculatus ENSMUGG00000023577
cricetulus_griseus_crigri_1.0 ENSCGRG00000014039
cricetulus_griseus_crigri-picr ENSCGRG00015026432
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018604
mesocricetus_auratus ENSMAUG00000015236
microtus_ochrogaster ENSMOCG00000004114
peromyscus_maniculatus_bairdii ENSPEMG00000011367
nannospalax_galili ENSNGAG00000012419
jaculus_jaculus ENSJJAG00000022484
castor_canadensis ENSCCNG00000016709
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004442
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010882
chinchilla_lanigera ENSCLAG00000004261
urocitellus_parryii ENSUPAG00010018123
spermophilus_dauricus ENSSDAG00000007821
ictidomys_tridecemlineatus ENSSTOG00000010500
marmota_marmota_marmota ENSMMMG00000000163
oryctolagus_cuniculus ENSOCUG00000008489
ochotona_princeps ENSOPRG00000008873
colobus_angolensis_palliatus ENSCANG00000031277
piliocolobus_tephrosceles ENSPTEG00000034456
rhinopithecus_bieti ENSRBIG00000041440
rhinopithecus_roxellana ENSRROG00000042317
theropithecus_gelada ENSTGEG00000007433
cercocebus_atys ENSCATG00000036467
papio_anubis ENSPANG00000021435
mandrillus_leucophaeus ENSMLEG00000030793
macaca_nemestrina ENSMNEG00000029260
macaca_fascicularis ENSMFAG00000003042
chlorocebus_sabaeus ENSCSAG00000010907
pan_troglodytes ENSPTRG00000020523
pan_paniscus ENSPPAG00000018621
homo_sapiens ENSG00000164756
gorilla_gorilla ENSGGOG00000016195
pongo_abelii ENSPPYG00000018834
nomascus_leucogenys ENSNLEG00000027604
cebus_capucinus_imitator ENSCCAG00000025975
saimiri_boliviensis_boliviensis ENSSBOG00000000987
callithrix_jacchus ENSCJAG00000005833
aotus_nancymaae ENSANAG00000020652
carlito_syrichta ENSTSYG00000013693
microcebus_murinus ENSMICG00000010560
prolemur_simus ENSPSMG00000022398
propithecus_coquereli ENSPCOG00000016408
otolemur_garnettii ENSOGAG00000005867
tupaia_belangeri ENSTBEG00000004437
capra_hircus ENSCHIG00000024278
ovis_aries ENSOARG00000010227
bos_mutus ENSBMUG00000016390
bos_taurus ENSBTAG00000052098
bison_bison_bison ENSBBBG00000003333
tursiops_truncatus ENSTTRG00000001958
