caenorhabditis_elegans_strain_n2 WBGene00000244
drosophila_melanogaster FBgn0031255
pygocentrus_nattereri ENSPNAG00000009394
astyanax_mexicanus ENSAMXG00000014575
ictalurus_punctatus ENSIPUG00000007300
danio_rerio ENSDARG00000099481
oryzias_latipes_asm223471v1 ENSORLG00020006567
oryzias_latipes_asm223469v1 ENSORLG00015006226
oryzias_latipes_asm223467v1 ENSORLG00000016437
oryzias_melastigma ENSOMEG00000021289
cynoglossus_semilaevis ENSCSEG00000000589
mastacembelus_armatus ENSMAMG00000005570
monopterus_albus ENSMALG00000005398
anabas_testudineus ENSATEG00000001185
seriola_dumerili ENSSDUG00000003280
seriola_lalandi_dorsalis ENSSLDG00000020875
scophthalmus_maximus ENSSMAG00000004472
mola_mola ENSMMOG00000001155
takifugu_rubripes ENSTRUG00000018291
gasterosteus_aculeatus ENSGACG00000007648
labrus_bergylta ENSLBEG00000000763
amphiprion_ocellaris ENSAOCG00000021331
amphiprion_percula ENSAPEG00000000736
acanthochromis_polyacanthus ENSAPOG00000003112
stegastes_partitus ENSSPAG00000009650
poecilia_formosa ENSPFOG00000015227
poecilia_latipinna ENSPLAG00000008441
poecilia_mexicana ENSPMEG00000011906
poecilia_reticulata ENSPREG00000009689
xiphophorus_couchianus ENSXCOG00000009737
xiphophorus_maculatus ENSXMAG00000014881
gambusia_affinis ENSGAFG00000016954
fundulus_heteroclitus ENSFHEG00000017442
cyprinodon_variegatus ENSCVAG00000022602
kryptolebias_marmoratus ENSKMAG00000002905
astatotilapia_calliptera ENSACLG00000024073
maylandia_zebra ENSMZEG00005020788
haplochromis_burtoni ENSHBUG00000019056
pundamilia_nyererei ENSPNYG00000023209
neolamprologus_brichardi ENSNBRG00000004443
oreochromis_niloticus ENSONIG00000020176
amphilophus_citrinellus ENSACIG00000007783
periophthalmus_magnuspinnatus ENSPMGG00000018868
hippocampus_comes ENSHCOG00000002940
gadus_morhua ENSGMOG00000015545
esox_lucius ENSELUG00000007542
scleropages_formosus ENSSFOG00015016384
scleropages_formosus ENSSFOG00015016354
paramormyrops_kingsleyae ENSPKIG00000002621
lepisosteus_oculatus ENSLOCG00000010427
anas_platyrhynchos_platyrhynchos ENSAPLG00000008999
notechis_scutatus ENSNSUG00000002179
latimeria_chalumnae ENSLACG00000011598
phascolarctos_cinereus ENSPCIG00000011398
notamacropus_eugenii ENSMEUG00000009635
sarcophilus_harrisii ENSSHAG00000014205
monodelphis_domestica ENSMODG00000003060
ursus_maritimus ENSUMAG00000006637
ursus_americanus ENSUAMG00000001725
ailuropoda_melanoleuca ENSAMEG00000001611
neovison_vison ENSNVIG00000011713
mustela_putorius_furo ENSMPUG00000008179
canis_lupus_dingo ENSCAFG00020016374
canis_lupus_familiaris ENSCAFG00000017478
vulpes_vulpes ENSVVUG00000028006
panthera_pardus ENSPPRG00000019910
panthera_tigris_altaica ENSPTIG00000011352
felis_catus ENSFCAG00000010921
equus_caballus ENSECAG00000022892
equus_asinus_asinus ENSEASG00005020527
ovis_aries ENSOARG00000003343
capra_hircus ENSCHIG00000016179
bos_mutus ENSBMUG00000007563
bos_taurus ENSBTAG00000030432
bison_bison_bison ENSBBBG00000018942
tursiops_truncatus ENSTTRG00000011774
sus_scrofa ENSSSCG00000002428
vicugna_pacos ENSVPAG00000005493
myotis_lucifugus ENSMLUG00000016359
myotis_lucifugus ENSMLUG00000025742
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013781
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016052
fukomys_damarensis ENSFDAG00000001288
chinchilla_lanigera ENSCLAG00000008510
octodon_degus ENSODEG00000006816
cavia_porcellus ENSCPOG00000000697
cavia_aperea ENSCAPG00000001435
urocitellus_parryii ENSUPAG00010015332
urocitellus_parryii ENSUPAG00010011516
ictidomys_tridecemlineatus ENSSTOG00000013253
spermophilus_dauricus ENSSDAG00000020094
marmota_marmota_marmota ENSMMMG00000020231
dipodomys_ordii ENSDORG00000026211
dipodomys_ordii ENSDORG00000001383
castor_canadensis ENSCCNG00000000795
mus_spicilegus ENSMSIG00000009819
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021013
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018859
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018014
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029772
rattus_norvegicus ENSRNOG00000004542
meriones_unguiculatus ENSMUGG00000008400
cricetulus_griseus_crigri_1.0 ENSCGRG00000004148
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019813
cricetulus_griseus_crigri-picr ENSCGRG00015019215
mesocricetus_auratus ENSMAUG00000019016
peromyscus_maniculatus_bairdii ENSPEMG00000021250
microtus_ochrogaster ENSMOCG00000012895
nannospalax_galili ENSNGAG00000016510
jaculus_jaculus ENSJJAG00000021643
oryctolagus_cuniculus ENSOCUG00000015555
ochotona_princeps ENSOPRG00000001243
microcebus_murinus ENSMICG00000016707
propithecus_coquereli ENSPCOG00000018975
prolemur_simus ENSPSMG00000016430
otolemur_garnettii ENSOGAG00000013285
saimiri_boliviensis_boliviensis ENSSBOG00000021140
cebus_capucinus_imitator ENSCCAG00000028354
callithrix_jacchus ENSCJAG00000017543
aotus_nancymaae ENSANAG00000033801
aotus_nancymaae ENSANAG00000019872
pan_troglodytes ENSPTRG00000006610
pan_paniscus ENSPPAG00000023491
gorilla_gorilla ENSGGOG00000034849
homo_sapiens ENSG00000165533
pongo_abelii ENSPPYG00000006055
nomascus_leucogenys ENSNLEG00000029229
macaca_fascicularis ENSMFAG00000002219
macaca_mulatta ENSMMUG00000004612
macaca_nemestrina ENSMNEG00000034592
theropithecus_gelada ENSTGEG00000028111
papio_anubis ENSPANG00000026007
cercocebus_atys ENSCATG00000032781
mandrillus_leucophaeus ENSMLEG00000028860
chlorocebus_sabaeus ENSCSAG00000011521
piliocolobus_tephrosceles ENSPTEG00000019526
colobus_angolensis_palliatus ENSCANG00000036307
rhinopithecus_bieti ENSRBIG00000044602
rhinopithecus_roxellana ENSRROG00000043842
tupaia_belangeri ENSTBEG00000011568
echinops_telfairi ENSETEG00000011369
sorex_araneus ENSSARG00000002023
erinaceus_europaeus ENSEEUG00000011774
pteropus_vampyrus ENSPVAG00000005710
carlito_syrichta ENSTSYG00000010785
procavia_capensis ENSPCAG00000001608
dasypus_novemcinctus ENSDNOG00000002314
choloepus_hoffmanni ENSCHOG00000013647
loxodonta_africana ENSLAFG00000003070
ornithorhynchus_anatinus ENSOANG00000011038
manacus_vitellinus ENSMVIG00005004915
lepidothrix_coronata ENSLCOG00000010060
lonchura_striata_domestica ENSLSDG00000004086
taeniopygia_guttata ENSTGUG00000012434
junco_hyemalis ENSJHYG00000001907
zonotrichia_albicollis ENSZALG00000003140
serinus_canaria ENSSCAG00000008389
ficedula_albicollis ENSFALG00000012343
parus_major ENSPMJG00000016907
cyanistes_caeruleus ENSCCEG00000018235
calidris_pygmaea ENSCPGG00000012169
calidris_pugnax ENSCPUG00000001889
melopsittacus_undulatus ENSMUNG00000015779
anser_brachyrhynchus ENSABRG00000022431
anas_platyrhynchos_platyrhynchos ENSAPLG00000021050
anas_platyrhynchos_platyrhynchos ENSAPLG00000030814
gallus_gallus ENSGALG00000010663
meleagris_gallopavo ENSMGAG00000013022
coturnix_japonica ENSCJPG00005000301
numida_meleagris ENSNMEG00000002472
apteryx_owenii ENSAOWG00000013262
apteryx_haastii ENSAHAG00000002016
apteryx_rowi ENSARWG00000017804
dromaius_novaehollandiae ENSDNVG00000015412
nothoprocta_perdicaria ENSNPEG00000005106
crocodylus_porosus ENSCPRG00005006430
chelonoidis_abingdonii ENSCABG00000021425
gopherus_agassizii ENSGAGG00000005050
chrysemys_picta_bellii ENSCPBG00000008460
pelodiscus_sinensis ENSPSIG00000009644
anolis_carolinensis ENSACAG00000012806
notechis_scutatus ENSNSUG00000005646
pogona_vitticeps ENSPVIG00000009894
salvator_merianae ENSSMRG00000011807
sphenodon_punctatus ENSSPUG00000012757
xenopus_tropicalis ENSXETG00000016635
petromyzon_marinus ENSPMAG00000004297
petromyzon_marinus ENSPMAG00000002473
ciona_intestinalis ENSCING00000009809
ciona_savignyi ENSCSAVG00000003504
