gopherus_agassizii ENSGAGG00000002586
chelonoidis_abingdonii ENSCABG00000011111
chrysemys_picta_bellii ENSCPBG00000014230
pelodiscus_sinensis ENSPSIG00000003626
crocodylus_porosus ENSCPRG00005005730
taeniopygia_guttata ENSTGUG00000009552
taeniopygia_guttata ENSTGUG00000016952
lonchura_striata_domestica ENSLSDG00000017912
junco_hyemalis ENSJHYG00000001377
zonotrichia_albicollis ENSZALG00000003520
ficedula_albicollis ENSFALG00000012246
lepidothrix_coronata ENSLCOG00000003509
cyanistes_caeruleus ENSCCEG00000008720
parus_major ENSPMJG00000003292
serinus_canaria ENSSCAG00000006461
manacus_vitellinus ENSMVIG00005008729
calidris_pygmaea ENSCPGG00000014065
calidris_pugnax ENSCPUG00000011621
melopsittacus_undulatus ENSMUNG00000012194
anas_platyrhynchos_platyrhynchos ENSAPLG00000007323
anser_brachyrhynchus ENSABRG00000022533
coturnix_japonica ENSCJPG00005012325
gallus_gallus ENSGALG00000010818
meleagris_gallopavo ENSMGAG00000011466
numida_meleagris ENSNMEG00000022520
apteryx_owenii ENSAOWG00000004292
apteryx_rowi ENSARWG00000001446
apteryx_haastii ENSAHAG00000003304
dromaius_novaehollandiae ENSDNVG00000010664
nothoprocta_perdicaria ENSNPEG00000015648
pogona_vitticeps ENSPVIG00000022549
notechis_scutatus ENSNSUG00000001100
salvator_merianae ENSSMRG00000018005
anolis_carolinensis ENSACAG00000000178
sphenodon_punctatus ENSSPUG00000015191
sorex_araneus ENSSARG00000001206
jaculus_jaculus ENSJJAG00000015793
dasypus_novemcinctus ENSDNOG00000042541
choloepus_hoffmanni ENSCHOG00000002290
loxodonta_africana ENSLAFG00000028989
procavia_capensis ENSPCAG00000000980
pan_paniscus ENSPPAG00000043561
pan_troglodytes ENSPTRG00000000787
homo_sapiens ENSG00000162407
homo_sapiens ENSG00000284686
gorilla_gorilla ENSGGOG00000000309
pongo_abelii ENSPPYG00000001304
nomascus_leucogenys ENSNLEG00000031721
rhinopithecus_roxellana ENSRROG00000043132
rhinopithecus_bieti ENSRBIG00000037082
piliocolobus_tephrosceles ENSPTEG00000022168
colobus_angolensis_palliatus ENSCANG00000000741
cercocebus_atys ENSCATG00000004547
theropithecus_gelada ENSTGEG00000008413
mandrillus_leucophaeus ENSMLEG00000028691
papio_anubis ENSPANG00000018876
chlorocebus_sabaeus ENSCSAG00000001318
macaca_fascicularis ENSMFAG00000026668
macaca_mulatta ENSMMUG00000002200
macaca_nemestrina ENSMNEG00000039476
callithrix_jacchus ENSCJAG00000015880
saimiri_boliviensis_boliviensis ENSSBOG00000021254
cebus_capucinus_imitator ENSCCAG00000001330
aotus_nancymaae ENSANAG00000025360
carlito_syrichta ENSTSYG00000004481
prolemur_simus ENSPSMG00000021890
microcebus_murinus ENSMICG00000012602
propithecus_coquereli ENSPCOG00000023551
otolemur_garnettii ENSOGAG00000014843
castor_canadensis ENSCCNG00000026693
dipodomys_ordii ENSDORG00000025905
cricetulus_griseus_crigri_1.0 ENSCGRG00000003451
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018283
cricetulus_griseus_crigri-picr ENSCGRG00015003913
mesocricetus_auratus ENSMAUG00000003549
microtus_ochrogaster ENSMOCG00000013244
peromyscus_maniculatus_bairdii ENSPEMG00000031102
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028517
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027197
