anas_platyrhynchos_platyrhynchos ENSAPLG00000017184
anser_brachyrhynchus ENSABRG00000011056
gallus_gallus ENSGALG00000027240
meleagris_gallopavo ENSMGAG00000010150
coturnix_japonica ENSCJPG00005011875
numida_meleagris ENSNMEG00000006848
taeniopygia_guttata ENSTGUG00000002574
lonchura_striata_domestica ENSLSDG00000017424
ficedula_albicollis ENSFALG00000009925
serinus_canaria ENSSCAG00000013701
junco_hyemalis ENSJHYG00000003635
zonotrichia_albicollis ENSZALG00000010837
parus_major ENSPMJG00000011032
cyanistes_caeruleus ENSCCEG00000019353
lepidothrix_coronata ENSLCOG00000006326
manacus_vitellinus ENSMVIG00005000844
melopsittacus_undulatus ENSMUNG00000000827
calidris_pygmaea ENSCPGG00000013432
calidris_pugnax ENSCPUG00000011500
apteryx_haastii ENSAHAG00000004551
apteryx_owenii ENSAOWG00000013182
apteryx_rowi ENSARWG00000004272
dromaius_novaehollandiae ENSDNVG00000016709
nothoprocta_perdicaria ENSNPEG00000001585
crocodylus_porosus ENSCPRG00005015218
chrysemys_picta_bellii ENSCPBG00000021878
chelonoidis_abingdonii ENSCABG00000012432
pelodiscus_sinensis ENSPSIG00000009127
anolis_carolinensis ENSACAG00000012640
pogona_vitticeps ENSPVIG00000016404
notechis_scutatus ENSNSUG00000015326
salvator_merianae ENSSMRG00000016796
sphenodon_punctatus ENSSPUG00000011654
notamacropus_eugenii ENSMEUG00000007075
phascolarctos_cinereus ENSPCIG00000014223
sarcophilus_harrisii ENSSHAG00000002781
monodelphis_domestica ENSMODG00000001551
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018545
mus_spicilegus ENSMSIG00000005644
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020577
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017703
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029461
rattus_norvegicus ENSRNOG00000005046
meriones_unguiculatus ENSMUGG00000015607
cricetulus_griseus_crigri_1.0 ENSCGRG00000011377
