tetraodon_nigroviridis ENSTNIG00000013306
takifugu_rubripes ENSTRUG00000011384
labrus_bergylta ENSLBEG00000024036
gasterosteus_aculeatus ENSGACG00000003557
fundulus_heteroclitus ENSFHEG00000019039
cyprinodon_variegatus ENSCVAG00000014951
poecilia_formosa ENSPFOG00000011029
poecilia_mexicana ENSPMEG00000001322
poecilia_latipinna ENSPLAG00000004107
poecilia_reticulata ENSPREG00000020677
xiphophorus_couchianus ENSXCOG00000017064
xiphophorus_maculatus ENSXMAG00000002545
gambusia_affinis ENSGAFG00000019752
oryzias_latipes_asm223471v1 ENSORLG00020022400
oryzias_latipes_asm223467v1 ENSORLG00000002707
oryzias_latipes_asm223469v1 ENSORLG00015013600
oryzias_melastigma ENSOMEG00000020280
scophthalmus_maximus ENSSMAG00000010882
periophthalmus_magnuspinnatus ENSPMGG00000022482
hippocampus_comes ENSHCOG00000013534
mastacembelus_armatus ENSMAMG00000004450
monopterus_albus ENSMALG00000012972
mola_mola ENSMMOG00000018175
cynoglossus_semilaevis ENSCSEG00000013313
maylandia_zebra ENSMZEG00005025419
astatotilapia_calliptera ENSACLG00000009452
haplochromis_burtoni ENSHBUG00000020532
pundamilia_nyererei ENSPNYG00000005150
neolamprologus_brichardi ENSNBRG00000003021
oreochromis_niloticus ENSONIG00000006869
seriola_lalandi_dorsalis ENSSLDG00000011701
seriola_dumerili ENSSDUG00000006712
anabas_testudineus ENSATEG00000024849
amphiprion_ocellaris ENSAOCG00000011632
amphiprion_percula ENSAPEG00000007034
acanthochromis_polyacanthus ENSAPOG00000015120
stegastes_partitus ENSSPAG00000014484
kryptolebias_marmoratus ENSKMAG00000000690
gadus_morhua ENSGMOG00000013437
oryzias_latipes_asm223467v1 ENSORLG00000007363
oryzias_latipes_asm223471v1 ENSORLG00020011743
fundulus_heteroclitus ENSFHEG00000007973
esox_lucius ENSELUG00000015097
esox_lucius ENSELUG00000003588
pygocentrus_nattereri ENSPNAG00000024590
astyanax_mexicanus ENSAMXG00000008586
danio_rerio ENSDARG00000012040
scleropages_formosus ENSSFOG00015006845
scleropages_formosus ENSSFOG00015002817
paramormyrops_kingsleyae ENSPKIG00000016770
paramormyrops_kingsleyae ENSPKIG00000005740
lepisosteus_oculatus ENSLOCG00000009704
calidris_pygmaea ENSCPGG00000014003
calidris_pugnax ENSCPUG00000002645
lepidothrix_coronata ENSLCOG00000008320
manacus_vitellinus ENSMVIG00005015248
junco_hyemalis ENSJHYG00000003532
zonotrichia_albicollis ENSZALG00000013042
serinus_canaria ENSSCAG00000004382
lonchura_striata_domestica ENSLSDG00000017932
taeniopygia_guttata ENSTGUG00000012061
ficedula_albicollis ENSFALG00000005815
cyanistes_caeruleus ENSCCEG00000008443
parus_major ENSPMJG00000007391
melopsittacus_undulatus ENSMUNG00000001033
gallus_gallus ENSGALG00000038772
meleagris_gallopavo ENSMGAG00000012214
coturnix_japonica ENSCJPG00005000841
numida_meleagris ENSNMEG00000004659
