xiphophorus_couchianus ENSXCOG00000012903
xiphophorus_maculatus ENSXMAG00000022164
fundulus_heteroclitus ENSFHEG00000001767
cyprinodon_variegatus ENSCVAG00000014251
poecilia_reticulata ENSPREG00000007556
fundulus_heteroclitus ENSFHEG00000002007
cyprinodon_variegatus ENSCVAG00000014415
amphilophus_citrinellus ENSACIG00000024111
amphilophus_citrinellus ENSACIG00000024162
neolamprologus_brichardi ENSNBRG00000014198
anabas_testudineus ENSATEG00000007839
anabas_testudineus ENSATEG00000018853
anabas_testudineus ENSATEG00000012464
anabas_testudineus ENSATEG00000009231
anabas_testudineus ENSATEG00000017307
