seriola_lalandi_dorsalis ENSSLDG00000014083
seriola_dumerili ENSSDUG00000015554
scophthalmus_maximus ENSSMAG00000003189
astatotilapia_calliptera ENSACLG00000024475
astatotilapia_calliptera ENSACLG00000024522
haplochromis_burtoni ENSHBUG00000002069
maylandia_zebra ENSMZEG00005023250
amphilophus_citrinellus ENSACIG00000023085
acanthochromis_polyacanthus ENSAPOG00000017517
amphiprion_percula ENSAPEG00000012459
monopterus_albus ENSMALG00000018029
anabas_testudineus ENSATEG00000015504
labrus_bergylta ENSLBEG00000006154
periophthalmus_magnuspinnatus ENSPMGG00000024186
