dasypus_novemcinctus ENSDNOG00000033886
echinops_telfairi ENSETEG00000006765
bos_taurus ENSBTAG00000049726
ovis_aries ENSOARG00000011400
bison_bison_bison ENSBBBG00000016464
sus_scrofa ENSSSCG00000032581
canis_lupus_dingo ENSCAFG00020013274
canis_lupus_familiaris ENSCAFG00000028693
vulpes_vulpes ENSVVUG00000008780
mustela_putorius_furo ENSMPUG00000019381
equus_caballus ENSECAG00000033077
sorex_araneus ENSSARG00000009338
erinaceus_europaeus ENSEEUG00000004917
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000117477
rattus_norvegicus ENSRNOG00000050032
castor_canadensis ENSCCNG00000020623
oryctolagus_cuniculus ENSOCUG00000016625
homo_sapiens ENSG00000226763
pan_troglodytes ENSPTRG00000038834
pongo_abelii ENSPPYG00000010070
mandrillus_leucophaeus ENSMLEG00000032389
theropithecus_gelada ENSTGEG00000017975
macaca_mulatta ENSMMUG00000028754
macaca_fascicularis ENSMFAG00000046391
chlorocebus_sabaeus ENSCSAG00000003384
cercocebus_atys ENSCATG00000029305
piliocolobus_tephrosceles ENSPTEG00000032972
colobus_angolensis_palliatus ENSCANG00000036324
rhinopithecus_bieti ENSRBIG00000042772
rhinopithecus_roxellana ENSRROG00000042061
saimiri_boliviensis_boliviensis ENSSBOG00000024124
cebus_capucinus_imitator ENSCCAG00000034733
carlito_syrichta ENSTSYG00000026768
propithecus_coquereli ENSPCOG00000003779
prolemur_simus ENSPSMG00000011545
neovison_vison ENSNVIG00000024670
tupaia_belangeri ENSTBEG00000007699
