hippocampus_comes ENSHCOG00000003376
periophthalmus_magnuspinnatus ENSPMGG00000001642
poecilia_formosa ENSPFOG00000023678
poecilia_mexicana ENSPMEG00000022962
poecilia_latipinna ENSPLAG00000010738
poecilia_reticulata ENSPREG00000021761
xiphophorus_couchianus ENSXCOG00000002865
xiphophorus_maculatus ENSXMAG00000019209
gambusia_affinis ENSGAFG00000012227
cyprinodon_variegatus ENSCVAG00000013843
fundulus_heteroclitus ENSFHEG00000015466
kryptolebias_marmoratus ENSKMAG00000022016
oryzias_latipes_asm223469v1 ENSORLG00015014622
oryzias_latipes_asm223471v1 ENSORLG00020016120
oryzias_latipes_asm223467v1 ENSORLG00000004958
oryzias_melastigma ENSOMEG00000016739
gasterosteus_aculeatus ENSGACG00000015294
seriola_lalandi_dorsalis ENSSLDG00000001148
seriola_dumerili ENSSDUG00000006363
scophthalmus_maximus ENSSMAG00000021319
mastacembelus_armatus ENSMAMG00000003214
monopterus_albus ENSMALG00000016159
amphiprion_percula ENSAPEG00000022038
amphiprion_ocellaris ENSAOCG00000005788
acanthochromis_polyacanthus ENSAPOG00000004058
stegastes_partitus ENSSPAG00000016032
haplochromis_burtoni ENSHBUG00000001626
astatotilapia_calliptera ENSACLG00000024253
maylandia_zebra ENSMZEG00005000619
pundamilia_nyererei ENSPNYG00000003525
neolamprologus_brichardi ENSNBRG00000018001
oreochromis_niloticus ENSONIG00000003133
amphilophus_citrinellus ENSACIG00000022305
takifugu_rubripes ENSTRUG00000017226
tetraodon_nigroviridis ENSTNIG00000009443
mola_mola ENSMMOG00000018094
anabas_testudineus ENSATEG00000012759
cynoglossus_semilaevis ENSCSEG00000006143
labrus_bergylta ENSLBEG00000012994
gadus_morhua ENSGMOG00000008609
esox_lucius ENSELUG00000002564
pygocentrus_nattereri ENSPNAG00000010674
astyanax_mexicanus ENSAMXG00000040214
ictalurus_punctatus ENSIPUG00000010052
danio_rerio ENSDARG00000016343
paramormyrops_kingsleyae ENSPKIG00000008066
scleropages_formosus ENSSFOG00015000465
lepisosteus_oculatus ENSLOCG00000010052
anolis_carolinensis ENSACAG00000002751
pogona_vitticeps ENSPVIG00000009747
notechis_scutatus ENSNSUG00000006857
salvator_merianae ENSSMRG00000014044
sphenodon_punctatus ENSSPUG00000005733
calidris_pugnax ENSCPUG00000007073
calidris_pygmaea ENSCPGG00000000626
melopsittacus_undulatus ENSMUNG00000004057
lepidothrix_coronata ENSLCOG00000015152
manacus_vitellinus ENSMVIG00005014827
cyanistes_caeruleus ENSCCEG00000018515
parus_major ENSPMJG00000001245
taeniopygia_guttata ENSTGUG00000010813
taeniopygia_guttata ENSTGUG00000014063
lonchura_striata_domestica ENSLSDG00000017501
