notechis_scutatus ENSNSUG00000000853
salvator_merianae ENSSMRG00000021757
pogona_vitticeps ENSPVIG00000012665
anolis_carolinensis ENSACAG00000000429
sphenodon_punctatus ENSSPUG00000014838
apteryx_haastii ENSAHAG00000001422
apteryx_owenii ENSAOWG00000002673
apteryx_rowi ENSARWG00000011747
dromaius_novaehollandiae ENSDNVG00000003070
nothoprocta_perdicaria ENSNPEG00000000276
anser_brachyrhynchus ENSABRG00000002839
anas_platyrhynchos_platyrhynchos ENSAPLG00000015079
meleagris_gallopavo ENSMGAG00000002130
coturnix_japonica ENSCJPG00005015198
gallus_gallus ENSGALG00000003242
numida_meleagris ENSNMEG00000019779
calidris_pugnax ENSCPUG00000005220
calidris_pygmaea ENSCPGG00000008454
taeniopygia_guttata ENSTGUG00000004778
lonchura_striata_domestica ENSLSDG00000006214
serinus_canaria ENSSCAG00000017045
junco_hyemalis ENSJHYG00000002997
parus_major ENSPMJG00000017947
cyanistes_caeruleus ENSCCEG00000007476
lepidothrix_coronata ENSLCOG00000008046
cyanistes_caeruleus ENSCCEG00000005256
zonotrichia_albicollis ENSZALG00000010294
manacus_vitellinus ENSMVIG00005019115
ficedula_albicollis ENSFALG00000006726
melopsittacus_undulatus ENSMUNG00000014969
crocodylus_porosus ENSCPRG00005001620
gopherus_agassizii ENSGAGG00000024053
chelonoidis_abingdonii ENSCABG00000014687
chrysemys_picta_bellii ENSCPBG00000006539
pelodiscus_sinensis ENSPSIG00000012823
notamacropus_eugenii ENSMEUG00000002586
phascolarctos_cinereus ENSPCIG00000008881
sarcophilus_harrisii ENSSHAG00000017190
monodelphis_domestica ENSMODG00000010748
bos_mutus ENSBMUG00000006256
bos_taurus ENSBTAG00000001608
bison_bison_bison ENSBBBG00000019505
bison_bison_bison ENSBBBG00000022430
bos_taurus ENSBTAG00000033345
ovis_aries ENSOARG00000001269
capra_hircus ENSCHIG00000017362
tursiops_truncatus ENSTTRG00000004480
vicugna_pacos ENSVPAG00000011592
sorex_araneus ENSSARG00000013053
oryctolagus_cuniculus ENSOCUG00000002507
ochotona_princeps ENSOPRG00000000324
castor_canadensis ENSCCNG00000004773
castor_canadensis ENSCCNG00000023787
dipodomys_ordii ENSDORG00000003631
nannospalax_galili ENSNGAG00000000740
nannospalax_galili ENSNGAG00000006823
mus_spicilegus ENSMSIG00000029799
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032050
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031574
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030931
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021401
rattus_norvegicus ENSRNOG00000015052
meriones_unguiculatus ENSMUGG00000024358
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024286
cricetulus_griseus_crigri_1.0 ENSCGRG00000017968
cricetulus_griseus_crigri-picr ENSCGRG00015024558
mesocricetus_auratus ENSMAUG00000017407
microtus_ochrogaster ENSMOCG00000022922
peromyscus_maniculatus_bairdii ENSPEMG00000011282
jaculus_jaculus ENSJJAG00000013808
urocitellus_parryii ENSUPAG00010023936
ictidomys_tridecemlineatus ENSSTOG00000006855
marmota_marmota_marmota ENSMMMG00000015545
spermophilus_dauricus ENSSDAG00000006322
chinchilla_lanigera ENSCLAG00000006577
octodon_degus ENSODEG00000004988
cavia_aperea ENSCAPG00000007197
cavia_porcellus ENSCPOG00000003330
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016218
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006377
fukomys_damarensis ENSFDAG00000017167
pan_paniscus ENSPPAG00000011074
pan_troglodytes ENSPTRG00000020168
homo_sapiens ENSG00000147465
gorilla_gorilla ENSGGOG00000005787
pongo_abelii ENSPPYG00000018520
nomascus_leucogenys ENSNLEG00000012221
rhinopithecus_roxellana ENSRROG00000000053
colobus_angolensis_palliatus ENSCANG00000042605
mandrillus_leucophaeus ENSMLEG00000032519
cercocebus_atys ENSCATG00000000828
theropithecus_gelada ENSTGEG00000007692
papio_anubis ENSPANG00000007579
macaca_fascicularis ENSMFAG00000031135
macaca_mulatta ENSMMUG00000013676
chlorocebus_sabaeus ENSCSAG00000015488
rhinopithecus_bieti ENSRBIG00000032155
piliocolobus_tephrosceles ENSPTEG00000034225
macaca_nemestrina ENSMNEG00000040234
macaca_mulatta ENSMMUG00000030699
macaca_mulatta ENSMMUG00000047593
macaca_mulatta ENSMMUG00000040052
macaca_mulatta ENSMMUG00000037712
macaca_mulatta ENSMMUG00000039395
macaca_mulatta ENSMMUG00000038551
macaca_nemestrina ENSMNEG00000027560
papio_anubis ENSPANG00000034372
mandrillus_leucophaeus ENSMLEG00000028438
cercocebus_atys ENSCATG00000032353
rhinopithecus_bieti ENSRBIG00000037699
rhinopithecus_roxellana ENSRROG00000003823
theropithecus_gelada ENSTGEG00000006023
piliocolobus_tephrosceles ENSPTEG00000033408
cebus_capucinus_imitator ENSCCAG00000019087
saimiri_boliviensis_boliviensis ENSSBOG00000021082
callithrix_jacchus ENSCJAG00000002634
aotus_nancymaae ENSANAG00000038385
carlito_syrichta ENSTSYG00000005424
microcebus_murinus ENSMICG00000014671
prolemur_simus ENSPSMG00000013025
propithecus_coquereli ENSPCOG00000020381
otolemur_garnettii ENSOGAG00000015158
pteropus_vampyrus ENSPVAG00000006015
myotis_lucifugus ENSMLUG00000003732
ursus_americanus ENSUAMG00000004087
ursus_maritimus ENSUMAG00000009128
ailuropoda_melanoleuca ENSAMEG00000011108
mustela_putorius_furo ENSMPUG00000009903
neovison_vison ENSNVIG00000011221
canis_lupus_dingo ENSCAFG00020001792
canis_lupus_familiaris ENSCAFG00000006126
vulpes_vulpes ENSVVUG00000020188
panthera_pardus ENSPPRG00000013471
panthera_tigris_altaica ENSPTIG00000011689
felis_catus ENSFCAG00000013604
equus_asinus_asinus ENSEASG00005016681
equus_caballus ENSECAG00000012746
erinaceus_europaeus ENSEEUG00000002250
sus_scrofa ENSSSCG00000034942
dasypus_novemcinctus ENSDNOG00000009791
choloepus_hoffmanni ENSCHOG00000012637
loxodonta_africana ENSLAFG00000002087
procavia_capensis ENSPCAG00000010771
echinops_telfairi ENSETEG00000011552
ornithorhynchus_anatinus ENSOANG00000013099
ornithorhynchus_anatinus ENSOANG00000009598
xenopus_tropicalis ENSXETG00000009006
latimeria_chalumnae ENSLACG00000009236
labrus_bergylta ENSLBEG00000022462
