notechis_scutatus ENSNSUG00000012164
anolis_carolinensis ENSACAG00000002688
salvator_merianae ENSSMRG00000012079
sphenodon_punctatus ENSSPUG00000003147
chrysemys_picta_bellii ENSCPBG00000001090
gopherus_agassizii ENSGAGG00000001882
pelodiscus_sinensis ENSPSIG00000016383
apteryx_rowi ENSARWG00000012057
nothoprocta_perdicaria ENSNPEG00000009408
anser_brachyrhynchus ENSABRG00000013061
anas_platyrhynchos_platyrhynchos ENSAPLG00000009716
numida_meleagris ENSNMEG00000011470
gallus_gallus ENSGALG00000013383
cyanistes_caeruleus ENSCCEG00000016870
ficedula_albicollis ENSFALG00000000545
manacus_vitellinus ENSMVIG00005008990
lepidothrix_coronata ENSLCOG00000009681
lonchura_striata_domestica ENSLSDG00000000718
calidris_pygmaea ENSCPGG00000008317
calidris_pugnax ENSCPUG00000017762
melopsittacus_undulatus ENSMUNG00000002199
dromaius_novaehollandiae ENSDNVG00000008819
parus_major ENSPMJG00000000851
taeniopygia_guttata ENSTGUG00000001276
apteryx_owenii ENSAOWG00000009746
notamacropus_eugenii ENSMEUG00000005090
phascolarctos_cinereus ENSPCIG00000021413
sarcophilus_harrisii ENSSHAG00000018113
monodelphis_domestica ENSMODG00000017659
ornithorhynchus_anatinus ENSOANG00000010003
coturnix_japonica ENSCJPG00005005012
junco_hyemalis ENSJHYG00000013916
chelonoidis_abingdonii ENSCABG00000002061
pogona_vitticeps ENSPVIG00000016180
castor_canadensis ENSCCNG00000007809
prolemur_simus ENSPSMG00000020918
echinops_telfairi ENSETEG00000015793
sus_scrofa ENSSSCG00000029705
loxodonta_africana ENSLAFG00000008493
mesocricetus_auratus ENSMAUG00000020323
sus_scrofa ENSSSCG00000003664
capra_hircus ENSCHIG00000023905
bos_taurus ENSBTAG00000047314
bos_mutus ENSBMUG00000024054
bison_bison_bison ENSBBBG00000009404
capra_hircus ENSCHIG00000012509
ovis_aries ENSOARG00000020124
equus_caballus ENSECAG00000038706
equus_asinus_asinus ENSEASG00005014118
equus_caballus ENSECAG00000031692
myotis_lucifugus ENSMLUG00000027940
canis_lupus_dingo ENSCAFG00020004132
canis_lupus_familiaris ENSCAFG00000003031
neovison_vison ENSNVIG00000014547
mustela_putorius_furo ENSMPUG00000014345
ursus_maritimus ENSUMAG00000017319
vulpes_vulpes ENSVVUG00000005268
felis_catus ENSFCAG00000035501
vicugna_pacos ENSVPAG00000010049
tursiops_truncatus ENSTTRG00000014385
sorex_araneus ENSSARG00000005703
myotis_lucifugus ENSMLUG00000016233
myotis_lucifugus ENSMLUG00000006201
pteropus_vampyrus ENSPVAG00000002120
panthera_tigris_altaica ENSPTIG00000003196
panthera_pardus ENSPPRG00000014232
felis_catus ENSFCAG00000006027
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027411
mus_spicilegus ENSMSIG00000013106
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028651
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026431
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028761
rattus_norvegicus ENSRNOG00000014762
meriones_unguiculatus ENSMUGG00000007701
microtus_ochrogaster ENSMOCG00000018443
microtus_ochrogaster ENSMOCG00000020138
peromyscus_maniculatus_bairdii ENSPEMG00000013681
cricetulus_griseus_crigri_1.0 ENSCGRG00000005685
cricetulus_griseus_crigri-picr ENSCGRG00015004246
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018491
jaculus_jaculus ENSJJAG00000022703
dipodomys_ordii ENSDORG00000005175
urocitellus_parryii ENSUPAG00010016536
ictidomys_tridecemlineatus ENSSTOG00000010445
marmota_marmota_marmota ENSMMMG00000002879
octodon_degus ENSODEG00000007670
octodon_degus ENSODEG00000013727
chinchilla_lanigera ENSCLAG00000010288
cavia_porcellus ENSCPOG00000007365
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012598
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001779
fukomys_damarensis ENSFDAG00000017337
oryctolagus_cuniculus ENSOCUG00000007665
ochotona_princeps ENSOPRG00000015178
macaca_nemestrina ENSMNEG00000031362
macaca_fascicularis ENSMFAG00000002082
cercocebus_atys ENSCATG00000034495
theropithecus_gelada ENSTGEG00000023263
mandrillus_leucophaeus ENSMLEG00000040735
papio_anubis ENSPANG00000000575
rhinopithecus_roxellana ENSRROG00000044935
chlorocebus_sabaeus ENSCSAG00000001131
rhinopithecus_bieti ENSRBIG00000041625
piliocolobus_tephrosceles ENSPTEG00000029056
pan_troglodytes ENSPTRG00000000577
pan_paniscus ENSPPAG00000042403
homo_sapiens ENSG00000084072
gorilla_gorilla ENSGGOG00000015783
nomascus_leucogenys ENSNLEG00000011979
colobus_angolensis_palliatus ENSCANG00000029996
macaca_mulatta ENSMMUG00000018869
pongo_abelii ENSPPYG00000001501
saimiri_boliviensis_boliviensis ENSSBOG00000035061
callithrix_jacchus ENSCJAG00000002589
aotus_nancymaae ENSANAG00000033595
cebus_capucinus_imitator ENSCCAG00000024434
carlito_syrichta ENSTSYG00000000401
otolemur_garnettii ENSOGAG00000003620
dasypus_novemcinctus ENSDNOG00000034942
dasypus_novemcinctus ENSDNOG00000002404
choloepus_hoffmanni ENSCHOG00000009018
loxodonta_africana ENSLAFG00000028312
xenopus_tropicalis ENSXETG00000010944
latimeria_chalumnae ENSLACG00000011207
pygocentrus_nattereri ENSPNAG00000007122
astyanax_mexicanus ENSAMXG00000018767
ictalurus_punctatus ENSIPUG00000016563
danio_rerio ENSDARG00000103234
amphiprion_ocellaris ENSAOCG00000021474
amphiprion_ocellaris ENSAOCG00000021624
amphiprion_percula ENSAPEG00000019253
acanthochromis_polyacanthus ENSAPOG00000001160
stegastes_partitus ENSSPAG00000009232
astatotilapia_calliptera ENSACLG00000019518
maylandia_zebra ENSMZEG00005006117
haplochromis_burtoni ENSHBUG00000020159
pundamilia_nyererei ENSPNYG00000006336
oreochromis_niloticus ENSONIG00000008165
amphilophus_citrinellus ENSACIG00000022599
cyprinodon_variegatus ENSCVAG00000019238
fundulus_heteroclitus ENSFHEG00000007560
xiphophorus_maculatus ENSXMAG00000019027
gambusia_affinis ENSGAFG00000018146
poecilia_mexicana ENSPMEG00000019748
poecilia_latipinna ENSPLAG00000010126
poecilia_formosa ENSPFOG00000002535
poecilia_reticulata ENSPREG00000001551
kryptolebias_marmoratus ENSKMAG00000013555
oryzias_latipes_asm223469v1 ENSORLG00015015095
oryzias_melastigma ENSOMEG00000014458
cynoglossus_semilaevis ENSCSEG00000000047
monopterus_albus ENSMALG00000011041
mastacembelus_armatus ENSMAMG00000010005
anabas_testudineus ENSATEG00000007395
seriola_lalandi_dorsalis ENSSLDG00000013079
seriola_dumerili ENSSDUG00000012593
