chrysemys_picta_bellii ENSCPBG00000007965
sphenodon_punctatus ENSSPUG00000007342
phascolarctos_cinereus ENSPCIG00000035197
ictalurus_punctatus ENSIPUG00000022410
ictalurus_punctatus ENSIPUG00000022402
pygocentrus_nattereri ENSPNAG00000006685
xiphophorus_maculatus ENSXMAG00000023640
xiphophorus_couchianus ENSXCOG00000018679
gambusia_affinis ENSGAFG00000021200
poecilia_formosa ENSPFOG00000024604
cyprinodon_variegatus ENSCVAG00000019239
kryptolebias_marmoratus ENSKMAG00000002885
oryzias_latipes_asm223469v1 ENSORLG00015016073
oryzias_latipes_asm223471v1 ENSORLG00020012708
oryzias_latipes_asm223467v1 ENSORLG00000030248
oryzias_melastigma ENSOMEG00000013150
mastacembelus_armatus ENSMAMG00000017444
labrus_bergylta ENSLBEG00000025845
seriola_lalandi_dorsalis ENSSLDG00000019201
amphiprion_ocellaris ENSAOCG00000024670
amphiprion_percula ENSAPEG00000005157
haplochromis_burtoni ENSHBUG00000007799
maylandia_zebra ENSMZEG00005021771
neolamprologus_brichardi ENSNBRG00000002659
monopterus_albus ENSMALG00000003691
anabas_testudineus ENSATEG00000007747
cynoglossus_semilaevis ENSCSEG00000006237
scleropages_formosus ENSSFOG00015022680
paramormyrops_kingsleyae ENSPKIG00000006624
ciona_intestinalis ENSCING00000012400
