meleagris_gallopavo ENSMGAG00000015993
coturnix_japonica ENSCJPG00005002417
nothoprocta_perdicaria ENSNPEG00000010485
pogona_vitticeps ENSPVIG00000015609
latimeria_chalumnae ENSLACG00000013593
poecilia_mexicana ENSPMEG00000001826
poecilia_mexicana ENSPMEG00000017925
poecilia_formosa ENSPFOG00000009769
gambusia_affinis ENSGAFG00000017127
cyprinodon_variegatus ENSCVAG00000017970
kryptolebias_marmoratus ENSKMAG00000017314
oryzias_latipes_asm223469v1 ENSORLG00015012226
oryzias_latipes_asm223471v1 ENSORLG00020021239
amphiprion_percula ENSAPEG00000008542
acanthochromis_polyacanthus ENSAPOG00000003714
pundamilia_nyererei ENSPNYG00000017854
astatotilapia_calliptera ENSACLG00000014903
neolamprologus_brichardi ENSNBRG00000019099
monopterus_albus ENSMALG00000000735
mastacembelus_armatus ENSMAMG00000012068
periophthalmus_magnuspinnatus ENSPMGG00000005272
astyanax_mexicanus ENSAMXG00000030132
canis_lupus_familiaris ENSCAFG00000024587
canis_lupus_dingo ENSCAFG00020019023
vulpes_vulpes ENSVVUG00000001180
ursus_americanus ENSUAMG00000015450
ursus_maritimus ENSUMAG00000017513
ailuropoda_melanoleuca ENSAMEG00000019177
neovison_vison ENSNVIG00000003327
panthera_tigris_altaica ENSPTIG00000012491
panthera_pardus ENSPPRG00000010292
felis_catus ENSFCAG00000014989
equus_asinus_asinus ENSEASG00005002273
equus_caballus ENSECAG00000002616
bos_mutus ENSBMUG00000002994
bos_taurus ENSBTAG00000039933
bison_bison_bison ENSBBBG00000024056
capra_hircus ENSCHIG00000011252
tursiops_truncatus ENSTTRG00000016889
sus_scrofa ENSSSCG00000017484
pteropus_vampyrus ENSPVAG00000008541
erinaceus_europaeus ENSEEUG00000013327
cricetulus_griseus_crigri-picr ENSCGRG00015015192
mesocricetus_auratus ENSMAUG00000009800
microtus_ochrogaster ENSMOCG00000021286
peromyscus_maniculatus_bairdii ENSPEMG00000014617
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000086545
mus_spicilegus ENSMSIG00000017163
rattus_norvegicus ENSRNOG00000031298
meriones_unguiculatus ENSMUGG00000003402
nannospalax_galili ENSNGAG00000010696
jaculus_jaculus ENSJJAG00000022711
spermophilus_dauricus ENSSDAG00000006155
spermophilus_dauricus ENSSDAG00000006164
urocitellus_parryii ENSUPAG00010007951
ictidomys_tridecemlineatus ENSSTOG00000021439
prolemur_simus ENSPSMG00000010575
microcebus_murinus ENSMICG00000047156
tupaia_belangeri ENSTBEG00000017252
castor_canadensis ENSCCNG00000006234
dipodomys_ordii ENSDORG00000025411
oryctolagus_cuniculus ENSOCUG00000028157
ochotona_princeps ENSOPRG00000007168
macaca_nemestrina ENSMNEG00000035225
macaca_mulatta ENSMMUG00000030047
macaca_fascicularis ENSMFAG00000002649
theropithecus_gelada ENSTGEG00000004996
papio_anubis ENSPANG00000006643
mandrillus_leucophaeus ENSMLEG00000044278
cercocebus_atys ENSCATG00000030820
chlorocebus_sabaeus ENSCSAG00000002737
piliocolobus_tephrosceles ENSPTEG00000015763
colobus_angolensis_palliatus ENSCANG00000042487
pan_paniscus ENSPPAG00000013719
pan_troglodytes ENSPTRG00000030925
homo_sapiens ENSG00000204913
gorilla_gorilla ENSGGOG00000008300
saimiri_boliviensis_boliviensis ENSSBOG00000023766
cebus_capucinus_imitator ENSCCAG00000030692
callithrix_jacchus ENSCJAG00000034725
aotus_nancymaae ENSANAG00000032561
carlito_syrichta ENSTSYG00000037453
procavia_capensis ENSPCAG00000012252
loxodonta_africana ENSLAFG00000008611
cavia_porcellus ENSCPOG00000013561
cavia_aperea ENSCAPG00000016697
chinchilla_lanigera ENSCLAG00000014277
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012836
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002036
fukomys_damarensis ENSFDAG00000000179
octodon_degus ENSODEG00000017548
echinops_telfairi ENSETEG00000019949
dasypus_novemcinctus ENSDNOG00000009184
phascolarctos_cinereus ENSPCIG00000024514
notamacropus_eugenii ENSMEUG00000002245
sarcophilus_harrisii ENSSHAG00000014277
monodelphis_domestica ENSMODG00000024108
eptatretus_burgeri ENSEBUG00000010732
gopherus_agassizii ENSGAGG00000017743
chrysemys_picta_bellii ENSCPBG00000001804
pogona_vitticeps ENSPVIG00000006948
anolis_carolinensis ENSACAG00000005466
salvator_merianae ENSSMRG00000003885
latimeria_chalumnae ENSLACG00000013751
tetraodon_nigroviridis ENSTNIG00000014826
takifugu_rubripes ENSTRUG00000011099
oryzias_latipes_asm223467v1 ENSORLG00000005112
oryzias_latipes_asm223469v1 ENSORLG00015013555
oryzias_latipes_asm223471v1 ENSORLG00020018016
oryzias_melastigma ENSOMEG00000019175
hippocampus_comes ENSHCOG00000021030
labrus_bergylta ENSLBEG00000015389
mola_mola ENSMMOG00000010391
scophthalmus_maximus ENSSMAG00000013013
cynoglossus_semilaevis ENSCSEG00000010494
astatotilapia_calliptera ENSACLG00000018035
pundamilia_nyererei ENSPNYG00000014314
neolamprologus_brichardi ENSNBRG00000018807
kryptolebias_marmoratus ENSKMAG00000011879
monopterus_albus ENSMALG00000009572
anabas_testudineus ENSATEG00000025004
maylandia_zebra ENSMZEG00005024650
maylandia_zebra ENSMZEG00005006602
haplochromis_burtoni ENSHBUG00000018347
oreochromis_niloticus ENSONIG00000021382
amphilophus_citrinellus ENSACIG00000016980
poecilia_formosa ENSPFOG00000008225
poecilia_latipinna ENSPLAG00000017405
poecilia_mexicana ENSPMEG00000007502
poecilia_reticulata ENSPREG00000007608
xiphophorus_couchianus ENSXCOG00000013789
xiphophorus_maculatus ENSXMAG00000017757
gambusia_affinis ENSGAFG00000013206
fundulus_heteroclitus ENSFHEG00000015918
cyprinodon_variegatus ENSCVAG00000010062
amphiprion_ocellaris ENSAOCG00000010896
amphiprion_percula ENSAPEG00000008136
acanthochromis_polyacanthus ENSAPOG00000019635
stegastes_partitus ENSSPAG00000022869
gasterosteus_aculeatus ENSGACG00000006817
seriola_dumerili ENSSDUG00000018583
seriola_lalandi_dorsalis ENSSLDG00000002186
mastacembelus_armatus ENSMAMG00000010495
hippocampus_comes ENSHCOG00000019751
periophthalmus_magnuspinnatus ENSPMGG00000003424
gadus_morhua ENSGMOG00000001428
esox_lucius ENSELUG00000015439
esox_lucius ENSELUG00000010867
astyanax_mexicanus ENSAMXG00000004568
pygocentrus_nattereri ENSPNAG00000009483
paramormyrops_kingsleyae ENSPKIG00000001911
scleropages_formosus ENSSFOG00015013386
lepisosteus_oculatus ENSLOCG00000018202
pygocentrus_nattereri ENSPNAG00000015032
astyanax_mexicanus ENSAMXG00000025533
ictalurus_punctatus ENSIPUG00000006296
danio_rerio ENSDARG00000078415
pygocentrus_nattereri ENSPNAG00000008551
astyanax_mexicanus ENSAMXG00000025520
xiphophorus_couchianus ENSXCOG00000014765
xiphophorus_maculatus ENSXMAG00000020210
gambusia_affinis ENSGAFG00000010289
poecilia_formosa ENSPFOG00000020156
poecilia_latipinna ENSPLAG00000004083
poecilia_mexicana ENSPMEG00000006683
poecilia_reticulata ENSPREG00000020619
fundulus_heteroclitus ENSFHEG00000006506
cyprinodon_variegatus ENSCVAG00000005166
kryptolebias_marmoratus ENSKMAG00000018588
oryzias_latipes_asm223467v1 ENSORLG00000014434
oryzias_latipes_asm223469v1 ENSORLG00015000223
oryzias_latipes_asm223471v1 ENSORLG00020006014
oryzias_melastigma ENSOMEG00000020179
cynoglossus_semilaevis ENSCSEG00000016973
cynoglossus_semilaevis ENSCSEG00000006953
amphiprion_ocellaris ENSAOCG00000007793
amphiprion_percula ENSAPEG00000005185
acanthochromis_polyacanthus ENSAPOG00000016516
stegastes_partitus ENSSPAG00000001757
maylandia_zebra ENSMZEG00005014835
pundamilia_nyererei ENSPNYG00000013192
astatotilapia_calliptera ENSACLG00000003784
haplochromis_burtoni ENSHBUG00000021804
neolamprologus_brichardi ENSNBRG00000016997
oreochromis_niloticus ENSONIG00000021344
amphilophus_citrinellus ENSACIG00000002729
labrus_bergylta ENSLBEG00000006482
mola_mola ENSMMOG00000005214
gasterosteus_aculeatus ENSGACG00000002264
anabas_testudineus ENSATEG00000009820
mastacembelus_armatus ENSMAMG00000011617
seriola_dumerili ENSSDUG00000008494
seriola_lalandi_dorsalis ENSSLDG00000020152
takifugu_rubripes ENSTRUG00000006635
tetraodon_nigroviridis ENSTNIG00000008871
scophthalmus_maximus ENSSMAG00000003123
periophthalmus_magnuspinnatus ENSPMGG00000020772
hippocampus_comes ENSHCOG00000006044
esox_lucius ENSELUG00000009980
scleropages_formosus ENSSFOG00015010257
paramormyrops_kingsleyae ENSPKIG00000019375
seriola_dumerili ENSSDUG00000011592
seriola_lalandi_dorsalis ENSSLDG00000008559
scophthalmus_maximus ENSSMAG00000011922
mastacembelus_armatus ENSMAMG00000022335
anabas_testudineus ENSATEG00000015772
gasterosteus_aculeatus ENSGACG00000014953
labrus_bergylta ENSLBEG00000006245
mola_mola ENSMMOG00000000743
amphiprion_ocellaris ENSAOCG00000008600
amphiprion_percula ENSAPEG00000008027
acanthochromis_polyacanthus ENSAPOG00000020013
stegastes_partitus ENSSPAG00000023355
pundamilia_nyererei ENSPNYG00000023682
haplochromis_burtoni ENSHBUG00000000286
astatotilapia_calliptera ENSACLG00000011634
